□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
15,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202112,06,"2,500",11,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
16,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,39.2700,202112,06,"5,000",6,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
17,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202112,01,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
18,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202112,01,"3,950",6,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
19,경상남도 창원시 마산합포구 동성동,315-1,0315,0001,삼오빌딩,35.7700,202111,30,"3,400",9,-,-,2003,해안대로 359,-,중개거래,경남 창원마산합포구
20,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202111,27,"3,800",11,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
21,경상남도 창원시 마산합포구 오동동,28-1,0028,0001,오동동 다:숲,57.6246,202111,26,"11,000",2,-,-,2017,합포로 99,-,중개거래,경남 창원마산합포구
22,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,20.5200,202111,25,"2,000",4,-,-,2003,자산삼거리로 2-1,-,직거래,-
23,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,25.9200,202111,25,"2,400",4,-,-,2003,자산삼거리로 2-1,-,직거래,-
24,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202111,23,"4,300",4,-,-,2003,3·15대로 47,-,직거래,-
25,경상남도 창원시 마산합포구 창포동3가,4-4,0004,0004,창포 프리텔,28.5600,202111,21,"3,500",1,-,-,2002,문화동11길 14,-,중개거래,경남 창원마산합포구
26,경상남도 창원시 마산합포구 산호동,36-18,0036,0018,동원오피스텔,30.7800,202111,17,"2,600",8,-,-,2004,산호남2길 1,-,중개거래,경남 창원마산회원구
27,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202111,16,"5,000",12,-,-,1998,해안대로 97,-,중개거래,경남 창원마산합포구
28,경상남도 창원시 마산합포구 신포동2가,1-6,0001,0006,신포동  이담채,74.3325,202111,13,"15,800",3,-,-,2016,합포로 17,-,중개거래,경남 창원마산합포구
29,경상남도 창원시 마산합포구 창포동3가,4-4,0004,0004,창포 프리텔,28.5600,202111,13,"4,600",2,-,-,2002,문화동11길 14,-,중개거래,경남 창원마산합포구
30,경상남도 창원시 마산합포구 창포동3가,4-4,0004,0004,창포 프리텔,28.5600,202111,09,"5,300",3,-,-,2002,문화동11길 14,-,중개거래,경남 창원마산합포구
31,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202111,08,"3,350",4,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
32,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202111,04,"3,200",13,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
33,경상남도 창원시 마산합포구 해운동,67-17,0067,0017,아카데미텔,23.0400,202111,02,"1,600",4,-,-,1997,월영동북로 12,-,중개거래,경남 창원성산구
34,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202111,02,"2,550",8,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
35,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202111,01,"2,900",12,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
36,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202111,01,"2,550",6,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
37,경상남도 창원시 마산합포구 산호동,644,0644,0000,산호  베스티움,46.8751,202110,30,"10,000",2,-,-,2016, ,-,-,-
38,경상남도 창원시 마산합포구 상남동,105-14,0105,0014,선우아트빌,36.9000,202110,29,"4,100",8,-,-,2005,노산남7길 25,-,-,-
39,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,43.0000,202110,26,"5,000",6,-,-,2006,해안대로 367,-,-,-
40,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,43.0000,202110,26,"5,000",5,-,-,2006,해안대로 367,-,-,-
41,경상남도 창원시 마산합포구 월영동,598-5,0598,0005,월영동 에드텔,31.5000,202110,25,"2,700",10,-,-,2000,밤밭고개로 395,20220222,-,-
42,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202110,23,"5,000",8,-,-,1998,해안대로 97,-,-,-
43,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,22.4650,202110,23,"6,000",8,-,-,2017,해안대로 376,-,-,-
44,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202110,22,"11,000",9,-,-,2019,동서동2길 60,-,-,-
45,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202110,22,"8,316",9,-,-,2018,문화의길 15,-,-,-
46,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202110,21,"3,900",9,-,-,2003,월영동로 7,-,-,-
47,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202110,20,"8,220",8,-,-,2018,문화의길 15,-,-,-
48,경상남도 창원시 마산합포구 월영동,234-1,0234,0001,골든스위트 104동,84.6800,202110,20,"22,400",3,-,-,2015, ,-,-,-
49,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,28.0000,202110,13,"2,500",6,-,-,2006,해안대로 367,-,-,-
50,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,29.4000,202110,11,"4,000",7,-,-,2003,월영북로 61,-,-,-
51,경상남도 창원시 마산합포구 창포동3가,4-4,0004,0004,창포 프리텔,28.5600,202110,07,"2,500",2,-,-,2002,문화동11길 14,-,-,-
52,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202110,06,"4,000",9,-,-,1999,해안대로 15,-,-,-
53,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,31.7700,202110,05,"3,300",6,-,-,2003,자산삼거리로 2-1,-,-,-
54,경상남도 창원시 마산합포구 신포동2가,85-6,0085,0006,기전씨티텔,37.0800,202110,01,"4,800",5,-,-,1998,동서동2길 41,-,-,-
55,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202109,29,"6,500",6,-,-,2018,문화의길 15,-,-,-
56,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202109,29,"6,500",7,-,-,2018,문화의길 15,-,-,-
57,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202109,29,"6,500",6,-,-,2018,문화의길 15,-,-,-
58,경상남도 창원시 마산합포구 창포동3가,4-4,0004,0004,창포 프리텔,28.5600,202109,26,"3,000",2,-,-,2002,문화동11길 14,-,-,-
59,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202109,25,"2,600",11,-,-,2003,해안대로 389,-,-,-
60,경상남도 창원시 마산합포구 신포동2가,85-6,0085,0006,기전씨티텔,47.3400,202109,24,"6,500",9,-,-,1998,동서동2길 41,-,-,-
61,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202109,15,"6,742",7,-,-,2018,문화의길 15,-,-,-
62,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202109,15,"6,742",6,-,-,2018,문화의길 15,-,-,-
63,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,23.4500,202109,14,"2,450",12,-,-,1999,해안대로 15,-,-,-
64,경상남도 창원시 마산합포구 오동동,28-1,0028,0001,오동동 다:숲,57.9361,202109,11,"11,450",2,-,-,2017,합포로 99,-,-,-
65,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202109,11,"10,169",5,-,-,2019,동서동2길 60,-,-,-
66,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202109,11,"10,700",25,-,-,2019,동서동2길 60,-,-,-
67,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,43.0000,202109,11,"4,000",10,-,-,2006,해안대로 367,-,-,-
68,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202109,10,"6,391",3,-,-,2018,문화의길 15,-,-,-
69,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202109,07,"3,300",7,-,-,1998,합포남2길 6,-,-,-
70,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202108,31,"2,700",8,-,-,2003,해안대로 389,-,-,-
71,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,37.8000,202108,30,"3,800",15,-,-,1998,합포남2길 6,-,-,-
72,경상남도 창원시 마산합포구 오동동,322,0322,0000,중앙마린파이브아파트,40.9200,202108,27,"10,000",2,-,-,2014,오동동14길 67,-,-,-
73,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,26.9100,202108,25,"2,500",8,-,-,2003,노산남7길 28,-,-,-
74,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,23.4000,202108,25,"1,500",6,-,-,2003,노산남7길 28,-,-,-
75,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202108,23,"3,500",11,-,-,2006,해안대로 367,-,-,-
76,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.1780,202108,17,"4,300",5,-,-,2003,3·15대로 47,-,-,-
77,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202108,17,"10,169",5,-,-,2019,동서동2길 60,-,-,-
78,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,31.0123,202108,11,"14,600",17,-,-,2019,동서동2길 60,-,-,-
79,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,40.5100,202108,07,"2,500",6,-,-,2003,자산삼거리로 2-1,-,-,-
80,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202108,04,"5,200",7,-,-,2003,3·15대로 47,-,-,-
81,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202108,01,"5,300",8,-,-,2003,3·15대로 47,-,-,-
82,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202107,29,"5,850",9,-,-,2018,문화의길 15,-,-,-
83,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202107,24,"5,700",14,-,-,2018,문화의길 15,-,-,-
84,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,23.4500,202107,24,"2,500",9,-,-,1999,해안대로 15,-,-,-
85,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,32.8000,202107,23,"2,800",8,-,-,2006,해안대로 367,-,-,-
86,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,28.0000,202107,23,"2,600",12,-,-,2006,해안대로 367,-,-,-
87,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202107,11,"3,800",6,-,-,2003,월영동로 7,-,-,-
88,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202107,10,"2,500",11,-,-,2006,해안대로 367,-,-,-
89,경상남도 창원시 마산합포구 오동동,17-135,0017,0135,가고파오피스텔,52.7400,202107,09,"4,000",7,-,-,1991,오동동10길 56,-,-,-
90,경상남도 창원시 마산합포구 서성동,83-12,0083,0012,(83-12),33.2150,202107,08,"2,650",5,-,-,2003,동서남1길 16,-,-,-
91,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,22.2650,202107,08,"2,600",10,-,-,2003,해안대로 389,-,-,-
92,경상남도 창원시 마산합포구 창동,3-1,0003,0001,창동 오피스텔,39.6460,202107,01,"3,200",7,-,-,2003,북성로 5,-,-,-
93,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202106,28,"1,450",2,-,-,2002,문화남11길 144,-,-,-
94,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,27.8400,202106,26,"4,150",14,-,-,1999,해안대로 15,-,-,-
95,경상남도 창원시 마산합포구 서성동,83-12,0083,0012,(83-12),33.2150,202106,23,"3,000",5,-,-,2003,동서남1길 16,-,-,-
96,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202106,22,"5,800",16,-,-,2018,문화의길 15,-,-,-
97,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202106,15,"5,000",12,-,-,2003,3·15대로 47,-,-,-
98,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202106,15,"5,500",4,-,-,2018,문화의길 15,-,-,-
99,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,28.0000,202106,08,"3,500",9,-,-,1999,월영동13길 9,-,-,-
100,경상남도 창원시 마산합포구 산호동,7-5,0007,0005,동인노블리앙,40.1800,202106,08,"8,000",9,-,-,2004,산호북19길 11,-,-,-
101,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202106,08,"8,370",8,-,-,2017,해안대로 376,-,-,-
102,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202106,08,"8,309",9,-,-,2018,문화의길 15,-,-,-
103,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202106,01,"4,200",7,-,-,1999,해안대로 15,20210630,-,-
104,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202106,01,"3,400",6,-,-,2003,월영동로 7,-,-,-
105,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202106,01,"4,200",7,-,-,1999,해안대로 15,-,-,-
106,경상남도 창원시 마산합포구 신포동2가,85-6,0085,0006,기전씨티텔,37.0800,202105,31,"4,000",5,-,-,1998,동서동2길 41,-,-,-
107,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202105,29,"4,500",7,-,-,1998,해안대로 97,-,-,-
108,경상남도 창원시 마산합포구 상남동,105-14,0105,0014,선우아트빌,71.9200,202105,28,"6,500",9,-,-,2005,노산남7길 25,-,-,-
109,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202105,28,"4,500",11,-,-,2003,월영동로 7,-,-,-
110,경상남도 창원시 마산합포구 오동동,28-1,0028,0001,오동동 다:숲,57.9361,202105,27,"11,200",2,-,-,2017,합포로 99,-,-,-
111,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202105,18,"2,500",5,-,-,1999,월영동13길 9,-,-,-
112,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,28.7604,202105,10,"5,593",6,-,-,2016,동촌길 185,-,-,-
113,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,22.3200,202104,22,"2,250",10,-,-,2003,자산삼거리로 2-1,-,-,-
114,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.6817,202104,22,"10,200",15,-,-,2019,동서동2길 60,-,-,-
115,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202104,21,"2,450",15,-,-,1999,해안대로 15,-,-,-
116,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.6817,202104,20,"9,600",24,-,-,2019,동서동2길 60,-,-,-
117,경상남도 창원시 마산합포구 월남동4가,3-2,0003,0002,장원빌딩,30.0000,202104,15,"5,500",8,-,-,2004,3·15대로 34,-,-,-
118,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,43.0000,202104,15,"4,000",8,-,-,2006,해안대로 367,-,-,-
119,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202104,13,"2,800",8,-,-,2006,해안대로 367,-,-,-
120,경상남도 창원시 마산합포구 오동동,17-150,0017,0150,삼광프리존,27.0075,202104,08,"2,500",11,-,-,2003,합포로 102,-,-,-
121,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,32.6150,202104,05,"4,690",4,-,-,2017, ,-,-,-
122,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202104,05,"4,600",8,-,-,2017, ,-,-,-
123,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202104,05,"4,720",10,-,-,2017, ,-,-,-
124,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202104,05,"4,560",5,-,-,2017, ,-,-,-
125,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202104,05,"4,560",5,-,-,2017, ,-,-,-
126,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,32.6150,202104,05,"4,720",7,-,-,2017, ,-,-,-
127,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202104,05,"5,650",13,-,-,2018,문화의길 15,-,-,-
128,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,29.8800,202104,03,"2,500",10,-,-,2003,자산삼거리로 2-1,-,-,-
129,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202103,31,"4,570",4,-,-,2017, ,-,-,-
130,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202103,30,"2,900",11,-,-,1999,월영동13길 9,-,-,-
131,경상남도 창원시 마산합포구 신포동2가,85-6,0085,0006,기전씨티텔,29.3700,202103,29,"3,200",12,-,-,1998,동서동2길 41,-,-,-
132,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,43.5600,202103,26,"6,000",3,-,-,2003,월영북로 61,-,-,-
133,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202103,26,"2,650",11,-,-,1999,해안대로 15,-,-,-
134,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,28.7604,202103,25,"4,900",7,-,-,2016,동촌길 185,-,-,-
135,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,36.6000,202103,22,"5,000",6,-,-,2003,월영북로 61,-,-,-
136,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202103,20,"2,850",5,-,-,2006,해안대로 367,-,-,-
137,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202103,18,"7,300",11,-,-,2015,3·15대로 353,-,-,-
138,경상남도 창원시 마산합포구 월남동4가,3-2,0003,0002,장원빌딩,30.0000,202103,16,"5,900",9,-,-,2004,3·15대로 34,-,-,-
139,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202103,15,"2,800",6,-,-,2006,해안대로 367,-,-,-
140,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202103,15,"2,800",6,-,-,2006,해안대로 367,20210324,-,-
141,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,30.4200,202103,12,"2,600",11,-,-,2006,해안대로 367,-,-,-
142,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202103,11,"5,500",4,-,-,2015,3·15대로 353,-,-,-
143,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202103,07,"3,900",11,-,-,2003,월영동로 7,-,-,-
144,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,22.4650,202103,03,"7,000",7,-,-,2017,해안대로 376,-,-,-
145,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,33.9700,202103,02,"3,800",11,-,-,2006,해안대로 367,-,-,-
146,경상남도 창원시 마산합포구 산호동,14-5,0014,0005,(14-5),25.0800,202102,28,"1,800",4,-,-,2002,산호북4길 11,-,-,-
147,경상남도 창원시 마산합포구 산호동,14-5,0014,0005,(14-5),25.0800,202102,23,"2,700",3,-,-,2002,산호북4길 11,-,-,-
148,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202102,17,"11,000",19,-,-,2019,동서동2길 60,-,-,-
149,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,28.0000,202102,16,"4,030",10,-,-,1999,월영동13길 9,-,-,-
150,경상남도 창원시 마산합포구 해운동,66-9,0066,0009,휴네콤프라자,27.3600,202102,10,"2,200",9,-,-,2004,해안대로 41,-,-,-
151,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,31.5600,202102,06,"2,700",9,-,-,2006,해안대로 367,-,-,-
152,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202102,05,"3,270",8,-,-,1998,합포남2길 6,-,-,-
153,경상남도 창원시 마산합포구 오동동,17-150,0017,0150,삼광프리존,28.5400,202102,01,"3,300",11,-,-,2003,합포로 102,-,-,-
154,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202101,30,"2,600",13,-,-,2003,해안대로 389,-,-,-
155,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.1780,202101,30,"5,600",6,-,-,2003,3·15대로 47,-,-,-
156,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202101,29,"6,394",19,-,-,2018,문화의길 15,-,-,-
157,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,46.8000,202101,29,"4,000",4,-,-,2003,노산남7길 28,-,-,-
158,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202101,29,"8,220",8,-,-,2018,문화의길 15,-,-,-
159,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202101,27,"3,300",13,-,-,1998,합포남2길 6,-,-,-
160,경상남도 창원시 마산합포구 산호동,14-5,0014,0005,(14-5),25.0800,202101,27,"2,800",3,-,-,2002,산호북4길 11,-,-,-
161,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,26.0400,202101,22,"4,300",4,-,-,2003,월영동로 7,-,-,-
162,경상남도 창원시 마산합포구 산호동,316-6,0316,0006,상신크루지움 오피스텔,23.9200,202101,21,"6,000",11,-,-,2015,합포로 162,-,-,-
163,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202101,19,"2,730",13,-,-,1999,해안대로 15,-,-,-
164,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202101,14,"1,600",7,-,-,2006,해안대로 367,-,-,-
165,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202101,08,"3,200",4,-,-,1998,합포남2길 6,-,-,-
