□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
15,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,22.6421,202111,23,"17,000",8,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
16,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202111,23,"15,186",5,-,-,2019,용동로 45,-,중개거래,경남 창원성산구
17,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202111,17,"13,300",7,-,-,2019,용동로 45,-,중개거래,경남 창원의창구
18,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,78.0124,202111,16,"9,600",11,-,-,2017, ,-,직거래,-
19,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,75.6045,202111,16,"9,600",12,-,-,2017, ,-,직거래,-
20,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,27.5040,202111,13,"13,350",5,-,-,2019,용동로 45,-,중개거래,경남 창원의창구
21,경상남도 창원시 의창구 소답동,158-15,0158,0015,(158-15),51.4800,202111,11,"10,000",2,-,-,2013,읍성로127번길 9,-,중개거래,경남 창원의창구
22,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,56.6825,202111,02,"3,700",5,-,-,2002,사림로 47,-,중개거래,경남 창원의창구
23,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202110,30,"34,000",26,-,-,2019,중동중앙로 47,-,-,-
24,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,43.9998,202110,27,"4,350",5,-,-,2002,사림로 47,-,-,-
25,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,38.7600,202110,25,"4,000",5,-,-,2002,사림로 47,-,-,-
26,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,78.0124,202110,20,"9,738",14,-,-,2017, ,-,-,-
27,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,28.2339,202110,18,"13,500",7,-,-,2019,용동로57번안길 9-11,-,-,-
28,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202110,06,"33,500",32,-,-,2019,중동중앙로 47,-,-,-
29,경상남도 창원시 의창구 소답동,156-4,0156,0004,노블하우스,48.1775,202110,05,"8,000",4,-,-,2012,읍성로117번길 12,-,-,-
30,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202110,01,"24,300",9,-,-,2019,중동중앙로 47,-,-,-
31,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202109,18,"33,500",22,-,-,2019,중동중앙로 47,-,-,-
32,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,22.6421,202109,17,"17,200",11,-,-,2019,중동중앙로 47,-,-,-
33,경상남도 창원시 의창구 사림동,162-3,0162,0003,센트럴 애비뉴,31.2287,202109,16,"17,320",8,-,-,2019,용동로57번길 20,-,-,-
34,경상남도 창원시 의창구 명서동,202-3,0202,0003,모비딕빌딩,29.6000,202109,13,"7,000",10,-,-,2004,우곡로217번길 24,-,-,-
35,경상남도 창원시 의창구 명서동,202-3,0202,0003,모비딕빌딩,29.6000,202109,13,"7,000",13,-,-,2004,우곡로217번길 24,-,-,-
36,경상남도 창원시 의창구 소답동,158-10,0158,0010,(158-10),67.8400,202109,11,"18,000",6,-,-,2013,읍성로127번길 11,-,-,-
37,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202108,31,"14,500",3,-,-,2019,용동로 45,-,-,-
38,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202108,21,"11,150",8,-,-,2019,용동로 45,-,-,-
39,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,22.6421,202108,19,"17,000",12,-,-,2019,중동중앙로 47,-,-,-
40,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,28.2339,202108,17,"12,000",4,-,-,2019,용동로57번안길 9-11,-,-,-
41,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202108,16,"30,800",24,-,-,2019,중동중앙로 47,-,-,-
42,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.6001,202108,15,"33,000",27,-,-,2019,중동중앙로 47,-,-,-
43,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.6001,202108,11,"33,500",25,-,-,2019,중동중앙로 47,-,-,-
44,경상남도 창원시 의창구 소답동,157-6,0157,0006,덕산세흥파크,84.8500,202108,03,"19,200",6,-,-,2012,읍성로117번길 4,-,-,-
45,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,28.2339,202107,25,"13,500",6,-,-,2019,용동로57번안길 9-11,-,-,-
46,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202107,22,"32,900",21,-,-,2019,중동중앙로 47,-,-,-
47,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.6001,202107,21,"32,900",11,-,-,2019,중동중앙로 47,-,-,-
48,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,33.8433,202107,14,"18,150",8,-,-,2019,용동로 45,-,-,-
49,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202107,12,"13,100",5,-,-,2019,용동로 45,-,-,-
50,경상남도 창원시 의창구 사림동,25,0025,0000,우영프라자,43.3200,202107,08,"6,000",5,-,-,2003,용지로293번길 28,-,-,-
51,경상남도 창원시 의창구 사림동,162-3,0162,0003,센트럴 애비뉴,24.5968,202107,01,"11,000",4,-,-,2019,용동로57번길 20,-,-,-
52,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202106,16,"42,500",7,-,-,2020,창원대로397번길 11,-,-,-
53,경상남도 창원시 의창구 명서동,199-8,0199,0008,장복빌딩,288.7000,202106,02,"26,000",11,-,-,1991,창이대로113번길 6,-,-,-
54,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,23.3979,202105,31,"10,800",7,-,-,2019,용동로57번안길 9-11,-,-,-
55,경상남도 창원시 의창구 소답동,156-10,0156,0010,강남캐슬,60.7500,202105,25,"12,800",5,-,-,2014,의창대로289번길 6,-,-,-
56,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202105,18,"21,200",11,-,-,2019,중동중앙로 47,-,-,-
57,경상남도 창원시 의창구 소답동,156-8,0156,0008,대흥오피스텔,81.7000,202105,17,"16,000",5,-,-,2011,의창대로289번길 6-13,-,-,-
58,경상남도 창원시 의창구 소답동,157-6,0157,0006,덕산세흥파크,84.8500,202105,15,"19,500",5,-,-,2012,읍성로117번길 4,-,-,-
59,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202105,13,"13,500",6,-,-,2019,용동로 45,-,-,-
60,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,22.6421,202105,01,"17,000",15,-,-,2019,중동중앙로 47,-,-,-
61,경상남도 창원시 의창구 소답동,157-7,0157,0007,덕산세흥파크(B동),84.2900,202104,29,"23,000",8,-,-,2012,읍성로117번길 6,-,-,-
62,경상남도 창원시 의창구 사림동,25,0025,0000,우영프라자,31.1300,202104,26,"5,800",4,-,-,2003,용지로293번길 28,-,-,-
63,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,22.6421,202104,17,"16,000",8,-,-,2019,중동중앙로 47,-,-,-
64,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202104,16,"23,000",13,-,-,2019,중동중앙로 47,-,-,-
65,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202104,16,"23,000",13,-,-,2019,중동중앙로 47,20210419,-,-
66,경상남도 창원시 의창구 대산면 제동리,822-3,0822,0003,엠케이빌딩,28.6812,202104,14,"9,579",3,-,-,2019,가술산단동로 14,-,-,-
67,경상남도 창원시 의창구 용동,162-5,0162,0005,미래리움,30.7214,202104,11,"13,500",3,-,-,2018, ,-,-,-
68,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202104,10,"31,000",18,-,-,2019,중동중앙로 47,-,-,-
69,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202104,09,"22,310",17,-,-,2019,중동중앙로 47,-,-,-
70,경상남도 창원시 의창구 용동,162-5,0162,0005,미래리움,30.7214,202103,20,"14,000",7,-,-,2018, ,-,-,-
71,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202103,12,"29,820",22,-,-,2019,중동중앙로 47,-,-,-
72,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202103,03,"35,000",5,-,-,2020,창원대로397번길 11,-,-,-
73,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202103,02,"35,400",15,-,-,2020,창원대로397번길 11,-,-,-
74,경상남도 창원시 의창구 팔용동,31-2,0031,0002,한미코보스텔,28.7150,202102,26,"3,500",5,-,-,2004,창원대로397번길 8-9,-,-,-
75,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.6001,202102,25,"31,380",29,-,-,2019,중동중앙로 47,-,-,-
76,경상남도 창원시 의창구 명서동,202-3,0202,0003,모비딕빌딩,35.5200,202102,24,"7,400",13,-,-,2004,우곡로217번길 24,-,-,-
77,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.6001,202102,22,"31,380",29,-,-,2019,중동중앙로 47,20210225,-,-
78,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,28.2339,202102,03,"12,000",2,-,-,2019,용동로57번안길 9-11,-,-,-
79,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,56.6825,202102,03,"4,950",4,-,-,2002,사림로 47,-,-,-
80,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.6001,202101,24,"30,070",25,-,-,2019,중동중앙로 47,-,-,-
81,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202101,23,"29,940",29,-,-,2019,중동중앙로 47,-,-,-
82,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,45.3020,202101,21,"4,000",6,-,-,2002,사림로 47,-,-,-
83,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,18,"35,000",12,-,-,2020,창원대로397번길 11,-,-,-
84,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,14,"35,000",10,-,-,2020,창원대로397번길 11,-,-,-
85,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,14,"35,000",13,-,-,2020,창원대로397번길 11,-,-,-
86,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,13,"35,000",9,-,-,2020,창원대로397번길 11,-,-,-
87,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,13,"35,000",8,-,-,2020,창원대로397번길 11,-,-,-
88,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,13,"35,000",7,-,-,2020,창원대로397번길 11,-,-,-
89,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,08,"35,000",9,-,-,2020,창원대로397번길 11,-,-,-
90,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트 아티움시티,84.9210,202101,08,"35,000",7,-,-,2020,창원대로397번길 11,-,-,-
91,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,27.9255,202101,04,"13,820",6,-,-,2019,용동로57번안길 9-11,-,-,-
92,경상남도 창원시 의창구 소답동,156-4,0156,0004,노블하우스,48.1775,202101,02,"9,500",6,-,-,2012,읍성로117번길 12,-,-,-
