□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
15,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202309,19,"10,188",3,-,-,2019,용동로 45,-,직거래,-
16,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202309,19,"10,094",4,-,-,2019,용동로 45,-,직거래,-
17,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202309,19,"10,094",5,-,-,2019,용동로 45,-,직거래,-
18,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202309,19,"10,188",4,-,-,2019,용동로 45,-,직거래,-
19,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202309,19,"10,094",3,-,-,2019,용동로 45,-,직거래,-
20,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202309,19,"10,188",3,-,-,2019,용동로 45,-,직거래,-
21,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202309,19,"10,188",4,-,-,2019,용동로 45,-,직거래,-
22,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202309,12,"24,900",9,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
23,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202309,11,"12,900",4,-,-,2019,용동로 45,-,중개거래,경남 창원의창구
24,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202309,06,"27,907",10,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
25,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,28.2339,202309,01,"12,500",3,-,-,2019,용동로57번안길 9-11,-,직거래,-
26,경상남도 창원시 의창구 사림동,162-3,0162,0003,센트럴 애비뉴,31.2287,202308,29,"17,320",8,-,-,2019,용동로57번길 20,-,직거래,-
27,경상남도 창원시 의창구 동읍 용잠리,230-6,0230,0006,보광드림빌,84.0351,202308,25,"14,500",12,-,-,2017, ,-,중개거래,경남 창원의창구
28,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,78.0124,202308,17,"8,922",6,-,-,2017, ,-,직거래,-
29,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202308,12,"30,000",15,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
30,경상남도 창원시 의창구 봉곡동,32-4,0032,0004,우성빌딩,34.2000,202308,01,"4,700",6,-,-,,지귀로24번길 16,-,직거래,-
31,경상남도 창원시 의창구 동읍 용잠리,468,0468,0000,동읍 다숲 아파트,50.8500,202307,29,"10,100",16,-,-,2016,용잠로 19,-,중개거래,경남 창원성산구
32,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,45.3020,202307,19,"3,700",4,-,-,2002,사림로 47,-,직거래,-
33,경상남도 창원시 의창구 사림동,162-7,0162,0007,미래리움2,23.3979,202307,13,"10,500",4,-,-,2019,용동로57번안길 9-11,-,중개거래,경남 창원의창구
34,경상남도 창원시 의창구 소답동,156-4,0156,0004,노블하우스,48.1775,202307,07,"9,700",7,-,-,2012,읍성로117번길 12,-,중개거래,경남 창원의창구
35,경상남도 창원시 의창구 북동,143,0143,0000,리앤아이테르,80.5200,202306,12,"23,800",4,-,-,2013,의안로59번길 26,-,직거래,-
36,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,35.5444,202306,12,"18,500",4,-,-,2019,용동로 45,-,직거래,-
37,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202306,05,"24,500",11,-,-,2019,중동중앙로 47,-,중개거래,경남 창원시 의창구
38,경상남도 창원시 의창구 사림동,162-3,0162,0003,센트럴 애비뉴,30.7087,202305,29,"15,300",8,-,-,2019,용동로57번길 20,-,중개거래,경남 창원성산구
39,경상남도 창원시 의창구 소답동,158-17,0158,0017,(주)성지 오피스텔,24.5600,202305,24,"5,800",5,-,-,2004,의창대로289번길 6-16,-,중개거래,경남 창원의창구
40,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202305,22,"13,196",6,-,-,2019,용동로 45,-,직거래,-
41,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202305,20,"13,588",5,-,-,2019,용동로 45,-,직거래,-
42,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202305,20,"13,516",5,-,-,2019,용동로 45,-,직거래,-
43,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,38.7600,202305,18,"4,100",7,-,-,2002,사림로 47,-,중개거래,경남 창원성산구
44,경상남도 창원시 의창구 사림동,165-8,0165,0008,SH타워,21.4700,202305,16,"15,000",10,-,-,2022,용동로83번안길 18,-,직거래,-
45,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,27.5040,202305,13,"12,993",3,-,-,2019,용동로 45,-,직거래,-
46,경상남도 창원시 의창구 사림동,165-8,0165,0008,SH타워,24.1800,202305,12,"14,000",7,-,-,2022,용동로83번안길 18,-,직거래,-
47,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,22.6421,202304,22,"16,900",18,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
48,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,22.6421,202304,08,"16,650",16,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
49,경상남도 창원시 의창구 도계동,910-2,0910,0002,강남프리텔,32.6700,202303,24,"5,500",5,-,-,2003,우곡로 2-11,-,중개거래,경남 창원성산구
50,경상남도 창원시 의창구 소답동,156-4,0156,0004,노블하우스,48.1775,202303,20,"9,000",3,-,-,2012,읍성로117번길 12,-,중개거래,경남 창원의창구
51,경상남도 창원시 의창구 팔용동,31-2,0031,0002,한미코보스텔,29.8650,202303,14,"3,900",3,-,-,2004,창원대로397번길 8-9,-,중개거래,경남 창원의창구
52,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,38.5697,202303,13,"22,500",18,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
53,경상남도 창원시 의창구 소답동,106-7,0106,0007,형제빌딩,40.3200,202303,08,"5,550",3,-,-,2001,읍성로 57,-,중개거래,경남 창원의창구
54,경상남도 창원시 의창구 소답동,158-17,0158,0017,(주)성지 오피스텔,19.8000,202303,08,"5,400",6,-,-,2004,의창대로289번길 6-16,-,직거래,-
55,경상남도 창원시 의창구 사림동,105-1,0105,0001,사림프라자,32.3700,202302,28,"2,100",4,-,-,2002,사림로 47,-,직거래,-
56,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202302,08,"13,800",6,-,-,2019,용동로 45,-,중개거래,경남 창원의창구
57,경상남도 창원시 의창구 봉곡동,32-4,0032,0004,우성빌딩,38.4300,202302,07,"5,000",3,-,-,,지귀로24번길 16,-,직거래,-
58,경상남도 창원시 의창구 사림동,162-2,0162,0002,해금 Science Town,25.1270,202302,05,"12,100",9,-,-,2019, ,-,중개거래,경남 창원의창구
59,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.6001,202301,31,"34,000",22,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
60,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,78.0124,202301,26,"14,800",10,-,-,2017, ,-,직거래,-
61,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,75.6045,202301,26,"14,350",11,-,-,2017, ,-,직거래,-
62,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,75.6045,202301,26,"14,350",9,-,-,2017, ,-,직거래,-
63,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,78.0124,202301,26,"14,800",12,-,-,2017, ,-,직거래,-
64,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,75.6045,202301,26,"14,350",13,-,-,2017, ,-,직거래,-
65,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202301,26,"30,000",9,-,-,2019,중동중앙로 47,-,중개거래,경남 창원의창구
66,경상남도 창원시 의창구 동읍 용잠리,1153-12,1153,0012,라푸름,75.6045,202301,26,"14,350",8,-,-,2017, ,-,직거래,-
67,경상남도 창원시 의창구 팔용동,31-2,0031,0002,한미코보스텔,22.6000,202301,25,"4,000",7,-,-,2004,창원대로397번길 8-9,-,중개거래,경남 창원의창구
68,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,28.2619,202301,19,"13,000",3,-,-,2019,용동로 45,-,중개거래,경남 창원의창구
69,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202301,19,"30,000",9,-,-,2019,중동중앙로 47,20230216,중개거래,경남 창원의창구
70,경상남도 창원시 의창구 사림동,161-1,0161,0001,현대 썬앤빌 더 스퀘어,23.2798,202301,13,"10,500",4,-,-,2019,용동로 45,-,중개거래,경남 창원의창구
71,경상남도 창원시 의창구 소답동,106-7,0106,0007,형제빌딩,41.9400,202301,04,"6,000",5,-,-,2001,읍성로 57,-,중개거래,경남 창원의창구
