□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
15,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,27.9400,202312,12,"9,000",12,-,-,2017, ,-,중개거래,경남 창원성산구 서울 송파구
16,경상남도 창원시 성산구 중앙동,93-1,0093,0001,평화상가오피스텔,52.9750,202312,11,"5,900",5,-,-,1992,중앙대로 111,-,중개거래,경남 창원성산구
17,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202312,11,"3,350",13,-,-,2003,중앙대로 75,-,중개거래,경남 창원성산구
18,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,40.7500,202312,11,"4,000",6,-,-,1990,용지로 70,-,직거래,-
19,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202312,09,"4,400",6,-,-,1990,용지로 70,-,중개거래,경남 창원성산구
20,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,128.2300,202312,08,"35,000",16,-,-,2008,중앙대로 48,-,중개거래,경남 창원시성산구
21,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202312,08,"6,000",13,-,-,2016,상남로 75,-,중개거래,경남 창원성산구
22,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202312,08,"4,900",10,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
23,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202312,07,"4,800",4,-,-,1990,용지로 70,-,중개거래,경남 창원성산구
24,경상남도 창원시 성산구 상남동,12-6,0012,0006,청솔아트빌,28.4400,202312,07,"3,600",6,-,-,2003,마디미로15번길 9,20231211,중개거래,경남 창원성산구
25,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,21.2400,202312,06,"5,900",3,-,-,2016,용지로 56,-,중개거래,경남 창원성산구
26,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202312,05,"4,450",11,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
27,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,40.6000,202312,05,"14,600",7,-,-,2017, ,-,중개거래,경남 창원성산구
28,경상남도 창원시 성산구 상남동,1-2,0001,0002,상남오피스텔,44.2000,202312,04,"4,500",7,-,-,1990,원이대로 648,-,중개거래,경남 창원성산구
29,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,36.8000,202312,04,"2,820",5,-,-,1990,중앙대로 37,-,직거래,-
30,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,40.6700,202312,04,"16,000",6,-,-,2017, ,-,중개거래,경남 창원의창구
31,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202312,04,"7,800",16,-,-,2016,상남로 75,-,직거래,-
32,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202312,04,"8,000",15,-,-,2016,상남로 75,-,직거래,-
33,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,128.2300,202312,04,"42,000",13,-,-,2008,중앙대로 48,-,중개거래,경남 창원시성산구
34,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202312,01,"5,150",12,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
35,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,24.1300,202312,01,"6,400",9,-,-,2016,상남로 75,-,중개거래,경남 창원성산구
36,경상남도 창원시 성산구 용호동,73-2,0073,0002,라이크빌-1,42.3900,202312,01,"3,700",5,-,-,1991, 13,-,중개거래,경남 창원성산구
37,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202312,01,"5,000",5,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
38,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202311,30,"4,850",12,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
39,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202311,29,"4,000",12,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
40,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202311,28,"7,100",14,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
41,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,23.9100,202311,28,"9,100",18,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
42,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202311,28,"68,000",12,-,-,2009, 320,20240226,중개거래,경남 창원시성산구
43,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,37.9200,202311,26,"15,200",15,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
44,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,36.6700,202311,21,"5,000",13,-,-,2003,용지로 96,-,중개거래,경남 창원성산구 경남 창원의창구
45,경상남도 창원시 성산구 중앙동,100-2,0100,0002,현대오피스텔,78.4750,202311,21,"7,800",8,-,-,1990,중앙대로 55,-,직거래,-
46,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202311,21,"4,700",3,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
47,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202311,19,"60,000",20,-,-,2009, 320,-,중개거래,경남 창원시성산구
48,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,24.9400,202311,17,"3,600",14,-,-,2003,중앙대로 75,-,중개거래,경남 창원성산구
49,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202311,17,"39,000",6,-,-,2009, 320,-,중개거래,경남 창원시성산구
50,경상남도 창원시 성산구 상남동,9-3,0009,0003,메르디앙빌딩,21.2100,202311,16,"3,250",7,-,-,2003,마디미로9번길 7,-,중개거래,경남 창원의창구
51,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202311,16,"4,400",14,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
52,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,29.4480,202311,14,"6,800",5,-,-,2006,중앙대로 104,-,중개거래,경남 창원성산구
53,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202311,13,"7,200",16,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
54,경상남도 창원시 성산구 상남동,9-2,0009,0002,상남리더스빌,33.6700,202311,12,"4,300",8,-,-,2002,마디미로9번길 3,-,중개거래,경남 창원성산구
55,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,67.7400,202311,11,"9,000",11,-,-,2003,용지로 96,-,중개거래,경남 창원성산구
56,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,23.9100,202311,10,"8,100",5,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
57,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,30.0600,202311,10,"4,050",6,-,-,2003,중앙대로 75,-,중개거래,경남 창원성산구
58,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4700,202311,08,"7,000",8,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
59,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202311,08,"3,400",11,-,-,2003,중앙대로 75,-,중개거래,경남 창원성산구
60,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202311,03,"72,000",24,-,-,2009, 320,-,중개거래,경남 창원의창구
61,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202311,02,"6,500",13,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
62,경상남도 창원시 성산구 용호동,73-49,0073,0049,창원오피스텔,30.6000,202311,02,"3,000",7,-,-,1990,용지로153번길 3,-,중개거래,경남 창원시 성산구
63,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202311,02,"3,250",11,-,-,2003,중앙대로 75,-,중개거래,경남 창원성산구
64,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202311,02,"7,000",15,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
65,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,22.6250,202311,01,"4,450",10,-,-,2003,마디미로38번길 11,-,중개거래,경남 창원성산구
66,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,31.8800,202311,01,"5,350",10,-,-,2004,중앙대로 33,-,중개거래,경남 창원성산구
67,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,23.9100,202310,30,"9,100",17,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
68,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,31.2000,202310,30,"1,680",6,-,-,1991,중앙대로 49,-,중개거래,경남 창원시 성산구
69,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,23.7250,202310,27,"7,500",13,-,-,2016,중앙대로 94,-,중개거래,경남 창원성산구
70,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202310,27,"2,500",9,-,-,1990,용지로 70,-,직거래,-
71,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,24.9400,202310,26,"3,700",11,-,-,2003,중앙대로 75,-,직거래,-
72,경상남도 창원시 성산구 중앙동,93-1,0093,0001,평화상가오피스텔,55.9700,202310,25,"5,050",7,-,-,1992,중앙대로 111,-,중개거래,경남 창원시 성산구
73,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202310,24,"6,100",4,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
74,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202310,23,"4,900",11,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
75,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202310,23,"3,200",6,-,-,2003,중앙대로 75,-,중개거래,경남 창원성산구
76,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,40.8000,202310,22,"3,000",9,-,-,1990,중앙대로 37,-,중개거래,경남 창원성산구
77,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202310,21,"7,100",9,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
78,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,30.1600,202310,21,"6,000",8,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
79,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4700,202310,19,"7,000",12,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
80,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202310,18,"6,800",5,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
81,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202310,18,"3,250",8,-,-,1990,용지로 70,-,직거래,-
82,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,37.8300,202310,18,"12,800",10,-,-,2016,용지로 56,-,중개거래,경남 창원성산구
83,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202310,17,"6,500",9,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구 부산 강서구
84,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,40.8000,202310,17,"3,100",5,-,-,1990,중앙대로 37,-,직거래,-
85,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,22.0900,202310,16,"5,300",7,-,-,2006,중앙대로 104,-,직거래,-
86,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,34.8000,202310,16,"3,200",5,-,-,1990,중앙대로 37,-,직거래,-
87,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202310,12,"5,100",9,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
88,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202310,12,"40,000",29,-,-,2009, 320,-,중개거래,경남 창원성산구
89,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202310,10,"62,000",17,-,-,2009, 320,-,중개거래,경남 창원성산구
90,경상남도 창원시 성산구 중앙동,69-16,0069,0016,노블오피스텔,58.4800,202310,08,"7,900",5,-,-,2013,원이대로580번길 24-7,-,중개거래,경남 창원성산구
91,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202310,07,"7,270",12,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
92,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202310,06,"5,900",9,-,-,2016,상남로 75,-,중개거래,경남 창원성산구 경남 창원의창구
93,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202310,06,"5,900",9,-,-,2016,상남로 75,20231020,중개거래,"경남 창원시성산구, 경남 창원시의창구"
94,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,31.2000,202310,05,"1,850",6,-,-,1991,중앙대로 49,-,직거래,-
95,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202310,03,"6,750",8,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
96,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,40.2000,202310,03,"6,800",8,-,-,2003,용지로 96,-,중개거래,경남 창원성산구
97,경상남도 창원시 성산구 상남동,76-1,0076,0001,스타 타워즈,34.2300,202310,02,"6,100",13,-,-,2005,중앙대로100번길 14,-,중개거래,경남 창원성산구
98,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202309,27,"4,500",9,-,-,1990,용지로 70,-,중개거래,경남 창원성산구
99,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,34.8000,202309,25,"2,900",6,-,-,1990,중앙대로 37,-,중개거래,경남 창원성산구
100,경상남도 창원시 성산구 상남동,76-1,0076,0001,스타 타워즈,61.4475,202309,23,"10,500",5,-,-,2005,중앙대로100번길 14,-,중개거래,경남 창원성산구
101,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,37.8300,202309,23,"11,900",4,-,-,2016,용지로 56,-,중개거래,경남 창원성산구
102,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202309,22,"4,550",12,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
103,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202309,21,"7,000",18,-,-,2016,상남로 75,-,중개거래,경남 창원성산구
104,경상남도 창원시 성산구 용호동,73-3,0073,0003,대웅 RED - U,66.1500,202309,18,"25,000",12,-,-,2017, ,-,중개거래,경남 창원성산구
105,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202309,16,"6,850",10,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
106,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202309,15,"6,500",9,-,-,2016,상남로 75,-,직거래,-
107,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,128.2300,202309,14,"38,000",28,-,-,2008,중앙대로 48,-,중개거래,경남 창원성산구
108,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202309,14,"6,800",11,-,-,2016,상남로 75,-,중개거래,경남 창원성산구
109,경상남도 창원시 성산구 용호동,73-3,0073,0003,대웅 RED - U,66.1500,202309,14,"28,600",12,-,-,2017, ,20230918,직거래,-
110,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,21.2400,202309,12,"6,000",12,-,-,2016,용지로 56,-,중개거래,경남 창원성산구
111,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,37.2900,202309,11,"14,500",8,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
112,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202309,09,"4,900",8,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
113,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,61.8000,202309,07,"7,500",10,-,-,1990,용지로 70,-,중개거래,경남 창원성산구
114,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,33.1200,202309,06,"5,500",13,-,-,2004,중앙대로 85,-,직거래,-
115,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202309,05,"54,500",21,-,-,2009, 320,-,중개거래,경남 창원성산구
116,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202309,05,"7,000",19,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
117,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,32.8900,202309,05,"4,750",12,-,-,2003,용지로 96,-,중개거래,경남 창원성산구
118,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,67.7400,202309,05,"9,600",10,-,-,2003,용지로 96,-,중개거래,경남 창원성산구
119,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202309,04,"39,000",35,-,-,2009, 320,-,중개거래,경남 창원성산구
120,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202309,04,"55,000",21,-,-,2009, 320,-,중개거래,경남 창원성산구
121,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202309,01,"6,000",5,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
122,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,23.9100,202309,01,"8,900",19,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
123,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,39.8000,202308,31,"3,800",7,-,-,1990,중앙대로 37,-,직거래,-
124,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202308,31,"7,000",19,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
125,경상남도 창원시 성산구 신월동,68-1,0068,0001,토월복합상가,64.1700,202308,29,"6,500",4,-,-,1991,신월로 42,-,중개거래,경남 창원성산구
126,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,67.7400,202308,29,"10,500",12,-,-,2003,용지로 96,-,중개거래,경남 창원성산구
127,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,24.1300,202308,28,"6,500",13,-,-,2016,상남로 75,-,중개거래,경남 창원성산구
128,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,22.6250,202308,26,"4,300",10,-,-,2003,마디미로38번길 11,-,중개거래,경남 창원성산구
129,경상남도 창원시 성산구 상남동,76-1,0076,0001,스타 타워즈,34.2300,202308,25,"6,400",7,-,-,2005,중앙대로100번길 14,-,중개거래,경남 창원성산구
130,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,22.6250,202308,24,"4,300",9,-,-,2003,마디미로38번길 11,-,중개거래,경남 창원성산구
131,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202308,23,"51,000",25,-,-,2009, 320,-,중개거래,경남 창원마산회원구 경남 창원성산구
132,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,37.9200,202308,22,"13,100",10,-,-,2017,중앙대로113번길 13,-,중개거래,경남 창원성산구
133,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202308,22,"3,950",11,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
134,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,40.2000,202308,21,"6,550",13,-,-,2003,용지로 96,-,중개거래,경남 창원성산구
135,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202308,21,"4,800",10,-,-,2004,중앙대로 85,-,직거래,-
136,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,41.2800,202308,21,"8,200",8,-,-,2004,중앙대로 85,-,직거래,-
137,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,29.4800,202308,19,"4,950",12,-,-,2004,중앙대로 33,-,중개거래,경남 창원성산구
138,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,29.7200,202308,17,"10,000",13,-,-,2017, ,-,중개거래,경남 창원성산구
139,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202308,17,"6,500",10,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
140,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,34.8000,202308,15,"2,500",5,-,-,1990,중앙대로 37,-,중개거래,경남 창원성산구
141,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202308,14,"6,450",14,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
142,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,25.9900,202308,08,"5,500",13,-,-,2006,중앙대로 104,-,중개거래,경남 창원성산구
143,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202308,08,"6,400",8,-,-,2015,중앙대로83번길 8,-,중개거래,경남 창원성산구
144,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,40.6000,202308,04,"15,900",12,-,-,2017, ,-,중개거래,경남 창원의창구
145,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202308,04,"55,000",28,-,-,2009, 320,20231027,중개거래,경남 창원성산구
146,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202308,04,"5,100",9,-,-,2004,중앙대로 85,-,중개거래,경남 창원성산구
147,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202308,03,"76,000",13,-,-,2009, 320,-,직거래,-
148,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,25.9900,202308,03,"5,900",10,-,-,2006,중앙대로 104,-,중개거래,경남 창원성산구
149,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202308,02,"4,000",12,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
150,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,28.8850,202308,02,"4,600",11,-,-,2003,용지로 96,-,중개거래,경남 창원성산구
151,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202308,02,"4,800",12,-,-,2003,상남로 35,-,중개거래,경남 창원성산구
