□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
15,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202211,17,"5,780",9,-,-,2018,문화의길 15,-,중개거래,경남 창원마산회원구
16,경상남도 창원시 마산합포구 산호동,7-5,0007,0005,동인노블리앙,40.1800,202211,16,"7,800",11,-,-,2004,산호북19길 11,-,중개거래,경남 창원마산회원구
17,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,36.9000,202211,11,"3,500",9,-,-,2003,자산삼거리로 2-1,-,직거래,-
18,경상남도 창원시 마산합포구 산호동,14-5,0014,0005,(14-5),25.0800,202211,10,"2,700",4,-,-,2002,산호북4길 11,-,중개거래,-
19,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,38.6090,202211,01,"15,000",9,-,-,2017, ,-,중개거래,경남 창원마산합포구
20,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,37.4750,202211,01,"15,000",8,-,-,2017, ,-,중개거래,경남 창원마산합포구
21,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,37.4750,202211,01,"15,000",9,-,-,2017, ,-,중개거래,경남 창원마산합포구
22,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202210,31,"5,750",12,-,-,2018,문화의길 15,-,중개거래,경남 창원마산회원구
23,경상남도 창원시 마산합포구 월영동,234-1,0234,0001,골든스위트 104동,70.4400,202210,29,"10,200",2,-,-,2015, ,-,중개거래,경남 창원마산합포구
24,경상남도 창원시 마산합포구 중앙동1가,8-13,0008,0013,골든시티,23.7600,202210,28,"1,500",10,-,-,2003,3·15대로 108,20221110,직거래,-
25,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,22.4650,202210,28,"5,700",7,-,-,2017,해안대로 376,-,중개거래,경남 창원마산합포구
26,경상남도 창원시 마산합포구 중앙동1가,8-13,0008,0013,골든시티,23.7600,202210,28,"1,500",10,-,-,2003,3·15대로 108,-,직거래,-
27,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202210,27,"3,000",14,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
28,경상남도 창원시 마산합포구 오동동,17-150,0017,0150,삼광프리존,27.0075,202210,27,"2,500",6,-,-,2003,합포로 102,-,중개거래,경남 창원마산합포구
29,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202210,26,"5,000",7,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
30,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202210,15,"3,300",4,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
31,경상남도 창원시 마산합포구 월영동,598-5,0598,0005,월영동 에드텔,29.2500,202210,05,"3,500",9,-,-,2000,밤밭고개로 395,-,직거래,-
32,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202210,01,"11,400",27,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산회원구
33,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,29.8800,202209,30,"3,400",7,-,-,2003,자산삼거리로 2-1,-,중개거래,경남 창원마산합포구
34,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202209,28,"6,051",2,-,-,2018,문화의길 15,-,직거래,-
35,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,27.3900,202209,27,"3,100",8,-,-,1999,해안대로 15,20220929,중개거래,경남 창원마산합포구
36,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202209,23,"7,200",3,-,-,2015,3·15대로 353,-,직거래,-
37,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202209,20,"2,300",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
38,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202209,15,"3,600",13,-,-,1999,해안대로 15,-,직거래,-
39,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202209,13,"8,210",6,-,-,2017,해안대로 376,-,직거래,-
40,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202209,13,"2,800",7,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
41,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,20.5200,202209,08,"2,000",6,-,-,2003,자산삼거리로 2-1,-,중개거래,경남 창원마산합포구
42,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,20.5200,202209,05,"2,700",7,-,-,2003,자산삼거리로 2-1,-,중개거래,경남 창원마산합포구
43,경상남도 창원시 마산합포구 월포동,2-12,0002,0012,시티파크,44.5500,202209,02,"6,500",2,-,-,2011,반월동6길 12-13,-,직거래,-
44,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202209,02,"3,000",12,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
45,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,32.5800,202208,31,"7,000",4,-,-,2017, ,-,중개거래,경남 창원마산합포구
46,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,44.4600,202208,23,"5,300",7,-,-,2003,노산남7길 28,-,직거래,-
47,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,31.7700,202208,22,"3,000",4,-,-,2003,자산삼거리로 2-1,-,직거래,-
48,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202208,17,"2,900",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
49,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202208,17,"3,300",7,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
50,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202208,17,"2,900",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
51,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202208,14,"3,400",7,-,-,1998,합포남2길 6,-,직거래,-
52,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202208,12,"3,050",7,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
53,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,30.4200,202208,11,"2,500",7,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
54,경상남도 창원시 마산합포구 월남동2가,4-1,0004,0001,씨티빌오피스텔,24.7262,202208,08,"2,500",10,-,-,2002,3·15대로 77,-,중개거래,경남 창원마산합포구
55,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202208,08,"2,700",13,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
56,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,44.4600,202208,05,"3,500",7,-,-,2003,노산남7길 28,-,직거래,-
57,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,20.5200,202208,05,"2,000",9,-,-,2003,자산삼거리로 2-1,-,중개거래,경남 창원마산합포구
58,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,37.8000,202208,05,"2,300",3,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
59,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202208,02,"2,600",4,-,-,2006,해안대로 367,20220812,중개거래,경남 창원시마산회원구
60,경상남도 창원시 마산합포구 산호동,7-5,0007,0005,동인노블리앙,40.3300,202208,02,"6,400",2,-,-,2004,산호북19길 11,-,중개거래,경남 창원마산합포구
61,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202208,02,"2,600",4,-,-,2006,해안대로 367,-,중개거래,경남 창원마산회원구
62,경상남도 창원시 마산합포구 창포동3가,4-4,0004,0004,창포 프리텔,28.5600,202207,29,"3,500",1,-,-,2002,문화동11길 14,-,중개거래,경남 창원마산합포구
63,경상남도 창원시 마산합포구 산호동,7-5,0007,0005,동인노블리앙,36.9300,202207,28,"7,100",8,-,-,2004,산호북19길 11,-,직거래,-
64,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,27,"7,000",6,-,-,2015,3·15대로 353,-,직거래,-
65,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202207,25,"2,600",12,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
66,경상남도 창원시 마산합포구 산호동,7-5,0007,0005,동인노블리앙,36.0800,202207,23,"6,300",3,-,-,2004,산호북19길 11,-,중개거래,경남 창원마산합포구
67,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,32.0600,202207,22,"5,500",8,-,-,2003,월영북로 61,-,직거래,-
68,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,21,"7,700",10,-,-,2015,3·15대로 353,-,중개거래,경남 창원성산구 부산 수영구
69,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202207,20,"2,320",4,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
70,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,18,"7,500",7,-,-,2015,3·15대로 353,-,중개거래,부산 수영구
71,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,18,"7,500",7,-,-,2015,3·15대로 353,-,중개거래,부산 수영구
72,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,18,"7,500",6,-,-,2015,3·15대로 353,-,중개거래,부산 수영구
73,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,18,"7,600",7,-,-,2015,3·15대로 353,-,중개거래,부산 수영구
74,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,18,"7,600",6,-,-,2015,3·15대로 353,-,중개거래,부산 수영구
75,경상남도 창원시 마산합포구 오동동,28-1,0028,0001,오동동 다:숲,57.6246,202207,16,"12,600",3,-,-,2017,합포로 99,-,중개거래,경남 창원마산회원구
76,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.6817,202207,08,"10,500",18,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
77,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202207,08,"2,600",7,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
78,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202207,07,"7,500",8,-,-,2015,3·15대로 353,-,중개거래,경남 창원성산구 부산 수영구
79,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202206,30,"3,700",6,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
80,경상남도 창원시 마산합포구 동성동,315-1,0315,0001,삼오빌딩,35.7700,202206,29,"3,600",8,-,-,2003,해안대로 359,-,직거래,-
81,경상남도 창원시 마산합포구 동성동,50,0050,0000,리치클Ⅱ,33.1925,202206,27,"4,800",3,-,-,1997,아구찜길 7,-,직거래,-
82,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,46.8000,202206,23,"3,970",6,-,-,2003,노산남7길 28,-,직거래,-
83,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202206,20,"4,100",14,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
84,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202206,16,"3,800",11,-,-,2003,월영동로 7,-,직거래,-
85,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202206,13,"2,000",6,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
86,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202206,13,"2,000",9,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
87,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202206,09,"4,750",3,-,-,2017,해안대로 376,-,직거래,-
88,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.6817,202206,08,"10,500",25,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
89,경상남도 창원시 마산합포구 월남동3가,1-1,0001,0001,엘렌시아 주상복합,82.5206,202206,03,"20,000",2,-,-,2016,3·15대로 64,-,직거래,-
90,경상남도 창원시 마산합포구 중앙동3가,4-192,0004,0192,리베로오피스텔,22.6200,202205,31,"3,250",5,-,-,2003,중앙북7길 7,-,중개거래,경남 창원마산합포구
91,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,32.8000,202205,25,"2,870",5,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
92,경상남도 창원시 마산합포구 중앙동3가,4-192,0004,0192,리베로오피스텔,22.6200,202205,23,"2,630",7,-,-,2003,중앙북7길 7,-,직거래,-
93,경상남도 창원시 마산합포구 상남동,108-1,0108,0001,한우O/T빌딩,32.7600,202205,21,"3,400",2,-,-,2003,노산남7길 28,-,중개거래,경남 창원마산합포구
94,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202205,19,"3,600",6,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
95,경상남도 창원시 마산합포구 월남동4가,3-2,0003,0002,장원빌딩,31.3900,202205,17,"4,900",7,-,-,2004,3·15대로 34,-,중개거래,경남 창원마산합포구
96,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.2363,202205,13,"10,250",27,-,-,2019,동서동2길 60,-,중개거래,경남 창원의창구
97,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202205,13,"5,730",4,-,-,2017,해안대로 376,-,중개거래,경남 창원마산합포구
98,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202205,11,"5,750",10,-,-,2015,3·15대로 353,-,중개거래,경남 창원마산합포구
99,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,10,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
100,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,10,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
101,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202205,06,"3,950",3,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
102,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202205,04,"4,850",11,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
103,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,04,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
104,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202205,04,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
105,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202205,03,"5,300",10,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
106,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,30,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
107,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,30,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
108,경상남도 창원시 마산합포구 해운동,67-17,0067,0017,아카데미텔,25.1250,202204,29,"2,000",3,-,-,1997,월영동북로 12,-,중개거래,경남 창원마산합포구
109,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,29.0400,202204,28,"4,000",15,-,-,1999,해안대로 15,-,직거래,-
110,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,26,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
111,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,26,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
112,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,24,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
113,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,24,"2,600",11,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
114,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,24,"2,600",10,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
115,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,25.9200,202204,23,"2,300",9,-,-,2003,자산삼거리로 2-1,-,중개거래,경남 창원마산합포구
116,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,24.5800,202204,15,"2,600",11,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
117,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202204,14,"2,200",4,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
118,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202204,14,"3,500",9,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
119,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,28.0000,202204,14,"3,200",9,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
120,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202204,14,"5,000",3,-,-,2017,해안대로 376,-,직거래,-
121,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,43.0000,202204,14,"6,170",11,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
122,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,23.4500,202204,12,"2,500",15,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
123,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202204,12,"2,700",6,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
124,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202204,12,"3,850",9,-,-,2003,월영동로 7,20220419,중개거래,경남 창원마산합포구
125,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202204,12,"3,850",9,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
126,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202204,12,"2,700",7,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
127,경상남도 창원시 마산합포구 산호동,36-18,0036,0018,동원오피스텔,30.7800,202204,09,"3,250",8,-,-,2004,산호남2길 1,-,중개거래,경남 창원마산합포구
128,경상남도 창원시 마산합포구 오동동,322,0322,0000,중앙마린파이브아파트,31.9500,202204,05,"7,800",3,-,-,2014,오동동14길 67,-,중개거래,경남 창원마산합포구
129,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,04,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
130,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202204,04,"2,100",4,-,-,2002,문화남11길 144,-,중개거래,경남 창원마산합포구
131,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202204,04,"3,200",6,-,-,1998,합포남2길 6,-,직거래,-
132,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202204,04,"8,370",8,-,-,2017,해안대로 376,-,직거래,-
133,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202204,04,"2,500",6,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
134,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202204,03,"5,700",7,-,-,1998,해안대로 97,20220412,중개거래,경남 창원마산합포구
135,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,34.4000,202204,03,"5,620",7,-,-,1998,해안대로 97,-,중개거래,경남 창원마산합포구
136,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.1780,202204,02,"5,200",10,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
137,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,35.2000,202203,31,"3,400",13,-,-,1998,합포남2길 6,-,직거래,-
138,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,37.8000,202203,31,"4,700",6,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
139,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202203,30,"6,900",9,-,-,2017,해안대로 376,-,중개거래,경남 창원마산합포구
140,경상남도 창원시 마산합포구 홍문동,12-1,0012,0001,(주)상신기업,51.0000,202203,28,"16,500",7,-,-,2012,문화남11길 7,-,직거래,-
141,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202203,23,"2,200",11,-,-,2006,해안대로 367,-,직거래,-
142,경상남도 창원시 마산합포구 오동동,28-1,0028,0001,오동동 다:숲,57.9361,202203,21,"11,700",2,-,-,2017,합포로 99,-,중개거래,경남 창원마산합포구
143,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202203,20,"2,700",11,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
144,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202203,19,"3,250",11,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
145,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,22.4650,202203,18,"4,470",8,-,-,2017,해안대로 376,-,직거래,-
146,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202203,18,"4,750",5,-,-,2017,해안대로 376,-,직거래,-
147,경상남도 창원시 마산합포구 월남동3가,1-1,0001,0001,엘렌시아 주상복합,82.7799,202203,16,"18,500",2,-,-,2016,3·15대로 64,-,중개거래,경남 창원마산합포구
148,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202203,12,"3,500",9,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
149,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202203,07,"3,300",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
