□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,
계약일자 : 2021-01-01 ~ 2021-12-31,,,,실거래 구분 : 오피스텔(매매),,,,,주소구분 : 지번 주소,,,,,,,,
시도 : 경상남도,,,,시군구 : 창원시 성산구,,,,,읍면동 : 전체,,,,,,,,
단지명 : 전체,,,,면적 : 전체,,,,,금액선택 : 전체,,,,,,,,
,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
131,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,27,"45,000",11,-,-,2009, 320,-,-,-
132,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202109,27,"65,000",13,-,-,2009, 320,-,-,-
133,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,25,"52,000",35,-,-,2009, 320,-,-,-
134,경상남도 창원시 성산구 상남동,14-1,0014,0001,지원빌딩,21.7800,202109,24,"5,500",10,-,-,2012,마디미로16번길 11,-,-,-
135,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,108.9000,202109,24,"27,500",8,-,-,2008,중앙대로 48,-,-,-
136,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202109,23,"4,300",12,-,-,2003,상남로 35,-,-,-
137,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,29.7200,202109,18,"11,000",7,-,-,2017, ,-,-,-
138,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202109,18,"59,000",3,-,-,2009, 320,-,-,-
139,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202109,18,"40,000",7,-,-,2009, 320,-,-,-
140,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202109,17,"45,000",9,-,-,2009, 320,-,-,-
141,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,27.9400,202109,17,"12,000",8,-,-,2017, ,-,-,-
142,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,29.7200,202109,17,"10,000",4,-,-,2017, ,-,-,-
143,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,31.2000,202109,17,"2,000",8,-,-,1991,중앙대로 49,-,-,-
144,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,22.6250,202109,16,"4,100",10,-,-,2003,마디미로38번길 11,-,-,-
145,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,16,"59,000",26,-,-,2009, 320,-,-,-
146,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202109,16,"42,000",6,-,-,2009, 320,-,-,-
147,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,16,"53,000",18,-,-,2009, 320,-,-,-
148,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202109,15,"65,000",28,-,-,2009, 320,20220115,-,-
149,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202109,13,"62,000",23,-,-,2009, 320,-,-,-
150,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,29.7200,202109,13,"9,500",3,-,-,2017, ,-,-,-
151,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202109,12,"4,700",9,-,-,2004,중앙대로 85,-,-,-
152,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,12,"49,000",22,-,-,2009, 320,-,-,-
153,경상남도 창원시 성산구 중앙동,69-16,0069,0016,노블오피스텔,58.4800,202109,11,"13,000",3,-,-,2013,원이대로580번길 24-7,-,-,-
154,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202109,11,"5,800",4,-,-,2015,중앙대로83번길 8,-,-,-
155,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202109,11,"64,000",6,-,-,2009, 320,-,-,-
156,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202109,10,"4,100",13,-,-,2003,상남로 35,-,-,-
157,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202109,09,"2,800",7,-,-,1990,용지로 70,-,-,-
158,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202109,09,"44,500",25,-,-,2009, 320,-,-,-
159,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202109,09,"61,800",14,-,-,2009, 320,-,-,-
160,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202109,08,"59,000",7,-,-,2009, 320,-,-,-
161,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202109,07,"62,000",27,-,-,2009, 320,-,-,-
162,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202109,07,"6,000",9,-,-,2016,상남로 75,-,-,-
163,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,07,"49,000",2,-,-,2009, 320,-,-,-
164,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,23.9100,202109,06,"9,550",13,-,-,2017,중앙대로113번길 13,-,-,-
165,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,06,"49,000",30,-,-,2009, 320,-,-,-
166,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202109,06,"67,000",14,-,-,2009, 320,-,-,-
167,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202109,03,"39,900",4,-,-,2009, 320,-,-,-
168,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202109,03,"48,800",22,-,-,2009, 320,-,-,-
169,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4700,202109,02,"6,500",14,-,-,2015,중앙대로83번길 8,-,-,-
170,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,25.9900,202109,01,"5,500",12,-,-,2006,중앙대로 104,-,-,-
171,경상남도 창원시 성산구 중앙동,97-6,0097,0006,캔버라타운,43.5550,202108,30,"3,812",13,-,-,1992,중앙대로61번길 4,-,-,-
172,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,30.0600,202108,30,"4,400",9,-,-,2003,중앙대로 75,-,-,-
173,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202108,30,"3,800",10,-,-,1990,용지로 70,-,-,-
174,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202108,28,"58,000",17,-,-,2009, 320,-,-,-
175,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202108,28,"44,800",36,-,-,2009, 320,-,-,-
176,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,132.4300,202108,28,"35,900",22,-,-,2008,중앙대로 48,-,-,-
177,경상남도 창원시 성산구 중앙동,100-2,0100,0002,현대오피스텔,30.4000,202108,27,"1,650",5,-,-,1990,중앙대로 55,-,-,-
178,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202108,27,"50,000",11,-,-,2009, 320,-,-,-
179,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,29.4800,202108,27,"5,400",10,-,-,2004,중앙대로 33,-,-,-
180,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202108,26,"6,500",19,-,-,2015,중앙대로83번길 8,-,-,-
181,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,72.9000,202108,26,"5,000",9,-,-,1991,중앙대로 49,-,-,-
182,경상남도 창원시 성산구 용호동,73-2,0073,0002,라이크빌-1,36.0600,202108,25,"3,250",6,-,-,1991,용지로169번길 13,-,-,-
183,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202108,24,"57,000",12,-,-,2009, 320,-,-,-
184,경상남도 창원시 성산구 중앙동,100-2,0100,0002,현대오피스텔,32.8500,202108,23,"1,600",5,-,-,1990,중앙대로 55,-,-,-
185,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,22.0900,202108,23,"4,800",12,-,-,2006,중앙대로 104,-,-,-
186,경상남도 창원시 성산구 신촌동,15-10,0015,0010,신촌빌딩,40.9500,202108,20,"3,900",8,-,-,2002,신촌로 29,-,-,-
187,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,25.9900,202108,18,"5,000",5,-,-,2006,중앙대로 104,-,-,-
188,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,128.2300,202108,17,"35,000",21,-,-,2008,중앙대로 48,-,-,-
189,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202108,17,"6,400",17,-,-,2016,상남로 75,20210824,-,-
190,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202108,17,"70,000",25,-,-,2009, 320,-,-,-
191,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202108,16,"3,800",7,-,-,2003,상남로 35,-,-,-
192,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202108,16,"65,000",8,-,-,2009, 320,-,-,-
193,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202108,16,"44,000",16,-,-,2009, 320,-,-,-
194,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202108,15,"50,000",29,-,-,2009, 320,-,-,-
195,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202108,14,"2,900",4,-,-,1990,용지로 70,-,-,-
196,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202108,14,"49,500",23,-,-,2009, 320,-,-,-
197,경상남도 창원시 성산구 상남동,11-6,0011,0006,비잔틴빌딩,30.3750,202108,13,"5,000",8,-,-,2002,마디미로21번길 5,-,-,-
198,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202108,13,"4,300",9,-,-,2003,상남로 35,-,-,-
199,경상남도 창원시 성산구 상남동,12-6,0012,0006,청솔아트빌,28.4400,202108,13,"4,500",5,-,-,2003,마디미로15번길 9,-,-,-
200,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202108,12,"41,000",35,-,-,2009, 320,-,-,-
201,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202108,12,"4,400",9,-,-,2004,중앙대로 85,-,-,-
202,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,23.7250,202108,11,"8,500",12,-,-,2016,중앙대로 94,-,-,-
203,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,25.4800,202108,11,"5,600",18,-,-,2016,상남로 75,-,-,-
204,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202108,11,"5,600",5,-,-,2004,중앙대로 85,-,-,-
205,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,41.2800,202108,11,"7,500",13,-,-,2004,중앙대로 85,-,-,-
206,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202108,10,"3,800",6,-,-,2003,상남로 35,-,-,-
207,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,41.2800,202108,10,"7,500",9,-,-,2004,중앙대로 85,-,-,-
208,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,24.2800,202108,10,"7,000",16,-,-,2016,상남로 75,-,-,-
209,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202108,09,"7,100",17,-,-,2016,상남로 75,-,-,-
210,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,28.0850,202108,07,"5,500",9,-,-,2003,마디미로38번길 11,-,-,-
211,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202108,06,"5,543",11,-,-,2015,중앙대로83번길 8,-,-,-
212,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,41.3600,202108,05,"7,150",17,-,-,2004,중앙대로 85,-,-,-
213,경상남도 창원시 성산구 대원동,96-6,0096,0006,대원그린빌,26.4500,202108,05,"3,400",6,-,-,2003, 20,-,-,-
214,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202108,03,"3,700",12,-,-,2003,상남로 35,-,-,-
215,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,40.7500,202108,03,"3,400",10,-,-,1990,용지로 70,-,-,-
216,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202108,03,"3,300",12,-,-,2003,상남로 35,-,-,-
217,경상남도 창원시 성산구 상남동,14-1,0014,0001,지원빌딩,21.7800,202108,03,"5,400",12,-,-,2012,마디미로16번길 11,-,-,-
218,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.3100,202108,03,"4,550",10,-,-,2004,중앙대로 85,-,-,-
219,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,29.4480,202108,02,"5,900",5,-,-,2006,중앙대로 104,-,-,-
220,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202108,02,"58,000",13,-,-,2009, 320,-,-,-
221,경상남도 창원시 성산구 중앙동,69-16,0069,0016,노블오피스텔,58.4800,202107,31,"13,300",3,-,-,2013,원이대로580번길 24-7,-,-,-
222,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,44.6500,202107,30,"9,550",14,-,-,2006,중앙대로 104,-,-,-
223,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202107,30,"8,500",5,-,-,2017,중앙대로113번길 13,-,-,-
224,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202107,30,"4,800",9,-,-,2004,중앙대로 85,-,-,-
225,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,41.2800,202107,30,"7,500",8,-,-,2004,중앙대로 85,-,-,-
226,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202107,30,"55,000",8,-,-,2009, 320,-,-,-
227,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202107,30,"3,300",4,-,-,2003,상남로 35,-,-,-
228,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202107,30,"3,500",5,-,-,2003,상남로 35,-,-,-
229,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202107,30,"3,600",8,-,-,2003,상남로 35,-,-,-
230,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202107,30,"3,700",12,-,-,2003,상남로 35,-,-,-
231,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4700,202107,29,"6,600",16,-,-,2015,중앙대로83번길 8,-,-,-
232,경상남도 창원시 성산구 상남동,12-6,0012,0006,청솔아트빌,31.9200,202107,28,"3,700",7,-,-,2003,마디미로15번길 9,-,-,-
233,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202107,28,"40,800",13,-,-,2009, 320,-,-,-
234,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,31.8800,202107,27,"4,500",11,-,-,2004,중앙대로 33,-,-,-
235,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202107,27,"56,800",9,-,-,2009, 320,-,-,-
236,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,108.9000,202107,27,"30,500",28,-,-,2008,중앙대로 48,-,-,-
237,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,28.0850,202107,27,"4,800",10,-,-,2003,마디미로38번길 11,-,-,-
238,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202107,27,"2,800",18,-,-,2003,중앙대로 75,-,-,-
239,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,27.9400,202107,26,"9,500",17,-,-,2017, ,-,-,-
240,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202107,26,"3,100",6,-,-,2003,상남로 35,-,-,-
241,경상남도 창원시 성산구 상남동,76-1,0076,0001,스타 타워즈,34.2300,202107,26,"6,700",13,-,-,2005,중앙대로100번길 14,-,-,-
242,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202107,26,"40,800",13,-,-,2009, 320,20211008,-,-
243,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202107,23,"44,000",28,-,-,2009, 320,-,-,-
244,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202107,23,"58,000",8,-,-,2009, 320,-,-,-
245,경상남도 창원시 성산구 가음정동,391-9,0391,0009,블루밍 라포레,51.6814,202107,22,"20,181",6,-,-,2020,창원대로 888,-,-,-
246,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202107,22,"4,500",16,-,-,2004,중앙대로 85,-,-,-
247,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202107,21,"47,500",9,-,-,2009, 320,-,-,-
248,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,155.3700,202107,21,"44,000",20,-,-,2008,중앙대로 48,-,-,-
249,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,23.7250,202107,20,"8,000",18,-,-,2016,중앙대로 94,-,-,-
250,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202107,19,"47,000",27,-,-,2009, 320,-,-,-
251,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,34.8000,202107,16,"3,000",9,-,-,1990,중앙대로 37,-,-,-
252,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202107,16,"41,000",6,-,-,2009, 320,20211018,-,-
253,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202107,14,"58,000",34,-,-,2009, 320,-,-,-
254,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,128.2300,202107,13,"32,700",6,-,-,2008,중앙대로 48,-,-,-
255,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202107,13,"3,500",13,-,-,2003,상남로 35,-,-,-
256,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,29.4480,202107,12,"6,100",5,-,-,2006,중앙대로 104,-,-,-
257,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202107,12,"60,000",14,-,-,2009, 320,-,-,-
258,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4700,202107,10,"6,400",10,-,-,2015,중앙대로83번길 8,-,-,-
259,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,44.4400,202107,10,"13,500",20,-,-,2015,중앙대로83번길 8,-,-,-
260,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202107,09,"7,500",14,-,-,2017,중앙대로113번길 13,-,-,-
261,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202107,09,"66,000",22,-,-,2009, 320,-,-,-
262,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202107,08,"63,000",10,-,-,2009, 320,-,-,-
263,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202107,07,"69,000",36,-,-,2009, 320,-,-,-
264,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202107,07,"46,000",17,-,-,2009, 320,-,-,-
265,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202107,06,"37,800",3,-,-,2009, 320,-,-,-
266,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202107,06,"3,500",7,-,-,2003,상남로 35,-,-,-
267,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202107,05,"4,200",3,-,-,2004,중앙대로 85,-,-,-
268,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202107,05,"4,200",3,-,-,2004,중앙대로 85,20210712,-,-
269,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202107,05,"3,400",8,-,-,1990,용지로 70,-,-,-
270,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4000,202107,03,"5,800",3,-,-,2015,중앙대로83번길 8,-,-,-
271,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,28.0850,202107,03,"5,200",8,-,-,2003,마디미로38번길 11,-,-,-
272,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,21.2400,202107,02,"4,760",2,-,-,2016,용지로 56,-,-,-
273,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,43.0700,202107,02,"4,000",4,-,-,1990,용지로 70,-,-,-
274,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,108.9000,202107,02,"26,700",17,-,-,2008,중앙대로 48,-,-,-
275,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202107,02,"3,500",11,-,-,2003,상남로 35,-,-,-
276,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,178.3700,202107,02,"62,500",18,-,-,2009, 320,-,-,-
277,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,23.7250,202106,30,"8,200",13,-,-,2016,중앙대로 94,-,-,-
278,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202106,30,"41,000",26,-,-,2009, 320,-,-,-
279,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,132.4300,202106,30,"36,000",31,-,-,2008,중앙대로 48,-,-,-
280,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,23.7250,202106,30,"7,500",17,-,-,2016,중앙대로 94,-,-,-
281,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,25.4800,202106,29,"6,050",8,-,-,2016,상남로 75,-,-,-
282,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202106,29,"55,800",25,-,-,2009, 320,-,-,-
283,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,67.7400,202106,28,"8,000",11,-,-,2003,용지로 96,-,-,-
284,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,24.2800,202106,28,"5,500",12,-,-,2016,상남로 75,-,-,-
285,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,38.9500,202106,26,"3,500",10,-,-,1990,용지로 70,-,-,-
286,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202106,25,"4,000",11,-,-,2004,중앙대로 85,-,-,-
287,경상남도 창원시 성산구 중앙동,96-4,0096,0004,창원리제스타워,24.9600,202106,23,"5,000",12,-,-,2004,중앙대로 85,-,-,-
288,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,31.8800,202106,21,"4,400",11,-,-,2004,중앙대로 33,-,-,-
289,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202106,17,"39,000",10,-,-,2009, 320,-,-,-
290,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202106,17,"45,000",11,-,-,2009, 320,20210927,-,-
291,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,108.9000,202106,17,"30,500",15,-,-,2008,중앙대로 48,-,-,-
292,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202106,16,"5,600",18,-,-,2016,상남로 75,-,-,-
293,경상남도 창원시 성산구 가음정동,391-9,0391,0009,블루밍 라포레,49.5154,202106,16,"18,927",4,-,-,2020,창원대로 888,-,-,-
294,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202106,16,"44,000",19,-,-,2009, 320,-,-,-
295,경상남도 창원시 성산구 상남동,12-6,0012,0006,청솔아트빌,31.9200,202106,14,"3,300",9,-,-,2003,마디미로15번길 9,-,-,-
296,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,17.1775,202106,14,"2,700",15,-,-,2003,중앙대로 75,-,-,-
297,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202106,14,"3,050",16,-,-,2003,중앙대로 75,-,-,-
298,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202106,12,"46,800",25,-,-,2009, 320,-,-,-
299,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,40.7500,202106,11,"2,700",8,-,-,1990,용지로 70,-,-,-
300,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4700,202106,10,"6,000",4,-,-,2015,중앙대로83번길 8,-,-,-
301,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,108.9000,202106,10,"28,300",7,-,-,2008,중앙대로 48,-,-,-
302,경상남도 창원시 성산구 중앙동,100-2,0100,0002,현대오피스텔,31.1600,202106,07,"1,500",7,-,-,1990,중앙대로 55,-,-,-
303,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,31.2600,202106,05,"3,950",11,-,-,2003,용지로 96,-,-,-
304,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202106,04,"3,050",8,-,-,2003,중앙대로 75,-,-,-
305,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,132.4300,202106,04,"37,000",12,-,-,2008,중앙대로 48,-,-,-
306,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202106,03,"45,700",9,-,-,2009, 320,-,-,-
307,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,155.3700,202106,03,"39,300",6,-,-,2008,중앙대로 48,-,-,-
308,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202106,02,"54,000",7,-,-,2009, 320,-,-,-
309,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,25.9900,202106,02,"5,250",7,-,-,2006,중앙대로 104,-,-,-
