□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,
계약일자 : 2023-01-01 ~ 2023-12-31,,,,실거래 구분 : 오피스텔(매매),,,,,주소구분 : 지번 주소,,,,,,,,
시도 : 경상남도,,,,시군구 : 창원시 마산합포구,,,,,읍면동 : 전체,,,,,,,,
단지명 : 전체,,,,면적 : 전체,,,,,금액선택 : 전체,,,,,,,,
,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
87,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,758",3,-,-,2023, ,-,직거래,-
88,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,58.9640,202309,13,"20,865",3,-,-,2023, ,-,직거래,-
89,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,598",2,-,-,2023, ,-,직거래,-
90,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.7700,202309,13,"20,758",2,-,-,2023, ,-,직거래,-
91,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,384",2,-,-,2023, ,-,직거래,-
92,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,58.9640,202309,13,"20,437",2,-,-,2023, ,-,직거래,-
93,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.7700,202309,13,"21,186",7,-,-,2023, ,-,직거래,-
94,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,972",7,-,-,2023, ,-,직거래,-
95,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,758",7,-,-,2023, ,-,직거래,-
96,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,58.9640,202309,13,"20,865",7,-,-,2023, ,-,직거래,-
97,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.7700,202309,13,"21,186",6,-,-,2023, ,-,직거래,-
98,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,972",6,-,-,2023, ,-,직거래,-
99,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,58.9640,202309,13,"20,865",6,-,-,2023, ,-,직거래,-
100,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.7700,202309,13,"21,186",5,-,-,2023, ,-,직거래,-
101,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,58.9640,202309,13,"20,865",4,-,-,2023, ,-,직거래,-
102,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.7700,202309,13,"21,186",3,-,-,2023, ,-,직거래,-
103,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,972",3,-,-,2023, ,-,직거래,-
104,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,758",6,-,-,2023, ,-,직거래,-
105,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,972",5,-,-,2023, ,-,직거래,-
106,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,758",5,-,-,2023, ,-,직거래,-
107,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,58.9640,202309,13,"20,865",5,-,-,2023, ,-,직거래,-
108,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,972",4,-,-,2023, ,-,직거래,-
109,경상남도 창원시 마산합포구 산호동,460-28,0460,0028,덕산세영오피스텔,59.3496,202309,13,"20,758",4,-,-,2023, ,-,직거래,-
110,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202309,07,"2,500",12,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
111,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,28.0000,202309,07,"3,500",12,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
112,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,42.9900,202309,07,"9,100",9,-,-,2017,해안대로 376,-,중개거래,경남 창원마산합포구
113,경상남도 창원시 마산합포구 해운동,58-3,0058,0003,경민시티텔,37.3600,202309,07,"5,100",12,-,-,1998,해안대로 97,-,중개거래,경남 창원마산합포구
114,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202309,01,"3,400",12,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
115,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202308,28,"3,200",12,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
116,경상남도 창원시 마산합포구 상남동,105-14,0105,0014,선우아트빌,34.4400,202308,28,"3,300",7,-,-,2005,노산남7길 25,-,중개거래,경남 창원마산합포구
117,경상남도 창원시 마산합포구 월포동,2-12,0002,0012,시티파크,25.8000,202308,26,"3,900",3,-,-,2011,반월동6길 12-13,-,중개거래,경남 창원마산합포구
118,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202308,25,"2,100",5,-,-,2002,문화남11길 144,-,직거래,-
119,경상남도 창원시 마산합포구 신포동2가,85-6,0085,0006,기전씨티텔,37.0800,202308,18,"2,400",6,-,-,1998,동서동2길 41,-,직거래,-
120,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,37.8000,202308,18,"3,400",8,-,-,1998,합포남2길 6,-,직거래,-
121,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,35.0000,202308,15,"4,900",10,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
122,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202308,13,"2,400",4,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
123,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,28.0000,202308,11,"3,000",9,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
124,경상남도 창원시 마산합포구 월포동,2-12,0002,0012,시티파크,28.5000,202308,11,"3,200",3,-,-,2011,반월동6길 12-13,-,중개거래,경남 창원마산합포구
125,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202308,10,"3,570",8,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
126,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,26.0514,202308,08,"4,800",4,-,-,2016,동촌길 185,-,중개거래,경남 창원마산합포구
127,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,26.0514,202308,08,"4,800",4,-,-,2016,동촌길 185,20230818,중개거래,경남 창원마산합포구
128,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202308,07,"3,820",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
129,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202308,04,"3,000",15,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
130,경상남도 창원시 마산합포구 창동,3-1,0003,0001,창동 오피스텔,36.1050,202307,27,"3,500",9,-,-,2003,북성로 5,-,직거래,-
131,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,54.8355,202307,21,"21,000",25,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
132,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,23.4500,202307,19,"2,900",7,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
133,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,22.3800,202307,12,"2,900",13,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
134,경상남도 창원시 마산합포구 중앙동3가,4-192,0004,0192,리베로오피스텔,22.6200,202307,12,"3,000",4,-,-,2003,중앙북7길 7,-,중개거래,경남 창원마산합포구
135,경상남도 창원시 마산합포구 중앙동3가,4-192,0004,0192,리베로오피스텔,22.6200,202307,08,"2,830",3,-,-,2003,중앙북7길 7,-,중개거래,경남 창원마산합포구
136,경상남도 창원시 마산합포구 산호동,14-5,0014,0005,(14-5),25.0800,202307,07,"2,450",2,-,-,2002,산호북4길 11,-,중개거래,경남 창원마산합포구
137,경상남도 창원시 마산합포구 중앙동2가,3-6,0003,0006,희가로플러스,35.0461,202306,30,"8,100",5,-,-,2011,3·15대로 185,-,직거래,-
138,경상남도 창원시 마산합포구 월남동2가,4-1,0004,0001,씨티빌오피스텔,21.9225,202306,30,"2,450",5,-,-,2002,3·15대로 77,-,중개거래,경남 창원마산합포구
139,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202306,29,"2,800",6,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
140,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,31.0123,202306,16,"13,900",22,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
141,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.2363,202306,14,"10,300",15,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
142,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,29.0400,202306,13,"4,100",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
143,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202306,13,"3,000",12,-,-,1999,월영동13길 9,-,직거래,-
144,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202306,12,"2,600",11,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
145,경상남도 창원시 마산합포구 오동동,318-1,0318,0001,포세이돈하우스,24.7440,202306,12,"5,800",4,-,-,2017,해안대로 376,-,중개거래,경남 창원마산합포구
146,경상남도 창원시 마산합포구 오동동,316-1,0316,0001,상지솔리움,50.1400,202306,07,"4,700",8,-,-,2003,해안대로 389,-,중개거래,경남 창원마산합포구
147,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,28.0000,202306,05,"3,600",8,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
148,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202306,01,"1,200",2,-,-,2002,문화남11길 144,-,직거래,-
149,경상남도 창원시 마산합포구 월남동2가,4-1,0004,0001,씨티빌오피스텔,24.2775,202305,30,"2,000",10,-,-,2002,3·15대로 77,-,중개거래,경남 창원마산합포구
150,경상남도 창원시 마산합포구 오동동,17-150,0017,0150,삼광프리존,27.0075,202305,27,"2,000",9,-,-,2003,합포로 102,-,중개거래,경남 창원마산합포구
151,경상남도 창원시 마산합포구 오동동,17-150,0017,0150,삼광프리존,27.0075,202305,27,"2,000",10,-,-,2003,합포로 102,-,중개거래,경남 창원마산합포구
152,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,26.0514,202305,24,"5,450",7,-,-,2016,동촌길 185,-,중개거래,경남 창원마산합포구
153,경상남도 창원시 마산합포구 중앙동3가,4-192,0004,0192,리베로오피스텔,22.6200,202305,22,"3,900",5,-,-,2003,중앙북7길 7,-,중개거래,경남 창원마산합포구
154,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202305,21,"3,730",11,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
155,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202305,21,"3,700",7,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
156,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202305,21,"3,500",5,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
157,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202305,20,"5,800",11,-,-,2018,문화의길 15,-,중개거래,경남 창원마산합포구
158,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202305,16,"3,500",8,-,-,1999,월영동13길 9,-,직거래,-
159,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,37.8000,202305,11,"3,600",10,-,-,1998,합포남2길 6,-,직거래,-
160,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,29.0400,202305,09,"3,600",12,-,-,1999,해안대로 15,-,직거래,-
161,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202305,04,"2,400",10,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
162,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202305,03,"2,600",5,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
163,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산 신화하니엘 더 마린,33.2711,202304,29,"5,900",6,-,-,2016,동촌길 185,-,중개거래,경남 창원마산합포구
164,경상남도 창원시 마산합포구 창포동3가,4-4,0004,0004,창포 프리텔,28.5600,202304,28,"3,200",5,-,-,2002,문화동11길 14,-,중개거래,경남 창원마산합포구
165,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202304,28,"3,000",7,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
166,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202304,28,"3,500",10,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
167,경상남도 창원시 마산합포구 중앙동3가,4-192,0004,0192,리베로오피스텔,22.6200,202304,24,"3,000",3,-,-,2003,중앙북7길 7,-,중개거래,경남 창원마산합포구
168,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,29.8800,202304,24,"2,300",6,-,-,2003,자산삼거리로 2-1,-,중개거래,경남 창원마산합포구
169,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,36.6000,202304,23,"4,100",3,-,-,2003,월영북로 61,-,중개거래,경남 창원마산합포구
170,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202304,21,"2,700",5,-,-,2006,해안대로 367,20230425,중개거래,경남 창원마산합포구
171,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202304,21,"2,700",7,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
172,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202304,21,"2,700",5,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
173,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.6817,202304,21,"9,000",13,-,-,2019,동서동2길 60,-,직거래,-
174,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202304,20,"5,000",15,-,-,2018,문화의길 15,-,직거래,-
175,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202304,20,"5,000",19,-,-,2018,문화의길 15,-,직거래,-
176,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202304,20,"7,300",12,-,-,2018,문화의길 15,-,직거래,-
177,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202304,20,"7,300",16,-,-,2018,문화의길 15,-,직거래,-
178,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202304,19,"6,300",16,-,-,2018,문화의길 15,-,중개거래,경남 창원마산회원구
179,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.2363,202304,19,"9,900",16,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
180,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202304,18,"2,300",4,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
181,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,32.6150,202304,17,"5,083",9,-,-,2017, ,-,직거래,-
182,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202304,17,"4,896",9,-,-,2017, ,-,직거래,-
183,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202304,17,"4,606",6,-,-,2017, ,-,직거래,-
184,경상남도 창원시 마산합포구 우산동,92,0092,0000,힐링파크,31.6500,202304,17,"4,898",6,-,-,2017, ,-,직거래,-
185,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,32.8000,202304,15,"2,700",10,-,-,2006,해안대로 367,-,중개거래,경남 창원성산구
186,경상남도 창원시 마산합포구 부림동,83-18,0083,0018,강남 와이즈하우스,27.5350,202304,12,"6,000",4,-,-,2015,3·15대로 353,-,직거래,-
187,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,26.4000,202304,12,"2,400",4,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구 경남 창원마산회원구
188,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,23.2698,202304,07,"9,600",25,-,-,2019,동서동2길 60,-,중개거래,경남 김해시 경남 창원마산합포구
189,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,23.2698,202304,04,"9,600",25,-,-,2019,동서동2길 60,20230410,중개거래,경남 창원마산합포구
190,경상남도 창원시 마산합포구 산호동,36-18,0036,0018,동원오피스텔,30.7800,202304,03,"2,500",6,-,-,2004,산호남2길 1,-,중개거래,경남 창원마산합포구
191,경상남도 창원시 마산합포구 중앙동3가,4-192,0004,0192,리베로오피스텔,22.6200,202304,01,"2,900",4,-,-,2003,중앙북7길 7,-,중개거래,경남 창원마산합포구
192,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202303,30,"3,200",12,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
193,경상남도 창원시 마산합포구 자산동,302-38,0302,0038,형제샘터마을,36.9000,202303,28,"3,700",10,-,-,2003,자산삼거리로 2-1,-,직거래,-
194,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202303,27,"2,500",6,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
195,경상남도 창원시 마산합포구 해운동,67-17,0067,0017,아카데미텔,24.4850,202303,25,"1,800",3,-,-,1997,월영동북로 12,-,직거래,-
196,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202303,23,"2,000",3,-,-,2002,문화남11길 144,-,직거래,-
197,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202303,23,"2,000",1,-,-,2002,문화남11길 144,-,직거래,-
198,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,28.2000,202303,18,"4,000",8,-,-,2003,월영북로 61,-,중개거래,경남 창원마산합포구
199,경상남도 창원시 마산합포구 월남동2가,4-1,0004,0001,씨티빌오피스텔,26.6836,202303,15,"2,900",13,-,-,2002,3·15대로 77,-,중개거래,경남 창원마산합포구
200,경상남도 창원시 마산합포구 중성동,34-6,0034,0006,창동스카이아파트,49.9100,202303,14,"10,700",3,-,-,2013,북성로 6-1,-,중개거래,경남 창원마산합포구
201,경상남도 창원시 마산합포구 월남동4가,3-2,0003,0002,장원빌딩,31.3900,202303,11,"5,400",7,-,-,2004,3·15대로 34,-,중개거래,경남 창원마산합포구
202,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,26.6118,202303,11,"10,700",19,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
203,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202303,09,"4,250",10,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
204,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202303,09,"4,020",10,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
205,경상남도 창원시 마산합포구 동성동,50,0050,0000,리치클Ⅱ,22.3400,202303,07,"4,990",6,-,-,1997,아구찜길 7,-,직거래,-
206,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202303,03,"2,500",8,-,-,2006,해안대로 367,-,직거래,-
207,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,21.4400,202303,03,"2,030",15,-,-,1999,해안대로 15,-,직거래,-
208,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,23.4500,202303,03,"2,900",8,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
209,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,31.5600,202303,03,"2,970",9,-,-,2006,해안대로 367,-,중개거래,경남 창원시 마산합포구
210,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,30.4200,202302,28,"2,300",4,-,-,2006,해안대로 367,-,중개거래,경남 창원의창구
211,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,34.4362,202302,27,"15,500",26,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
212,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,27.3900,202302,27,"3,700",13,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
213,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,32.8000,202302,27,"2,780",11,-,-,2006,해안대로 367,-,직거래,-
214,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,35.0000,202302,25,"4,000",11,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
215,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202302,24,"2,700",12,-,-,2006,해안대로 367,-,중개거래,경남 창원시 마산합포구
216,경상남도 창원시 마산합포구 월남동4가,3-2,0003,0002,장원빌딩,37.5000,202302,20,"5,450",9,-,-,2004,3·15대로 34,-,중개거래,경남 창원마산합포구
217,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,28.5557,202302,18,"6,300",14,-,-,2018,문화의길 15,-,중개거래,경남 창원마산합포구
218,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202302,16,"3,500",11,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
219,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202302,08,"3,100",9,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
220,경상남도 창원시 마산합포구 대창동,67,0067,0000,성우유니빌,30.6000,202302,08,"4,500",8,-,-,2003,월영북로 61,-,중개거래,경남 창원마산합포구
221,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.1780,202302,08,"5,200",6,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
222,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,32.8000,202302,07,"2,800",15,-,-,1998,합포남2길 6,-,직거래,-
223,경상남도 창원시 마산합포구 산호동,427-2,0427,0002,기전모닝텔,37.8000,202302,06,"5,200",6,-,-,1998,합포남2길 6,-,중개거래,경남 창원마산합포구
224,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202301,30,"3,700",10,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
225,경상남도 창원시 마산합포구 해운동,42-5,0042,0005,킴즈타운,22.5975,202301,30,"3,900",11,-,-,2003,월영동로 7,-,중개거래,경남 창원마산합포구
226,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,32.8000,202301,30,"2,600",6,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
227,경상남도 창원시 마산합포구 해운동,63-1,0063,0001,경민파라다이스201,25.2000,202301,27,"2,350",15,-,-,1999,해안대로 15,-,중개거래,경남 창원마산합포구
228,경상남도 창원시 마산합포구 신포동2가,23,0023,0000,마산 웰메이드 시티,24.6817,202301,18,"10,500",19,-,-,2019,동서동2길 60,-,중개거래,경남 창원마산합포구
229,경상남도 창원시 마산합포구 오동동,214-7,0214,0007,고려타워,41.2702,202301,17,"9,000",19,-,-,2018,문화의길 15,-,직거래,-
230,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,31.5600,202301,17,"2,600",12,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
231,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,24.5000,202301,16,"3,000",5,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
232,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.1780,202301,14,"5,800",11,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
233,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.1780,202301,13,"5,200",9,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
234,경상남도 창원시 마산합포구 해운동,65-2,0065,0002,한백마이존,26.4000,202301,11,"2,600",5,-,-,1999,월영동13길 9,-,중개거래,경남 창원마산합포구
235,경상남도 창원시 마산합포구 월영동,275-4,0275,0004,동방하이얏트오피스텔,21.6000,202301,10,"1,800",5,-,-,2002,문화남11길 144,-,직거래,-
236,경상남도 창원시 마산합포구 월남동4가,3-2,0003,0002,장원빌딩,30.0000,202301,07,"6,000",8,-,-,2004,3·15대로 34,-,직거래,-
237,경상남도 창원시 마산합포구 월영동,598-5,0598,0005,월영동 에드텔,29.2500,202301,06,"2,800",8,-,-,2000,밤밭고개로 395,-,중개거래,경남 창원마산합포구
238,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,24.0980,202301,06,"4,850",10,-,-,2003,3·15대로 47,-,중개거래,경남 창원마산합포구
239,경상남도 창원시 마산합포구 동성동,315,0315,0000,호텔엠에스,28.0000,202301,02,"2,630",5,-,-,2006,해안대로 367,-,중개거래,경남 창원마산합포구
