시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,비고,lng,lat
경상남도 창원의창구 명서동,1**,다가구,12m미만,180.09,254.2,201509,19,"        46,000",1986.0,명서로120번길,1. 의창구_단독다가구(매매),128.645923919483,35.2478509243498
경상남도 창원의창구 명서동,1**,다가구,12m미만,199.2,254.4,201508,4,"        50,500",1988.0,명서로133번길,1. 의창구_단독다가구(매매),128.647884256251,35.2453317329837
경상남도 창원의창구 명서동,1**,다가구,12m미만,164.79,254.7,201604,12,"        50,000",1986.0,명서로141번길,1. 의창구_단독다가구(매매),128.647369723363,35.2447036488429
경상남도 창원의창구 명서동,1**,다가구,12m미만,243.32,254.9,201507,17,"        65,500",2011.0,명서로133번길,1. 의창구_단독다가구(매매),128.647884256251,35.2453317329837
경상남도 창원의창구 명서동,1**,다가구,12m미만,240.71,258.8,201507,27,"        44,000",1995.0,명서로129번길,1. 의창구_단독다가구(매매),128.648152665558,35.2456371058423
경상남도 창원의창구 명서동,5*,다가구,12m미만,170.95,260.3,201603,24,"        39,600",1988.0,명지로63번길,1. 의창구_단독다가구(매매),128.647156625894,35.2510204150937
경상남도 창원의창구 명서동,9*,다가구,12m미만,239.75,260.3,201604,13,"        36,800",1991.0,우곡로71번길,1. 의창구_단독다가구(매매),128.641047861147,35.2468580427845
경상남도 창원의창구 명서동,6*,다가구,12m미만,140.02,262.1,201606,20,"        32,500",1989.0,서곡길,1. 의창구_단독다가구(매매),128.652806978722,35.2504532728569
경상남도 창원의창구 명서동,6*,다가구,12m미만,247.93,262.8,201511,29,"        64,800",2014.0,명지로103번길,1. 의창구_단독다가구(매매),128.649195845465,35.2501267422886
경상남도 창원의창구 명서동,1**,다가구,12m미만,232.01,263.6,201602,23,"        41,500",1997.0,명서로89번길,1. 의창구_단독다가구(매매),128.650904935828,35.2498586617634
경상남도 창원의창구 명서동,3*,다가구,25m미만,324.44,263.6,201604,14,"        50,000",1989.0,명서로,1. 의창구_단독다가구(매매),128.648375305592,35.2508335766488
경상남도 창원의창구 명서동,1**,다가구,12m미만,252.48,264.3,201509,10,"        59,500",2010.0,명서로123번길,1. 의창구_단독다가구(매매),128.64841798741,35.2459635185808
경상남도 창원의창구 명서동,7*,다가구,12m미만,259.32,264.5,201603,17,"        76,500",2015.0,명지로84번길,1. 의창구_단독다가구(매매),128.645859606003,35.2476258630515
경상남도 창원의창구 명서동,1**,다가구,12m미만,256.08,264.6,201507,9,"        76,000",2014.0,명서로129번길,1. 의창구_단독다가구(매매),128.648152665558,35.2456371058423
경상남도 창원의창구 명서동,9*,다가구,25m미만,199.39,265.7,201601,17,"        43,800",1988.0,원이대로200번길,1. 의창구_단독다가구(매매),128.641674548245,35.2448335971923
경상남도 창원의창구 명서동,3*,다가구,12m미만,192.47,268.1,201604,7,"        49,000",1988.0,명지로103번길,1. 의창구_단독다가구(매매),128.649195845465,35.2501267422886
경상남도 창원의창구 명서동,8*,다가구,25m미만,234.55,268.2,201511,26,"        34,000",1991.0,우곡로,1. 의창구_단독다가구(매매),128.641199920606,35.2480850669335
경상남도 창원의창구 명서동,1**,다가구,12m미만,328.27,273.7,201601,4,"        42,000",1991.0,원이대로210번길,1. 의창구_단독다가구(매매),128.640930177873,35.2427518668031
경상남도 창원의창구 명서동,7*,다가구,12m미만,256.28,274.5,201508,10,"        55,500",2003.0,명서로126번길,1. 의창구_단독다가구(매매),128.645583719845,35.2475701350691
경상남도 창원의창구 명서동,1**,다가구,12m미만,164.01,275.0,201507,2,"        40,000",1987.0,원이대로258번길,1. 의창구_단독다가구(매매),128.647425517865,35.2423517820671
경상남도 창원의창구 명서동,5*,다가구,12m미만,237.92,277.7,201508,5,"        42,000",1988.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 명서동,1**,다가구,12m미만,401.97,298.7,201508,28,"        65,000",1991.0,명서로141번길,1. 의창구_단독다가구(매매),128.647369723363,35.2447036488429
경상남도 창원의창구 명서동,1*,다가구,12m미만,329.12,299.1,201511,20,"        30,000",1991.0,태복산로4번길,1. 의창구_단독다가구(매매),128.639610012604,35.2518271379373
경상남도 창원의창구 명서동,1**,다가구,12m미만,398.82,299.2,201603,28,"        59,000",1990.0,명서로141번길,1. 의창구_단독다가구(매매),128.647369723363,35.2447036488429
경상남도 창원의창구 명서동,1**,다가구,12m미만,259.8,299.4,201509,23,"        49,000",1988.0,원이대로210번길,1. 의창구_단독다가구(매매),128.640930177873,35.2427518668031
경상남도 창원의창구 명서동,1*,다가구,12m미만,199.1,313.2,201507,3,"        46,500",1990.0,도계로163번길,1. 의창구_단독다가구(매매),128.641526690328,35.2512639293305
경상남도 창원의창구 명서동,1*,다가구,12m미만,246.91,313.4,201601,13,"        54,000",1992.0,도계로163번길,1. 의창구_단독다가구(매매),128.641526690328,35.2512639293305
경상남도 창원의창구 명서동,1*,다가구,12m미만,199.83,313.6,201606,30,"        44,000",1988.0,도계로163번길,1. 의창구_단독다가구(매매),128.641526690328,35.2512639293305
경상남도 창원의창구 명서동,1*,다가구,12m미만,198.11,317.1,201511,13,"        50,800",1988.0,명지로4번길,1. 의창구_단독다가구(매매),128.641540946625,35.2494972513802
경상남도 창원의창구 명서동,1**,다가구,12m미만,162.8,320.6,201602,23,"        55,000",1987.0,우곡로,1. 의창구_단독다가구(매매),128.641199920606,35.2480850669335
경상남도 창원의창구 명서동,2**,단독,12m미만,113.39,57.27,201601,31,"        14,000",2006.0,우곡로217번길,1. 의창구_단독다가구(매매),128.649160096098,35.2404586585161
경상남도 창원의창구 명서동,6*,단독,12m미만,240.46,178.6,201509,25,"        37,000",1991.0,명서로89번길,1. 의창구_단독다가구(매매),128.650904935828,35.2498586617634
경상남도 창원의창구 명서동,6*,단독,12m미만,240.46,178.6,201604,29,"        38,000",1991.0,명서로89번길,1. 의창구_단독다가구(매매),128.650904935828,35.2498586617634
경상남도 창원의창구 명서동,4*,단독,12m미만,153.06,205.8,201602,29,"        36,700",1987.0,원이대로189번길,1. 의창구_단독다가구(매매),128.644628809421,35.2484018787077
경상남도 창원의창구 명서동,5*,단독,12m미만,117.18,219.1,201605,18,"        35,000",1987.0,명지로67번길,1. 의창구_단독다가구(매매),128.647022307654,35.2506425594021
경상남도 창원의창구 명서동,1**,단독,12m미만,269.57,221.3,201605,9,"        34,500",1990.0,원이대로206번길,1. 의창구_단독다가구(매매),128.640373529631,35.242772662573
경상남도 창원의창구 명서동,1**,단독,12m미만,236.91,226.3,201512,3,"        32,500",1991.0,원이대로210번길,1. 의창구_단독다가구(매매),128.640930177873,35.2427518668031
경상남도 창원의창구 명서동,5*,단독,12m미만,186.33,234.0,201510,17,"        46,000",1988.0,명지로,1. 의창구_단독다가구(매매),128.645733923981,35.2506041259421
경상남도 창원의창구 명서동,1**,단독,25m미만,221.67,236.2,201603,29,"        48,000",2002.0,명서로,1. 의창구_단독다가구(매매),128.648375305592,35.2508335766488
경상남도 창원의창구 명서동,1**,단독,12m미만,193.07,241.6,201508,3,"        46,000",1987.0,창이대로107번길,1. 의창구_단독다가구(매매),128.648566523343,35.2422794645824
경상남도 창원의창구 명서동,1**,단독,12m미만,192.68,242.7,201602,29,"        48,000",1988.0,창이대로95번길,1. 의창구_단독다가구(매매),128.647844429503,35.2412083752664
경상남도 창원의창구 명서동,1**,단독,12m미만,211.08,244.5,201507,16,"        48,000",1987.0,명지로,1. 의창구_단독다가구(매매),128.645733923981,35.2506041259421
경상남도 창원의창구 명서동,1**,단독,12m미만,276.45,244.9,201511,23,"        40,000",1992.0,명서로89번길,1. 의창구_단독다가구(매매),128.650904935828,35.2498586617634
경상남도 창원의창구 명서동,1**,단독,25m미만,99.47,245.4,201512,3,"        35,500",1984.0,명서로,1. 의창구_단독다가구(매매),128.648375305592,35.2508335766488
경상남도 창원의창구 명서동,7*,단독,12m미만,245.31,246.2,201606,29,"        46,000",1989.0,명지로89번길,1. 의창구_단독다가구(매매),128.647926034516,35.2493771959925
경상남도 창원의창구 명서동,1**,단독,25m미만,225.82,246.7,201510,28,"        49,700",2001.0,명서로,1. 의창구_단독다가구(매매),128.648375305592,35.2508335766488
경상남도 창원의창구 명서동,1**,단독,12m미만,163.68,247.8,201512,17,"        44,000",1987.0,명서로89번길,1. 의창구_단독다가구(매매),128.650904935828,35.2498586617634
경상남도 창원의창구 명서동,1**,단독,12m미만,313.17,248.4,201509,19,"        36,600",1990.0,원이대로206번길,1. 의창구_단독다가구(매매),128.640373529631,35.242772662573
경상남도 창원의창구 명서동,1**,단독,12m미만,199.49,248.5,201508,28,"        37,500",1989.0,원이대로206번길,1. 의창구_단독다가구(매매),128.640373529631,35.242772662573
경상남도 창원의창구 명서동,1**,단독,12m미만,342.0,248.8,201510,11,"        45,000",1991.0,우곡로159번길,1. 의창구_단독다가구(매매),128.643540897344,35.242966702387
경상남도 창원의창구 명서동,5*,단독,12m미만,198.59,249.5,201604,15,"        37,000",1990.0,명지로109번길,1. 의창구_단독다가구(매매),128.649634645446,35.2503059609003
경상남도 창원의창구 명서동,1**,단독,12m미만,249.48,249.5,201606,16,"        41,000",1990.0,지귀로59번길,1. 의창구_단독다가구(매매),128.653237029184,35.2485780866409
경상남도 창원의창구 명서동,1**,단독,12m미만,184.98,249.8,201605,3,"        49,800",1993.0,명지로122번길,1. 의창구_단독다가구(매매),128.649334793813,35.2456728174848
경상남도 창원의창구 명서동,1**,단독,12m미만,190.95,249.8,201511,11,"        26,000",1987.0,창이대로81번길,1. 의창구_단독다가구(매매),128.647230701695,35.2403562449674
경상남도 창원의창구 명서동,1**,단독,12m미만,167.98,249.9,201604,25,"        45,650",1988.0,명서로134번길,1. 의창구_단독다가구(매매),128.644936556626,35.247021980459
경상남도 창원의창구 명서동,1**,단독,12m미만,164.54,250.2,201511,27,"        43,300",1988.0,원이대로210번길,1. 의창구_단독다가구(매매),128.640930177873,35.2427518668031
경상남도 창원의창구 명서동,1**,단독,12m미만,326.18,250.8,201603,31,"        45,000",1991.0,원이대로210번길,1. 의창구_단독다가구(매매),128.640930177873,35.2427518668031
경상남도 창원의창구 명서동,6*,단독,12m미만,164.74,252.5,201602,4,"        36,000",1988.0,명서로77번길,1. 의창구_단독다가구(매매),128.650272432434,35.2507572458883
경상남도 창원의창구 명서동,*,단독,25m미만,229.06,252.7,201605,23,"        79,300",2016.0,우곡로15번길,1. 의창구_단독다가구(매매),128.638815331105,35.2495010363914
경상남도 창원의창구 명서동,9*,단독,25m미만,164.25,252.8,201510,5,"        34,500",1988.0,원이대로200번길,1. 의창구_단독다가구(매매),128.641674548245,35.2448335971923
경상남도 창원의창구 명서동,6*,단독,12m미만,199.89,252.9,201509,13,"        40,000",1991.0,명서로77번길,1. 의창구_단독다가구(매매),128.650272432434,35.2507572458883
경상남도 창원의창구 명서동,1**,단독,12m미만,250.51,253.4,201512,8,"        62,000",2001.0,명지로103번길,1. 의창구_단독다가구(매매),128.649195845465,35.2501267422886
경상남도 창원의창구 명서동,1**,단독,12m미만,334.72,254.2,201510,20,"        50,800",1995.0,원이대로210번길,1. 의창구_단독다가구(매매),128.640930177873,35.2427518668031
경상남도 창원의창구 명서동,8*,단독,12m미만,244.7,254.3,201510,6,"        73,000",2013.0,명서로4번길,1. 의창구_단독다가구(매매),128.643058044327,35.2476683568986
경상남도 창원의창구 명서동,1**,단독,12m미만,116.64,255.0,201601,29,"        36,500",1986.0,창이대로113번길,1. 의창구_단독다가구(매매),128.648349911229,35.2428990315316
경상남도 창원의창구 명서동,1**,단독,12m미만,193.88,255.1,201509,14,"        43,100",1990.0,원이대로220번길,1. 의창구_단독다가구(매매),128.645444067638,35.2429807602471
경상남도 창원의창구 명서동,*,단독,25m미만,195.95,255.1,201507,10,"        34,800",1991.0,우곡로,1. 의창구_단독다가구(매매),128.641199920606,35.2480850669335
경상남도 창원의창구 명서동,1**,단독,12m미만,223.83,258.5,201507,1,"        45,000",2007.0,명지로104번길,1. 의창구_단독다가구(매매),128.647761646245,35.2465635698855
경상남도 창원의창구 명서동,1**,단독,12m미만,269.39,260.4,201601,29,"        43,000",1994.0,지귀로59번길,1. 의창구_단독다가구(매매),128.653237029184,35.2485780866409
경상남도 창원의창구 명서동,1**,단독,12m미만,265.28,261.4,201605,16,"        47,000",1989.0,명지로122번길,1. 의창구_단독다가구(매매),128.649334793813,35.2456728174848
경상남도 창원의창구 명서동,1**,단독,12m미만,160.05,262.9,201512,3,"        36,000",1988.0,지귀로59번길,1. 의창구_단독다가구(매매),128.653237029184,35.2485780866409
경상남도 창원의창구 명서동,8*,단독,12m미만,163.78,263.8,201507,2,"        38,900",1988.0,원이대로178번길,1. 의창구_단독다가구(매매),128.640166585908,35.2462751858307
경상남도 창원의창구 명서동,1**,단독,12m미만,170.55,264.7,201507,8,"        38,300",1983.0,명서로123번길,1. 의창구_단독다가구(매매),128.64841798741,35.2459635185808
경상남도 창원의창구 명서동,6*,단독,12m미만,176.04,264.8,201512,8,"        45,000",1991.0,명서로89번길,1. 의창구_단독다가구(매매),128.650904935828,35.2498586617634
경상남도 창원의창구 명서동,1**,단독,12m미만,192.11,265.2,201602,17,"        50,000",1988.0,명서로119번길,1. 의창구_단독다가구(매매),128.648684765463,35.246280357905
경상남도 창원의창구 명서동,1**,단독,12m미만,198.56,265.5,201508,20,"        42,500",1987.0,명서로115번길,1. 의창구_단독다가구(매매),128.648963535142,35.2465979343876
경상남도 창원의창구 명서동,3*,단독,25m미만,195.67,266.4,201603,16,"        42,000",1988.0,명서로,1. 의창구_단독다가구(매매),128.648375305592,35.2508335766488
경상남도 창원의창구 명서동,1**,단독,12m미만,93.2,266.5,201510,28,"        45,700",1985.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 명서동,1**,단독,12m미만,264.36,267.8,201508,30,"        47,000",1989.0,명서로129번길,1. 의창구_단독다가구(매매),128.648152665558,35.2456371058423
경상남도 창원의창구 명서동,3*,단독,25m미만,257.56,267.9,201602,11,"        31,400",2001.0,명서로,1. 의창구_단독다가구(매매),128.648375305592,35.2508335766488
경상남도 창원의창구 명서동,3*,단독,12m미만,193.32,268.2,201510,5,"        49,500",1988.0,명지로103번길,1. 의창구_단독다가구(매매),128.649195845465,35.2501267422886
경상남도 창원의창구 명서동,1**,단독,12m미만,285.5,268.8,201509,5,"        44,500",1991.0,명지로122번길,1. 의창구_단독다가구(매매),128.649334793813,35.2456728174848
경상남도 창원의창구 명서동,3*,단독,12m미만,270.3,269.3,201510,27,"        46,250",1991.0,명서로4번길,1. 의창구_단독다가구(매매),128.643058044327,35.2476683568986
경상남도 창원의창구 명서동,1**,단독,12m미만,228.21,269.4,201511,3,"        58,000",1989.0,명지로,1. 의창구_단독다가구(매매),128.645733923981,35.2506041259421
경상남도 창원의창구 명서동,1**,단독,12m미만,163.05,271.2,201507,22,"        47,500",1989.0,명지로109번길,1. 의창구_단독다가구(매매),128.649634645446,35.2503059609003
경상남도 창원의창구 명서동,1*,단독,12m미만,128.43,273.2,201601,9,"        30,000",1992.0,우곡로15번길,1. 의창구_단독다가구(매매),128.638815331105,35.2495010363914
경상남도 창원의창구 명서동,5*,단독,12m미만,225.19,273.4,201602,24,"        44,000",1988.0,명지로109번길,1. 의창구_단독다가구(매매),128.649634645446,35.2503059609003
경상남도 창원의창구 명서동,1**,단독,12m미만,196.81,274.4,201510,26,"        39,500",1988.0,지귀로59번길,1. 의창구_단독다가구(매매),128.653237029184,35.2485780866409
경상남도 창원의창구 명서동,7*,단독,12m미만,164.69,276.8,201511,9,"        41,000",1987.0,명서로120번길,1. 의창구_단독다가구(매매),128.645923919483,35.2478509243498
경상남도 창원의창구 명서동,1**,단독,12m미만,267.34,277.2,201603,18,"        65,500",2011.0,명지로115번길,1. 의창구_단독다가구(매매),128.650624238714,35.2482548045161
경상남도 창원의창구 명서동,1**,단독,25m미만,306.36,281.5,201604,11,"        55,000",1992.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 명서동,1**,단독,12m미만,230.88,287.3,201510,12,"        54,000",1997.0,명지로103번길,1. 의창구_단독다가구(매매),128.649195845465,35.2501267422886
경상남도 창원의창구 명서동,9*,단독,25m미만,288.02,294.5,201509,14,"        53,000",1990.0,원이대로200번길,1. 의창구_단독다가구(매매),128.641674548245,35.2448335971923
경상남도 창원의창구 명서동,1**,단독,12m미만,208.71,309.2,201509,16,"        51,500",1986.0,명지로109번길,1. 의창구_단독다가구(매매),128.649634645446,35.2503059609003
경상남도 창원의창구 명서동,2*,단독,12m미만,428.69,310.4,201510,16,"        43,500",1991.0,도계로169번길,1. 의창구_단독다가구(매매),128.641028415042,35.2509841004367
경상남도 창원의창구 명서동,1**,단독,12m미만,171.6,320.0,201604,25,"        46,000",1987.0,명지로103번길,1. 의창구_단독다가구(매매),128.649195845465,35.2501267422886
경상남도 창원의창구 명서동,1*,단독,12m미만,368.77,344.1,201604,5,"        58,700",1991.0,명지로4번길,1. 의창구_단독다가구(매매),128.641540946625,35.2494972513802
경상남도 창원의창구 명서동,1*,단독,12m미만,437.34,345.0,201601,4,"        59,500",1992.0,우곡로3번길,1. 의창구_단독다가구(매매),128.641199920606,35.2480850669335
경상남도 창원의창구 봉곡동,7*,다가구,12m미만,210.85,224.9,201606,21,"        37,100",1996.0,봉곡로23번길,1. 의창구_단독다가구(매매),128.660944526824,35.2478175167488
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,222.74,225.9,201606,14,"        58,500",2011.0,봉곡로93번길,1. 의창구_단독다가구(매매),128.674297639438,35.2491520183632
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,326.39,227.8,201509,16,"        34,000",1996.0,봉곡로93번길,1. 의창구_단독다가구(매매),128.674297639438,35.2491520183632
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,265.25,231.3,201605,4,"        46,000",1994.0,봉곡로97번길,1. 의창구_단독다가구(매매),128.674748826969,35.2487454532089
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,264.53,233.1,201507,30,"        39,000",1991.0,봉곡로119번길,1. 의창구_단독다가구(매매),128.6725034773,35.2460601541976
경상남도 창원의창구 봉곡동,1*,다가구,12m미만,206.22,234.6,201602,29,"        41,300",1989.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 봉곡동,2*,다가구,12m미만,323.4,239.1,201509,19,"        54,000",1997.0,원이대로261번길,1. 의창구_단독다가구(매매),128.650444289044,35.2452740383887
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,280.16,241.0,201507,27,"        53,000",1990.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,*,다가구,12m미만,286.6,241.0,201601,6,"        33,000",1989.0,서곡길,1. 의창구_단독다가구(매매),128.652806978722,35.2504532728569
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,321.47,241.6,201512,1,"        70,000",1991.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,211.52,243.6,201602,23,"        39,750",1988.0,봉곡로99번길,1. 의창구_단독다가구(매매),128.672638568664,35.2484596703222
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,338.1,246.6,201511,24,"        56,500",1991.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,361.41,247.5,201508,24,"        64,800",1997.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,2*,다가구,12m미만,198.95,248.5,201510,21,"        47,500",1986.0,지귀로60번길,1. 의창구_단독다가구(매매),128.652183770454,35.2466280841218
경상남도 창원의창구 봉곡동,1*,다가구,25m미만,209.3,249.2,201602,15,"        54,850",1987.0,지귀로,1. 의창구_단독다가구(매매),128.653356553931,35.2471874928134
경상남도 창원의창구 봉곡동,4*,다가구,12m미만,239.4,249.2,201508,17,"        50,000",2003.0,지귀로28번길,1. 의창구_단독다가구(매매),128.652303728357,35.2445271426078
경상남도 창원의창구 봉곡동,2*,다가구,12m미만,232.72,249.8,201510,1,"        49,500",1997.0,지귀로36번길,1. 의창구_단독다가구(매매),128.651992307416,35.2457031622084
경상남도 창원의창구 봉곡동,2*,다가구,12m미만,240.16,250.0,201507,10,"        57,000",2001.0,지귀로28번길,1. 의창구_단독다가구(매매),128.652303728357,35.2445271426078
경상남도 창원의창구 봉곡동,2*,다가구,12m미만,246.04,250.0,201511,9,"        58,000",2014.0,지귀로36번길,1. 의창구_단독다가구(매매),128.651992307416,35.2457031622084
경상남도 창원의창구 봉곡동,7*,다가구,12m미만,333.21,250.3,201511,2,"        54,000",1999.0,창이대로217번길,1. 의창구_단독다가구(매매),128.660903204387,35.2471597434838
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,243.81,250.8,201605,4,"        40,000",1991.0,봉곡로123번길,1. 의창구_단독다가구(매매),128.672343187682,35.2456907077146
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,246.44,251.2,201603,16,"        66,000",2015.0,봉곡로115번길,1. 의창구_단독다가구(매매),128.672636414147,35.2464456597507
경상남도 창원의창구 봉곡동,9*,다가구,12m미만,247.57,251.4,201604,19,"        68,000",2015.0,봉곡로24번길,1. 의창구_단독다가구(매매),128.663974692078,35.2477802966027
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,187.91,253.8,201508,21,"        39,800",1989.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 봉곡동,5*,다가구,12m미만,239.14,254.7,201508,11,"        67,000",2015.0,창이대로187번길,1. 의창구_단독다가구(매매),128.65576495424,35.2466559126662
경상남도 창원의창구 봉곡동,1*,다가구,12m미만,248.18,255.4,201509,19,"        59,500",2008.0,원이대로285번길,1. 의창구_단독다가구(매매),128.652952333404,35.2445658679653
경상남도 창원의창구 봉곡동,1*,다가구,12m미만,354.06,255.6,201511,5,"        52,700",1998.0,지귀로73번길,1. 의창구_단독다가구(매매),128.654608287243,35.2480252785133
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,246.68,257.6,201508,24,"        55,000",2004.0,봉곡로64번길,1. 의창구_단독다가구(매매),128.666229848833,35.2485993793415
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,250.14,259.3,201603,16,"        39,500",1991.0,봉곡로99번길,1. 의창구_단독다가구(매매),128.672638568664,35.2484596703222
경상남도 창원의창구 봉곡동,5*,다가구,12m미만,256.05,260.5,201510,15,"        67,500",2007.0,창이대로187번길,1. 의창구_단독다가구(매매),128.65576495424,35.2466559126662
경상남도 창원의창구 봉곡동,9*,다가구,12m미만,376.02,260.8,201603,29,"        32,000",1993.0,봉곡로54번길,1. 의창구_단독다가구(매매),128.665025084,35.2481144371968
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,233.45,261.4,201602,2,"        42,000",1996.0,봉곡로93번길,1. 의창구_단독다가구(매매),128.674297639438,35.2491520183632
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,258.76,261.4,201510,2,"        72,800",2013.0,창이대로263번길,1. 의창구_단독다가구(매매),128.667283854357,35.2475532348752
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,269.67,262.4,201511,9,"        35,000",1991.0,봉곡로47번길,1. 의창구_단독다가구(매매),128.664517784993,35.2498411222737
경상남도 창원의창구 봉곡동,1*,다가구,12m미만,337.71,263.0,201601,18,"        59,500",1997.0,지귀로93번길,1. 의창구_단독다가구(매매),128.65616354445,35.2479154995794
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,240.07,263.1,201509,3,"        60,000",2004.0,창이대로321번길,1. 의창구_단독다가구(매매),128.672958015213,35.2472178824316
경상남도 창원의창구 봉곡동,1*,다가구,12m미만,255.96,263.8,201511,3,"        54,500",2008.0,지귀로73번길,1. 의창구_단독다가구(매매),128.654608287243,35.2480252785133
경상남도 창원의창구 봉곡동,1*,다가구,12m미만,226.44,263.9,201507,30,"        54,500",2003.0,지귀로73번길,1. 의창구_단독다가구(매매),128.654608287243,35.2480252785133
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,250.2,264.0,201508,20,"        51,700",2004.0,봉곡로64번길,1. 의창구_단독다가구(매매),128.666229848833,35.2485993793415
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,194.92,265.1,201508,22,"        51,000",1988.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,358.4,265.5,201507,6,"        63,000",1991.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,242.44,266.5,201510,12,"        81,000",2014.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,289.34,268.0,201602,29,"        38,000",1991.0,봉곡로47번길,1. 의창구_단독다가구(매매),128.664517784993,35.2498411222737
경상남도 창원의창구 봉곡동,5*,다가구,12m미만,248.07,269.7,201509,10,"        59,500",2005.0,지귀로128번길,1. 의창구_단독다가구(매매),128.655916217885,35.2442352381021
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,411.4,270.0,201510,8,"        69,000",2004.0,봉곡로,1. 의창구_단독다가구(매매),128.310253785289,36.1466410347393
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,329.98,270.5,201603,14,"        40,500",1991.0,창이대로321번길,1. 의창구_단독다가구(매매),128.672958015213,35.2472178824316
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,162.81,276.0,201604,29,"        48,500",1981.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 봉곡동,8*,다가구,12m미만,207.14,280.9,201508,6,"        43,800",1981.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,198.82,282.6,201508,10,"        36,300",1989.0,창이대로263번길,1. 의창구_단독다가구(매매),128.667283854357,35.2475532348752
경상남도 창원의창구 봉곡동,7*,다가구,12m미만,236.72,285.2,201507,9,"        49,700",1996.0,창이대로205번길,1. 의창구_단독다가구(매매),128.659398078299,35.2465532372624
경상남도 창원의창구 봉곡동,5*,다가구,12m미만,284.54,287.8,201606,6,"        76,000",2016.0,창이대로169번길,1. 의창구_단독다가구(매매),128.655687444301,35.2454589815273
경상남도 창원의창구 봉곡동,8*,다가구,12m미만,227.14,288.3,201507,10,"        59,500",2003.0,창이대로205번길,1. 의창구_단독다가구(매매),128.659398078299,35.2465532372624
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,403.46,289.1,201509,21,"        56,000",1997.0,봉곡로97번길,1. 의창구_단독다가구(매매),128.674748826969,35.2487454532089
경상남도 창원의창구 봉곡동,8*,다가구,12m미만,267.78,291.7,201512,15,"        73,500",2013.0,봉곡로11번길,1. 의창구_단독다가구(매매),128.661247980424,35.2464454802482
경상남도 창원의창구 봉곡동,5*,다가구,12m미만,290.64,292.9,201606,8,"        78,000",2016.0,창이대로187번길,1. 의창구_단독다가구(매매),128.65576495424,35.2466559126662
경상남도 창원의창구 봉곡동,5*,다가구,12m미만,257.08,293.0,201508,20,"        49,500",1989.0,지귀로128번길,1. 의창구_단독다가구(매매),128.655916217885,35.2442352381021
경상남도 창원의창구 봉곡동,1**,다가구,25m미만,198.29,294.9,201605,9,"        79,500",1990.0,,1. 의창구_단독다가구(매매),,
경상남도 창원의창구 봉곡동,1**,다가구,12m미만,304.91,320.8,201602,25,"        77,000",2010.0,사림로45번길,1. 의창구_단독다가구(매매),128.680251473247,35.2497323229069
경상남도 창원의창구 봉곡동,1**,단독,12m미만,236.69,224.3,201510,14,"        35,500",1990.0,봉곡로124번길,1. 의창구_단독다가구(매매),128.668420659339,35.2465603732552
