시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,비고,lng,lat
경상남도 창원마산합포구 장군동4가,1*,단독,8m미만,138.3,135.5,201701,12,"        24,800",1994.0,완월동8길,3. 마산합포구_단독다가구(매매),128.5647376357,35.19826374757
경상남도 창원마산합포구 장군동4가,2*,단독,8m미만,97.99,146.4,201705,15,"        14,800",1986.0,완월동6길,3. 마산합포구_단독다가구(매매),128.565023186113,35.1973810770296
경상남도 창원마산합포구 장군동5가,1*,단독,8m미만,43.93,89.9,201706,28,"        16,000",1990.0,고운로,3. 마산합포구_단독다가구(매매),128.560702770174,35.1927479612845
경상남도 창원마산합포구 장군동5가,1*,단독,8m미만,23.14,96.9,201706,28,"        17,280",1990.0,고운로,3. 마산합포구_단독다가구(매매),128.560702770174,35.1927479612845
경상남도 창원마산합포구 중성동,2*,단독,8m미만,37.5,28.8,201703,3,"         2,500",1990.0,오동서14길,3. 마산합포구_단독다가구(매매),128.573553990109,35.2088401466538
경상남도 창원마산합포구 중성동,2*,단독,8m미만,15.7,49.9,201609,12,"         5,000",1958.0,오동서17길,3. 마산합포구_단독다가구(매매),128.573871179278,35.2095885562556
경상남도 창원마산합포구 중성동,*,단독,8m미만,28.26,69.4,201702,2,"         5,900",1990.0,오동서19길,3. 마산합포구_단독다가구(매매),128.573043439224,35.2102435200668
경상남도 창원마산합포구 중성동,2*,단독,8m미만,52.76,86.0,201705,18,"         7,000",1990.0,3·15대로,3. 마산합포구_단독다가구(매매),128.567243350796,35.1987082724605
경상남도 창원마산합포구 중성동,3*,단독,8m미만,54.64,97.9,201610,17,"         8,500",1990.0,오동서14길,3. 마산합포구_단독다가구(매매),128.573553990109,35.2088401466538
경상남도 창원마산합포구 중성동,1**,단독,-,29.09,179.2,201611,8,"        10,000",1985.0,오동서1길,3. 마산합포구_단독다가구(매매),128.57551121326,35.2072652815148
경상남도 창원마산합포구 중성동,2*,단독,8m미만,61.25,180.5,201706,7,"        13,000",1990.0,오동서14길,3. 마산합포구_단독다가구(매매),128.573553990109,35.2088401466538
경상남도 창원마산합포구 중성동,1**,단독,8m미만,142.66,267.8,201703,13,"        50,000",1998.0,,3. 마산합포구_단독다가구(매매),,
경상남도 창원마산합포구 중앙동1가,1*,단독,8m미만,85.28,119.0,201706,10,"        13,500",1990.0,3·15대로,3. 마산합포구_단독다가구(매매),128.567243350796,35.1987082724605
경상남도 창원마산합포구 중앙동2가,*,단독,8m미만,62.18,66.1,201609,9,"        12,400",1990.0,3.15대로,3. 마산합포구_단독다가구(매매),128.567243350796,35.1987082724605
경상남도 창원마산합포구 중앙동2가,*,단독,8m미만,61.42,119.5,201706,5,"        17,200",1983.0,중앙동4길,3. 마산합포구_단독다가구(매매),128.568778908272,35.1953491107444
경상남도 창원마산합포구 중앙동2가,*,단독,8m미만,113.79,141.0,201610,31,"        25,700",1982.0,중앙동4길,3. 마산합포구_단독다가구(매매),128.568778908272,35.1953491107444
경상남도 창원마산합포구 중앙동3가,*,단독,8m미만,105.62,111.7,201703,17,"        14,000",1975.0,중앙북4길,3. 마산합포구_단독다가구(매매),128.567775554615,35.1997606987864
경상남도 창원마산합포구 중앙동3가,*,단독,25m이상,688.85,181.8,201609,30,"        89,000",1991.0,3.15대로,3. 마산합포구_단독다가구(매매),128.567243350796,35.1987082724605
경상남도 창원마산합포구 진동면 고현리,2**,단독,12m미만,44.04,134.6,201705,5,"        13,500",1990.0,미더덕로,3. 마산합포구_단독다가구(매매),128.470354332794,35.0999334380401
경상남도 창원마산합포구 진동면 고현리,3**,단독,8m미만,84.0,143.8,201611,30,"         5,900",1996.0,고현장터길,3. 마산합포구_단독다가구(매매),128.478982159548,35.1020391919126
경상남도 창원마산합포구 진동면 고현리,4**,단독,12m미만,81.74,156.0,201609,28,"         9,000",2001.0,미더덕로,3. 마산합포구_단독다가구(매매),128.470354332794,35.0999334380401
경상남도 창원마산합포구 진동면 고현리,6**,단독,8m미만,16.5,245.0,201704,6,"         5,000",1990.0,미더덕로,3. 마산합포구_단독다가구(매매),128.470354332794,35.0999334380401
경상남도 창원마산합포구 진동면 고현리,6**,단독,8m미만,190.24,983.0,201706,9,"        36,600",2008.0,미더덕로,3. 마산합포구_단독다가구(매매),128.470354332794,35.0999334380401
경상남도 창원마산합포구 진동면 교동리,7**,다가구,12m미만,576.58,319.0,201609,22,"        89,900",2011.0,신성산로,3. 마산합포구_단독다가구(매매),128.492557016067,35.1169154168172
경상남도 창원마산합포구 진동면 교동리,1**,단독,8m미만,145.19,237.0,201610,26,"        16,000",1996.0,교동1길,3. 마산합포구_단독다가구(매매),129.022255032186,35.3478403327127
경상남도 창원마산합포구 진동면 교동리,6**,단독,8m미만,137.55,572.0,201607,25,"        15,000",2001.0,교동3길,3. 마산합포구_단독다가구(매매),129.025780628434,35.344407119735
경상남도 창원마산합포구 진동면 교동리,5*,단독,8m미만,222.2,1095.0,201607,13,"        24,260",1995.0,교동3길,3. 마산합포구_단독다가구(매매),129.025780628434,35.344407119735
경상남도 창원마산합포구 진동면 교동리,1**,단독,8m미만,344.4,1882.0,201610,1,"        40,800",1996.0,교동3길,3. 마산합포구_단독다가구(매매),129.025780628434,35.344407119735
경상남도 창원마산합포구 진동면 다구리,1*,단독,8m미만,92.18,252.0,201704,6,"         5,270",2002.0,도만1길,3. 마산합포구_단독다가구(매매),128.530859536075,35.1190849011179
경상남도 창원마산합포구 진동면 다구리,4*,단독,8m미만,72.0,390.0,201704,11,"        16,500",2014.0,도만1길,3. 마산합포구_단독다가구(매매),128.530859536075,35.1190849011179
경상남도 창원마산합포구 진동면 다구리,7*,단독,8m미만,112.59,476.0,201703,30,"        18,000",1996.0,도만1길,3. 마산합포구_단독다가구(매매),128.530859536075,35.1190849011179
경상남도 창원마산합포구 진동면 다구리,1**,단독,8m미만,192.0,587.0,201607,18,"        20,000",1996.0,도만2길,3. 마산합포구_단독다가구(매매),128.534207061765,35.1152963181494
경상남도 창원마산합포구 진동면 동전리,7**,단독,8m미만,119.96,323.0,201610,10,"        13,350",2010.0,동전길,3. 마산합포구_단독다가구(매매),128.517176137535,35.1544230693596
경상남도 창원마산합포구 진동면 동전리,6**,단독,12m미만,88.0,325.0,201705,16,"        13,500",1990.0,동전길,3. 마산합포구_단독다가구(매매),128.517176137535,35.1544230693596
경상남도 창원마산합포구 진동면 사동리,1**,단독,8m미만,151.98,758.0,201611,16,"        32,000",1996.0,사동길,3. 마산합포구_단독다가구(매매),128.296028412784,34.9774497934109
경상남도 창원마산합포구 진동면 신기리,1**,단독,8m미만,48.4,157.0,201704,20,"         4,600",1990.0,죽전안담길,3. 마산합포구_단독다가구(매매),128.476893133654,35.1062712303963
경상남도 창원마산합포구 진동면 신기리,2**,단독,8m미만,82.62,268.0,201701,24,"        10,000",1999.0,죽전안담길,3. 마산합포구_단독다가구(매매),128.476893133654,35.1062712303963
경상남도 창원마산합포구 진동면 신기리,4**,단독,8m미만,66.38,340.0,201703,21,"        10,000",1990.0,신기남산길,3. 마산합포구_단독다가구(매매),128.475796844686,35.1118124032799
경상남도 창원마산합포구 진동면 요장리,3**,단독,-,70.7,465.0,201706,21,"        11,120",2017.0,광암1길,3. 마산합포구_단독다가구(매매),128.4982501669,35.1073164893855
경상남도 창원마산합포구 진동면 요장리,3**,단독,8m미만,151.17,465.0,201612,13,"        24,000",2002.0,광암1길,3. 마산합포구_단독다가구(매매),128.4982501669,35.1073164893855
경상남도 창원마산합포구 진동면 요장리,1**,단독,12m미만,196.0,493.0,201607,13,"        20,000",2000.0,,3. 마산합포구_단독다가구(매매),,
경상남도 창원마산합포구 진동면 요장리,3*,단독,8m미만,149.71,622.0,201701,5,"        44,000",2015.0,주도1길,3. 마산합포구_단독다가구(매매),128.507148765556,35.0997395737271
경상남도 창원마산합포구 진동면 진동리,1**,다가구,12m미만,648.53,390.8,201703,6,"        88,500",2012.0,신성산3길,3. 마산합포구_단독다가구(매매),128.491266607339,35.1158472642604
경상남도 창원마산합포구 진동면 진동리,4**,다가구,12m미만,691.51,416.7,201701,4,"       125,000",2016.0,신서촌2길,3. 마산합포구_단독다가구(매매),128.486932020432,35.1193880483355
경상남도 창원마산합포구 진동면 진동리,4**,단독,25m미만,36.0,20.0,201704,6,"         1,200",1990.0,,3. 마산합포구_단독다가구(매매),,
경상남도 창원마산합포구 진동면 진동리,3**,단독,8m미만,50.68,99.0,201610,28,"         8,000",1986.0,문화마당길,3. 마산합포구_단독다가구(매매),128.492889748866,35.1147961470861
경상남도 창원마산합포구 진동면 진동리,5**,단독,8m미만,68.0,179.0,201612,30,"         9,200",1996.0,성산길,3. 마산합포구_단독다가구(매매),127.901942318059,35.6932965338774
경상남도 창원마산합포구 진동면 진동리,2**,단독,8m미만,66.9,198.0,201612,2,"        11,800",1951.0,진동시장길,3. 마산합포구_단독다가구(매매),128.487949204727,35.1142264711927
경상남도 창원마산합포구 진동면 진동리,3**,단독,8m미만,81.3,206.0,201608,23,"        22,000",1985.0,문화마당길,3. 마산합포구_단독다가구(매매),128.492889748866,35.1147961470861
경상남도 창원마산합포구 진동면 진동리,2**,단독,8m미만,102.47,208.0,201702,21,"        10,000",1990.0,진동시장길,3. 마산합포구_단독다가구(매매),128.487949204727,35.1142264711927
경상남도 창원마산합포구 진동면 진동리,6**,단독,12m미만,431.04,233.3,201611,24,"        76,400",2015.0,신서촌1길,3. 마산합포구_단독다가구(매매),128.485804112171,35.1166296886379
경상남도 창원마산합포구 진동면 진동리,6**,단독,12m미만,578.84,325.7,201706,8,"        96,500",2016.0,신서촌1길,3. 마산합포구_단독다가구(매매),128.485804112171,35.1166296886379
경상남도 창원마산합포구 진동면 진동리,4**,단독,12m미만,587.14,330.3,201705,16,"       100,000",2016.0,신서촌로,3. 마산합포구_단독다가구(매매),128.485439511985,35.118460206316
경상남도 창원마산합포구 진북면 대티리,3**,단독,8m미만,40.66,231.0,201612,17,"         2,000",1990.0,중촌길,3. 마산합포구_단독다가구(매매),127.894572192921,35.5096343394582
경상남도 창원마산합포구 진북면 대평리,2**,단독,8m미만,57.85,483.0,201703,3,"        10,000",1990.0,대평길,3. 마산합포구_단독다가구(매매),128.464201594303,35.1283693142949
경상남도 창원마산합포구 진북면 대평리,2**,단독,8m미만,95.49,651.0,201706,2,"        25,000",2008.0,대평안길,3. 마산합포구_단독다가구(매매),128.461696266085,35.125499922403
경상남도 창원마산합포구 진북면 망곡리,1**,단독,8m미만,47.3,161.0,201703,10,"         7,000",1990.0,연동1길,3. 마산합포구_단독다가구(매매),128.487400646344,35.137793524592
경상남도 창원마산합포구 진북면 부평리,2**,단독,8m미만,95.99,549.0,201705,23,"        21,000",2004.0,부평1길,3. 마산합포구_단독다가구(매매),128.481253193246,35.148715766898
경상남도 창원마산합포구 진북면 부평리,2**,단독,8m미만,63.8,685.0,201705,31,"         9,850",1990.0,부평1길,3. 마산합포구_단독다가구(매매),128.481253193246,35.148715766898
경상남도 창원마산합포구 진북면 영학리,2**,단독,8m미만,79.94,169.0,201610,4,"        13,000",2001.0,학동로,3. 마산합포구_단독다가구(매매),128.183175069173,34.9618366296771
경상남도 창원마산합포구 진북면 영학리,8**,단독,8m미만,72.27,323.0,201706,29,"        21,000",2014.0,서북동길,3. 마산합포구_단독다가구(매매),128.426523026929,35.1602395156409
경상남도 창원마산합포구 진북면 예곡리,2**,단독,8m미만,40.17,183.0,201607,18,"         3,500",1998.0,의림로,3. 마산합포구_단독다가구(매매),128.447139752304,35.1252512164444
경상남도 창원마산합포구 진북면 예곡리,2**,단독,8m미만,74.34,395.0,201705,23,"        21,500",2014.0,의림로,3. 마산합포구_단독다가구(매매),128.447139752304,35.1252512164444
경상남도 창원마산합포구 진북면 예곡리,6*,단독,8m미만,110.65,544.0,201610,5,"        14,000",1990.0,진북예곡1길,3. 마산합포구_단독다가구(매매),128.457416549939,35.1119385624257
경상남도 창원마산합포구 진북면 인곡리,6**,단독,8m미만,50.57,419.0,201610,20,"         9,500",1990.0,인곡2길,3. 마산합포구_단독다가구(매매),128.445195123744,35.1312734348603
경상남도 창원마산합포구 진북면 인곡리,6**,단독,12m미만,119.0,718.0,201701,12,"        24,000",1990.0,의림로,3. 마산합포구_단독다가구(매매),128.447139752304,35.1252512164444
경상남도 창원마산합포구 진북면 지산리,8*,단독,8m미만,47.25,180.0,201705,2,"         4,900",1985.0,,3. 마산합포구_단독다가구(매매),,
경상남도 창원마산합포구 진북면 지산리,2**,단독,8m미만,99.01,229.0,201612,19,"        12,000",1992.0,지산1길,3. 마산합포구_단독다가구(매매),128.464386709282,35.1159015920463
경상남도 창원마산합포구 진북면 지산리,2**,단독,8m미만,78.57,244.0,201704,12,"         8,500",2004.0,지산1길,3. 마산합포구_단독다가구(매매),128.464386709282,35.1159015920463
경상남도 창원마산합포구 진북면 지산리,2**,단독,12m미만,113.71,262.0,201612,12,"        11,400",1990.0,지산1길,3. 마산합포구_단독다가구(매매),128.464386709282,35.1159015920463
경상남도 창원마산합포구 진북면 지산리,2**,단독,12m미만,83.16,275.0,201706,19,"        10,000",2008.0,지산4길,3. 마산합포구_단독다가구(매매),128.469165278039,35.1163838866647
경상남도 창원마산합포구 진북면 지산리,2**,단독,8m미만,435.2,770.0,201703,29,"        60,000",2012.0,지산2길,3. 마산합포구_단독다가구(매매),128.46711561108,35.117022568206
경상남도 창원마산합포구 진북면 지산리,7*,단독,12m미만,120.7,856.0,201610,28,"        32,500",1990.0,지산5길,3. 마산합포구_단독다가구(매매),128.469595150891,35.1154867828539
경상남도 창원마산합포구 진북면 추곡리,4**,단독,8m미만,155.4,509.0,201609,19,"        14,750",1990.0,추곡2길,3. 마산합포구_단독다가구(매매),128.478025416764,35.1567741405652
경상남도 창원마산합포구 진전면 곡안리,1**,단독,8m미만,93.51,258.0,201706,29,"        14,500",1998.0,곡안2길,3. 마산합포구_단독다가구(매매),128.414658659805,35.1107112163577
경상남도 창원마산합포구 진전면 금암리,3**,단독,8m미만,85.48,240.0,201609,26,"         4,000",2005.0,금암상촌길,3. 마산합포구_단독다가구(매매),128.391364308936,35.1376518248376
경상남도 창원마산합포구 진전면 시락리,2**,단독,8m미만,62.9,238.0,201608,8,"         7,500",2001.0,회진로,3. 마산합포구_단독다가구(매매),128.396361525093,35.0587930418221
경상남도 창원마산합포구 진전면 시락리,2**,단독,8m미만,92.34,383.0,201703,16,"        22,940",2016.0,회진로,3. 마산합포구_단독다가구(매매),128.396361525093,35.0587930418221
경상남도 창원마산합포구 진전면 시락리,2**,단독,8m미만,99.86,492.0,201703,6,"        26,500",2016.0,회진로,3. 마산합포구_단독다가구(매매),128.396361525093,35.0587930418221
경상남도 창원마산합포구 진전면 양촌리,4**,단독,12m미만,56.2,185.0,201607,11,"         3,800",1981.0,,3. 마산합포구_단독다가구(매매),,
경상남도 창원마산합포구 진전면 양촌리,9**,단독,8m미만,144.37,456.0,201612,24,"        25,000",1995.0,대정5길,3. 마산합포구_단독다가구(매매),128.375506840996,35.1322749009769
경상남도 창원마산합포구 진전면 오서리,5**,단독,8m미만,70.01,185.0,201705,25,"        10,500",1990.0,오서8길,3. 마산합포구_단독다가구(매매),128.41683132804,35.1022853379377
경상남도 창원마산합포구 진전면 오서리,4**,단독,12m미만,70.3,219.0,201703,8,"        10,000",2001.0,오서로,3. 마산합포구_단독다가구(매매),128.416502522909,35.1031779270938
경상남도 창원마산합포구 진전면 오서리,1***,단독,12m미만,99.43,356.0,201610,20,"        22,000",2006.0,오서2길,3. 마산합포구_단독다가구(매매),128.199994787918,35.092622673194
경상남도 창원마산합포구 진전면 오서리,1***,단독,8m미만,127.57,718.0,201611,28,"        35,000",2005.0,오서2길,3. 마산합포구_단독다가구(매매),128.199994787918,35.092622673194
경상남도 창원마산합포구 진전면 율티리,3**,단독,8m미만,55.5,130.0,201611,14,"         2,220",1985.0,미더덕로,3. 마산합포구_단독다가구(매매),128.470354332794,35.0999334380401
경상남도 창원마산합포구 진전면 율티리,2**,단독,25m미만,189.18,226.0,201704,28,"        17,000",1990.0,회진로,3. 마산합포구_단독다가구(매매),128.396361525093,35.0587930418221
경상남도 창원마산합포구 진전면 이명리,8**,단독,12m미만,145.65,313.0,201610,21,"        18,000",2002.0,호산정달로,3. 마산합포구_단독다가구(매매),128.437153376542,35.0992911840481
경상남도 창원마산합포구 진전면 이명리,1**,단독,8m미만,322.0,322.0,201706,23,"        19,000",2012.0,이명2길,3. 마산합포구_단독다가구(매매),128.448535563261,35.090410583869
경상남도 창원마산합포구 진전면 이명리,9**,단독,8m미만,48.27,635.0,201705,15,"        12,300",2014.0,장자골길,3. 마산합포구_단독다가구(매매),127.971155857158,35.7099339701602
경상남도 창원마산합포구 진전면 이명리,1*,단독,8m미만,91.65,833.0,201607,21,"        20,000",1998.0,목화전길,3. 마산합포구_단독다가구(매매),128.453504247312,35.0913079035797
경상남도 창원마산합포구 진전면 일암리,7**,단독,8m미만,100.77,241.0,201610,18,"         5,300",,적석산길,3. 마산합포구_단독다가구(매매),128.368294650746,35.1191258077684
경상남도 창원마산합포구 진전면 창포리,1**,단독,8m미만,96.34,663.0,201611,7,"        17,000",2015.0,창포1길,3. 마산합포구_단독다가구(매매),128.459315790362,35.0895747029418
경상남도 창원마산합포구 진전면 평암리,1***,단독,8m미만,69.42,228.0,201611,28,"         3,500",1990.0,미천3길,3. 마산합포구_단독다가구(매매),128.3989110389,35.1544238211616
경상남도 창원마산합포구 진전면 평암리,1***,단독,8m미만,90.63,238.0,201702,8,"         6,000",2013.0,백암길,3. 마산합포구_단독다가구(매매),128.476016718303,35.390122230866
경상남도 창원마산합포구 진전면 평암리,6**,단독,8m미만,60.4,241.0,201611,25,"         3,000",1990.0,평암로,3. 마산합포구_단독다가구(매매),128.397910359054,35.1528346282954
경상남도 창원마산합포구 청계동,*,단독,12m미만,62.6,59.5,201703,3,"        11,900",1996.0,문화남11길,3. 마산합포구_단독다가구(매매),128.555898340613,35.1845366580894
경상남도 창원마산합포구 추산동,*,다가구,25m미만,389.58,129.1,201609,22,"        65,000",1978.0,북성로,3. 마산합포구_단독다가구(매매),128.75038145566,35.4989020074556
경상남도 창원마산합포구 추산동,6*,단독,8m미만,21.82,39.7,201705,10,"         2,200",1990.0,성호남1길,3. 마산합포구_단독다가구(매매),128.57067726551,35.2056047513114
경상남도 창원마산합포구 추산동,4*,단독,8m미만,23.41,39.7,201610,27,"         4,600",1990.0,성호서1길,3. 마산합포구_단독다가구(매매),128.570482928535,35.2073503575094
경상남도 창원마산합포구 추산동,4*,단독,8m미만,35.87,56.2,201610,11,"         3,700",2001.0,문신길,3. 마산합포구_단독다가구(매매),128.568334333418,35.2053120336971
경상남도 창원마산합포구 추산동,4*,단독,8m미만,33.6,59.5,201608,17,"         2,500",1990.0,성호서1길,3. 마산합포구_단독다가구(매매),128.570482928535,35.2073503575094
경상남도 창원마산합포구 추산동,6*,단독,8m미만,39.24,62.8,201702,10,"         4,000",1990.0,성호남2길,3. 마산합포구_단독다가구(매매),128.570414625286,35.2061699005846
경상남도 창원마산합포구 추산동,6*,단독,8m미만,52.02,66.1,201610,22,"         1,900",1988.0,성호남5길,3. 마산합포구_단독다가구(매매),128.571656336682,35.2060405001795
경상남도 창원마산합포구 추산동,7*,단독,8m미만,37.02,83.6,201701,3,"         6,000",1990.0,성호남6길,3. 마산합포구_단독다가구(매매),128.570710317239,35.2048066363806
경상남도 창원마산합포구 추산동,7*,단독,8m미만,43.87,86.0,201704,14,"         5,400",1990.0,성호남6길,3. 마산합포구_단독다가구(매매),128.570710317239,35.2048066363806
경상남도 창원마산합포구 추산동,6*,단독,8m미만,56.52,92.6,201611,3,"         7,000",1990.0,성호남4길,3. 마산합포구_단독다가구(매매),128.571269284217,35.2060752655171
경상남도 창원마산합포구 추산동,*,단독,12m미만,67.7,92.9,201702,24,"        17,200",2013.0,성호동2길,3. 마산합포구_단독다가구(매매),128.572441654756,35.2090068199523
경상남도 창원마산합포구 추산동,3*,단독,8m미만,65.59,122.3,201612,19,"         7,500",1990.0,문신길,3. 마산합포구_단독다가구(매매),128.568334333418,35.2053120336971
경상남도 창원마산합포구 추산동,1*,단독,8m미만,70.88,122.3,201609,29,"        12,000",1990.0,성호동2길,3. 마산합포구_단독다가구(매매),128.572441654756,35.2090068199523
경상남도 창원마산합포구 추산동,7*,단독,8m미만,147.14,175.2,201608,4,"        14,500",1984.0,성호남7길,3. 마산합포구_단독다가구(매매),128.570355612285,35.2044225339784
경상남도 창원마산합포구 추산동,6*,단독,8m미만,101.07,196.4,201703,28,"        25,298",1990.0,성호남1길,3. 마산합포구_단독다가구(매매),128.57067726551,35.2056047513114
경상남도 창원마산합포구 추산동,*,단독,25m미만,345.33,335.9,201609,26,"        83,000",1970.0,북성로,3. 마산합포구_단독다가구(매매),128.75038145566,35.4989020074556
경상남도 창원마산합포구 평화동,1*,단독,12m미만,61.49,161.3,201607,4,"        15,000",1990.0,문화북2길,3. 마산합포구_단독다가구(매매),128.558913429235,35.1871440175183
경상남도 창원마산합포구 해운동,1*,단독,8m미만,22.0,50.6,201610,12,"         7,000",1985.0,가포로,3. 마산합포구_단독다가구(매매),128.577647827478,35.1577201474466
경상남도 창원마산합포구 해운동,1*,단독,8m미만,97.99,94.3,201703,14,"        22,000",1977.0,월영남로,3. 마산합포구_단독다가구(매매),128.558623211515,35.175487826638
경상남도 창원마산합포구 홍문동,1*,단독,12m미만,161.79,119.0,201702,28,"        29,300",1995.0,문화남2길,3. 마산합포구_단독다가구(매매),128.559419956574,35.1841451890186
경상남도 창원마산합포구 홍문동,1*,단독,12m미만,601.59,194.6,201610,7,"        80,000",2003.0,문화남3길,3. 마산합포구_단독다가구(매매),128.559275206341,35.1847565636549
경상남도 창원마산합포구 화영동,*,단독,8m미만,54.59,130.5,201701,23,"         8,000",1987.0,문화남8길,3. 마산합포구_단독다가구(매매),128.554439558001,35.1851899592769
경상남도 창원마산합포구 화영동,*,단독,8m미만,45.85,150.4,201611,17,"        18,000",1943.0,문화남11길,3. 마산합포구_단독다가구(매매),128.555898340613,35.1845366580894
경상남도 창원마산회원구 구암동,2*,다가구,12m미만,140.63,123.8,201508,25,"        23,500",1982.0,구암남5길,4. 마산회원구_단독다가구(매매),128.591981528832,35.2462396151995
경상남도 창원마산회원구 구암동,2*,다가구,12m미만,116.93,125.4,201510,6,"        23,700",1978.0,구암남6길,4. 마산회원구_단독다가구(매매),128.592532359251,35.2459361322603
경상남도 창원마산회원구 구암동,9*,다가구,8m미만,131.74,127.2,201509,15,"        32,000",1983.0,구암남15길,4. 마산회원구_단독다가구(매매),128.601583793467,35.2502069006685
경상남도 창원마산회원구 구암동,8*,다가구,25m미만,109.69,127.3,201605,23,"        23,900",1976.0,팔용로,4. 마산회원구_단독다가구(매매),128.605717553977,35.2498452415035
경상남도 창원마산회원구 구암동,8*,다가구,8m미만,109.69,147.8,201606,12,"        19,000",1985.0,구암남5길,4. 마산회원구_단독다가구(매매),128.591981528832,35.2462396151995
경상남도 창원마산회원구 구암동,1***,다가구,8m미만,392.92,207.8,201604,27,"        70,000",2011.0,구암동1길,4. 마산회원구_단독다가구(매매),128.598995364624,35.2531758054785
경상남도 창원마산회원구 구암동,1***,다가구,12m미만,417.11,246.0,201602,23,"        60,000",2013.0,구암남21길,4. 마산회원구_단독다가구(매매),128.602339018773,35.25158659371
경상남도 창원마산회원구 구암동,1***,단독,8m미만,45.75,67.71,201507,7,"         5,000",1976.0,구암동1길,4. 마산회원구_단독다가구(매매),128.598995364624,35.2531758054785
경상남도 창원마산회원구 구암동,9*,단독,12m미만,88.63,88.5,201510,15,"        28,500",1978.0,구암남10길,4. 마산회원구_단독다가구(매매),128.599167587363,35.2496943391222
경상남도 창원마산회원구 구암동,2*,단독,25m미만,97.62,92.5,201602,29,"        22,000",2013.0,구암서1길,4. 마산회원구_단독다가구(매매),128.596471607014,35.2500062597045
경상남도 창원마산회원구 구암동,2**,단독,12m미만,109.9,96.3,201512,11,"        17,850",1983.0,구암북19길,4. 마산회원구_단독다가구(매매),128.594394245624,35.2553889322263
경상남도 창원마산회원구 구암동,1*,단독,25m미만,53.3,96.9,201511,29,"        18,000",1978.0,구암서1길,4. 마산회원구_단독다가구(매매),128.596471607014,35.2500062597045
경상남도 창원마산회원구 구암동,1*,단독,8m미만,97.71,98.2,201604,11,"        15,000",1978.0,구암서1길,4. 마산회원구_단독다가구(매매),128.596471607014,35.2500062597045
경상남도 창원마산회원구 구암동,1***,단독,8m미만,59.31,99.0,201603,27,"        11,000",1983.0,구암동1길,4. 마산회원구_단독다가구(매매),128.598995364624,35.2531758054785
경상남도 창원마산회원구 구암동,1***,단독,8m미만,94.65,99.0,201602,10,"        10,000",1979.0,구암동6길,4. 마산회원구_단독다가구(매매),128.600563654131,35.2543227880926
경상남도 창원마산회원구 구암동,1*,단독,25m미만,59.43,101.2,201509,17,"        18,100",1979.0,금강로,4. 마산회원구_단독다가구(매매),128.602415993555,35.2585721551254
경상남도 창원마산회원구 구암동,2**,단독,12m미만,119.06,102.8,201511,9,"        20,300",1983.0,구암북10길,4. 마산회원구_단독다가구(매매),128.59578759935,35.2547314105588
경상남도 창원마산회원구 구암동,2**,단독,12m미만,109.9,103.2,201508,27,"        15,100",1984.0,구암북5길,4. 마산회원구_단독다가구(매매),128.592266289051,35.252424878991
경상남도 창원마산회원구 구암동,1***,단독,12m미만,120.86,104.4,201509,25,"        16,500",1987.0,구암북19길,4. 마산회원구_단독다가구(매매),128.594394245624,35.2553889322263
경상남도 창원마산회원구 구암동,8*,단독,8m미만,103.08,104.8,201507,1,"        16,200",1985.0,구암남13길,4. 마산회원구_단독다가구(매매),128.599763783799,35.2504698047711
경상남도 창원마산회원구 구암동,9**,단독,8m미만,113.03,108.0,201601,13,"        15,000",1982.0,구암동1길,4. 마산회원구_단독다가구(매매),128.598995364624,35.2531758054785
경상남도 창원마산회원구 구암동,1***,단독,8m미만,118.3,108.3,201509,3,"        14,000",1989.0,구암북20길,4. 마산회원구_단독다가구(매매),128.59580409587,35.2587279571104
경상남도 창원마산회원구 구암동,8*,단독,25m미만,115.22,110.3,201510,22,"        29,500",1983.0,팔용로,4. 마산회원구_단독다가구(매매),128.605717553977,35.2498452415035
경상남도 창원마산회원구 구암동,2**,단독,8m미만,63.21,110.7,201605,9,"        17,320",1982.0,3·15성역로,4. 마산회원구_단독다가구(매매),128.587835823946,35.2521796624729
경상남도 창원마산회원구 구암동,2**,단독,8m미만,63.21,110.7,201512,11,"         9,800",1982.0,3·15성역로,4. 마산회원구_단독다가구(매매),128.587835823946,35.2521796624729
경상남도 창원마산회원구 구암동,1*,단독,12m미만,124.89,112.0,201510,14,"        17,400",1996.0,구암서8길,4. 마산회원구_단독다가구(매매),128.594461622377,35.2500893623295
경상남도 창원마산회원구 구암동,2**,단독,12m미만,115.59,114.4,201509,8,"        22,900",1982.0,구암북1길,4. 마산회원구_단독다가구(매매),128.59652838391,35.2543524040834
경상남도 창원마산회원구 구암동,2**,단독,8m미만,125.76,115.9,201509,30,"        16,000",1983.0,구암북16길,4. 마산회원구_단독다가구(매매),128.596089586943,35.2565052787707
경상남도 창원마산회원구 구암동,1***,단독,8m미만,59.73,116.0,201605,23,"        17,500",1977.0,구암동정길,4. 마산회원구_단독다가구(매매),128.599726969735,35.252605119793
경상남도 창원마산회원구 구암동,2**,단독,8m미만,124.57,117.2,201509,22,"        16,800",1989.0,구암북16길,4. 마산회원구_단독다가구(매매),128.596089586943,35.2565052787707
경상남도 창원마산회원구 구암동,2**,단독,12m미만,133.17,117.4,201604,13,"        25,300",1987.0,구암북1길,4. 마산회원구_단독다가구(매매),128.59652838391,35.2543524040834
