행정동,소계
합  계,1028283
의창구,217041
동읍            ,19032
북면            ,43418
대산면          ,7265
의창동          ,49713
팔룡동          ,26405
명곡동          ,40457
봉림동          ,30751
성산구,249838
반송동          ,40119
용지동          ,27242
중앙동,36428
상남동          ,27100
사파동          ,46039
가음정동        ,38555
성주동          ,26149
웅남동          ,8206
마산합포구,181936
구산면          ,4214
진동면          ,12012
진북면          ,3656
진전면          ,3815
현동            ,13858
가포동          ,2820
월영동          ,42275
문화동          ,11120
반월중앙동      ,13619
완월동          ,8659
자산동          ,9408
교방동          ,19033
오동동,18704
합포동          ,6835
산호동          ,11908
마산회원구,183154
내서읍          ,61375
회원1동         ,9819
회원2동         ,9754
석전동          ,16372
회성동          ,5491
양덕1동         ,10716
양덕2동         ,31604
합성1동         ,8934
합성2동         ,7460
구암1동         ,8573
구암2동         ,9207
봉암동          ,3849
진해구,196314
충무동          ,16368
여좌동          ,8132
태백동          ,3576
경화동          ,10734
병암동          ,7159
석동            ,17504
이동            ,8557
자은동          ,20720
덕산동          ,9673
풍호동          ,25317
웅천동          ,13391
웅동1동         ,8543
웅동2동         ,46640
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
