행정동,소계
합  계,1022029
의창구,213981
동읍            ,18532
북면            ,43242
대산면          ,7155
의창동          ,48928
팔룡동          ,25829
명곡동          ,39991
봉림동          ,30304
성산구,249920
반송동          ,39331
용지동          ,26709
중앙동,39713
상남동          ,26631
사파동          ,44984
가음정동        ,37926
성주동          ,26675
웅남동          ,7951
마산합포구,181379
구산면          ,4127
진동면          ,11857
진북면          ,3585
진전면          ,3802
현동            ,13716
가포동          ,4968
월영동          ,41780
문화동          ,10979
반월중앙동      ,13308
완월동          ,8442
자산동          ,9036
교방동          ,19030
오동동,18430
합포동          ,6669
산호동          ,11650
마산회원구,182140
내서읍          ,60181
회원1동         ,9620
회원2동         ,9584
석전동          ,16017
회성동          ,5259
양덕1동         ,10514
양덕2동         ,32641
합성1동         ,8711
합성2동         ,8603
구암1동         ,8226
구암2동         ,9028
봉암동          ,3756
진해구,194609
충무동          ,15767
여좌동          ,7921
태백동          ,3485
경화동          ,10577
병암동          ,6951
석동            ,17331
이동            ,8408
자은동          ,20389
덕산동          ,9302
풍호동          ,24940
웅천동          ,14370
웅동1동         ,8429
웅동2동         ,46739
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
