행정동,소계
합  계,1085104
의창구,258312
동읍            ,23215
북면            ,29285
대산면          ,7689
의창동          ,38308
팔룡동          ,39895
명곡동          ,52422
봉림동          ,37204
용지동          ,30294
성산구,237381
반송동          ,47853
중앙동          ,25490
상남동          ,32042
사파동          ,53831
가음정동        ,38103
성주동          ,28919
웅남동          ,11143
마산합포구,184747
구산면          ,5011
진동면          ,13184
진북면          ,4476
진전면          ,4506
현동            ,9258
가포동          ,1097
월영동          ,30602
문화동          ,12758
반월동          ,8785
중앙동          ,8587
완월동          ,11045
자산동          ,12949
동서동          ,11382
성호동          ,4331
교방동          ,10818
노산동          ,7459
오동동          ,6543
합포동          ,8165
산호동          ,13791
마산회원구,214328
내서읍          ,72122
회원1동         ,12266
회원2동         ,13019
석전1동         ,6229
석전2동         ,9913
회성동          ,7667
양덕1동         ,13033
양덕2동         ,34731
합성1동         ,7787
합성2동         ,10201
구암1동         ,11112
구암2동         ,11374
봉암동          ,4874
진해구,190336
중앙동          ,9143
태평동          ,6782
충무동          ,4362
여좌동          ,10987
태백동          ,6479
경화동          ,10649
병암동          ,8715
석동            ,19198
이동            ,10834
자은동          ,15766
덕산동          ,12035
풍호동          ,25324
웅천동          ,4962
웅동1동         ,9179
웅동2동         ,35921
