행정동,소계
합  계,1059813
의창구,262246
동읍            ,21003
북면            ,42982
대산면          ,7754
의창동          ,43081
팔룡동          ,38647
명곡동          ,45335
봉림동          ,31890
용지동          ,31554
성산구,224640
반송동          ,43366
중앙동          ,24441
상남동          ,29202
사파동          ,47742
가음정동        ,42868
성주동          ,27785
웅남동          ,9236
마산합포구,180068
구산면          ,4696
진동면          ,12958
진북면          ,4108
진전면          ,4222
현동            ,14737
가포동          ,705
월영동          ,33066
문화동          ,11935
반월중앙동      ,15733
완월동          ,9729
자산동          ,11517
교방동          ,8737
노산동          ,6355
오동동          ,20805
합포동          ,7331
산호동          ,13434
마산회원구,195856
내서읍          ,67792
회원1동         ,11320
회원2동         ,7884
석전동          ,14558
회성동          ,6775
양덕1동         ,11954
양덕2동         ,33102
합성1동         ,9833
합성2동         ,8436
구암1동         ,9730
구암2동         ,10239
봉암동          ,4233
진해구,197003
중앙동          ,8118
태평동          ,6123
충무동          ,3810
여좌동          ,9168
태백동          ,5368
경화동          ,11697
병암동          ,7814
석동            ,17751
이동            ,8796
자은동          ,21858
덕산동          ,10460
풍호동          ,26558
웅천동          ,12556
웅동1동         ,7374
웅동2동         ,39552
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
