행정동,소계
합  계,1043106
의창구,220413
동읍            ,19852
북면            ,43504
대산면          ,7421
의창동          ,50494
팔룡동          ,26633
명곡동          ,41831
봉림동          ,30678
성산구,253970
반송동          ,41035
용지동          ,29631
중앙동          ,35620
상남동          ,27799
사파동          ,44691
가음정동        ,40359
성주동          ,26407
웅남동          ,8428
마산합포구,183231
구산면          ,4380
진동면          ,12285
진북면          ,3680
진전면          ,3929
현동            ,14157
가포동          ,1731
월영동          ,42771
문화동          ,11201
반월중앙동      ,14411
완월동          ,9032
자산동          ,10279
교방동          ,16187
오동동          ,19470
합포동          ,7348
산호동          ,12370
마산회원구,187810
내서읍          ,63583
회원1동         ,10146
회원2동         ,10105
석전동          ,16758
회성동          ,6015
양덕1동         ,11017
양덕2동         ,31193
합성1동         ,9271
합성2동         ,7694
구암1동         ,8909
구암2동         ,9418
봉암동          ,3701
진해구,197682
충무동          ,16942
여좌동          ,8550
태백동          ,4041
경화동          ,11085
병암동          ,7448
석동            ,17600
이동            ,8683
자은동          ,21215
덕산동          ,10154
풍호동          ,25543
웅천동          ,13237
웅동1동         ,7833
웅동2동         ,45351
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
