행정동,소계
합  계,1021003
의창구,214029
동읍,18487
북면,43371
대산면,7179
의창동,48855
팔룡동,25779
명곡동,40187
봉림동,30171
성산구,249612
반송동,39382
용지동,26586
중앙동,39701
상남동,26574
사파동,44876
가음정동,37928
성주동,26619
웅남동,7946
마산합포구,181020
구산면,4124
진동면,11825
진북면,3573
진전면,3790
현동,13684
가포동,5163
월영동,41683
문화동,10874
반월중앙동,13289
완월동,8399
자산동,8964
교방동,19014
오동동,18424
합포동,6635
산호동,11579
마산회원구,181992
내서읍,59927
회원1동,9557
회원2동,9563
석전동,15952
회성동,5203
양덕1동,10414
양덕2동,32974
합성1동,8665
합성2동,8812
구암1동,8170
구암2동,9002
봉암동,3753
진해구,194350
충무동,15778
여좌동,7892
태백동,3469
경화동,10521
병암동,6904
석동,17308
이동,8377
자은동,20332
덕산동,9278
풍호동,24864
웅천동,14411
웅동1동,8422
웅동2동,46794
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
