행정동,소계
합  계,1040355
의창구,219569
동읍            ,19749
북면            ,43210
대산면          ,7388
의창동          ,50296
팔룡동          ,26539
명곡동          ,41647
봉림동          ,30740
성산구,253466
반송동          ,40705
용지동          ,29080
중앙동          ,35622
상남동          ,27415
사파동          ,46068
가음정동        ,40049
성주동          ,26188
웅남동          ,8339
마산합포구,182860
구산면          ,4360
진동면          ,12208
진북면          ,3654
진전면          ,3905
현동            ,14069
가포동          ,1869
월영동          ,42799
문화동          ,11260
반월중앙동      ,14318
완월동          ,9007
자산동          ,10172
교방동          ,16215
오동동          ,19437
합포동          ,7273
산호동          ,12314
마산회원구,187099
내서읍          ,63294
회원1동         ,10171
회원2동         ,10085
석전동          ,16763
회성동          ,5959
양덕1동         ,10945
양덕2동         ,30978
합성1동         ,9234
합성2동         ,7724
구암1동         ,8858
구암2동         ,9391
봉암동          ,3697
진해구,197361
충무동          ,16824
여좌동          ,8530
태백동          ,3861
경화동          ,11056
병암동          ,7425
석동            ,17515
이동            ,8637
자은동          ,21130
덕산동          ,10069
풍호동          ,25515
웅천동          ,13213
웅동1동         ,8137
웅동2동         ,45449
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
