행정동,소계
합  계,1019030
의창구,214023
동읍,18433
북면,44051
대산면,7166
의창동,48621
팔룡동,25618
명곡동,40045
봉림동,30089
성산구,248757
반송동,39261
용지동,26435
중앙동,39559
상남동,26468
사파동,44634
가음정동,37760
성주동,26695
웅남동,7945
마산합포구,180449
구산면,4133
진동면,11801
진북면,3555
진전면,3786
현동,13617
가포동,5235
월영동,41521
문화동,10902
반월중앙동,13246
완월동,8371
자산동,8937
교방동,18922
오동동,18307
합포동,6620
산호동,11496
마산회원구,182148
내서읍,59532
회원1동,9514
회원2동,9536
석전동,15847
회성동,5184
양덕1동,10365
양덕2동,33869
합성1동,8638
합성2동,8851
구암1동,8118
구암2동,8968
봉암동,3726
진해구,193653
충무동,15643
여좌동,7874
태백동,3454
경화동,10482
병암동,6888
석동,17215
이동,8395
자은동,20222
덕산동,9248
풍호동,24791
웅천동,14394
웅동1동,8368
웅동2동,46679
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
