행정동,소계
합  계,1048786
의창구,264550
동읍            ,20090
북면            ,43640
대산면          ,7505
의창동          ,51084
팔룡동          ,38655
명곡동          ,42679
봉림동          ,30743
용지동          ,30154
성산구,216639
반송동          ,41961
중앙동          ,23862
상남동          ,28225
사파동          ,45689
가음정동        ,41314
성주동          ,26887
웅남동          ,8701
마산합포구,179913
구산면          ,4472
진동면          ,12429
진북면          ,3859
진전면          ,4093
현동            ,14231
가포동          ,1017
월영동          ,38443
문화동          ,11364
반월중앙동      ,14808
완월동          ,9241
자산동          ,10787
교방동          ,15922
오동동          ,19688
합포동          ,6901
산호동          ,12658
마산회원구,191895
내서읍          ,64727
회원1동         ,10462
회원2동         ,10149
석전동          ,17160
회성동          ,6270
양덕1동         ,11283
양덕2동         ,31716
합성1동         ,9480
합성2동         ,7877
구암1동         ,9123
구암2동         ,9756
봉암동          ,3892
진해구,195789
충무동          ,17289
여좌동          ,8764
태백동          ,5000
경화동          ,11356
병암동          ,7545
석동            ,17501
이동            ,8670
자은동          ,21527
덕산동          ,10275
풍호동          ,25979
웅천동          ,13062
웅동1동         ,7036
웅동2동         ,41785
