행정동,소계
합  계,1028884
의창구,217416
동읍            ,19072
북면            ,43427
대산면          ,7262
의창동          ,49785
팔룡동          ,26434
명곡동          ,40588
봉림동          ,30848
성산구,250196
반송동          ,40244
용지동          ,27237
중앙동,36392
상남동          ,27139
사파동          ,46121
가음정동        ,38632
성주동          ,26186
웅남동          ,8245
마산합포구,182151
구산면          ,4218
진동면          ,12031
진북면          ,3648
진전면          ,3825
현동            ,13842
가포동          ,2755
월영동          ,42438
문화동          ,11148
반월중앙동      ,13646
완월동          ,8683
자산동          ,9449
교방동          ,18915
오동동,18741
합포동          ,6879
산호동          ,11933
마산회원구,182647
내서읍          ,61607
회원1동         ,9836
회원2동         ,9775
석전동          ,16397
회성동          ,5515
양덕1동         ,10728
양덕2동         ,30592
합성1동         ,8960
합성2동         ,7519
구암1동         ,8601
구암2동         ,9266
봉암동          ,3851
진해구,196474
충무동          ,16374
여좌동          ,8171
태백동          ,3590
경화동          ,10756
병암동          ,7150
석동            ,17528
이동            ,8521
자은동          ,20752
덕산동          ,9737
풍호동          ,25345
웅천동          ,13424
웅동1동         ,8563
웅동2동         ,46563
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
