행정동,소계
합  계,1072678
의창구,257685
동읍            ,22555
북면            ,36997
대산면          ,7399
의창동          ,36488
팔룡동          ,37946
명곡동          ,49506
봉림동          ,34611
용지동          ,32183
성산구,231964
반송동          ,45426
중앙동          ,25387
상남동          ,30487
사파동          ,50796
가음정동        ,42149
성주동          ,27559
웅남동          ,10160
마산합포구,183916
구산면          ,4928
진동면          ,13394
진북면          ,4347
진전면          ,4370
현동            ,13563
가포동          ,915
월영동          ,31759
문화동          ,12257
반월중앙동      ,16731
완월동          ,10547
자산동          ,12303
교방동          ,9373
노산동          ,6799
오동동          ,21323
합포동          ,7982
산호동          ,13325
마산회원구,205403
내서읍          ,70500
회원1동         ,12171
회원2동         ,9509
석전동          ,15119
회성동          ,7437
양덕1동         ,12594
양덕2동         ,34877
합성1동         ,7385
합성2동         ,9559
구암1동         ,10642
구암2동         ,10866
봉암동          ,4744
진해구,193710
중앙동          ,8707
태평동          ,6478
충무동          ,4098
여좌동          ,10256
태백동          ,6061
경화동          ,11509
병암동          ,8284
석동            ,18432
이동            ,10067
자은동          ,18830
덕산동          ,11300
풍호동          ,26874
웅천동          ,6854
웅동1동         ,7814
웅동2동         ,38146
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
