행정동,소계
합  계,1075315
의창구,255605
동읍            ,23108
북면            ,32569
대산면          ,7573
의창동          ,37476
팔룡동          ,38815
명곡동          ,50946
봉림동          ,35986
용지동          ,29132
성산구,233354
반송동          ,46885
중앙동          ,25696
상남동          ,31463
사파동          ,52332
가음정동        ,38232
성주동          ,28249
웅남동          ,10497
마산합포구,183888
구산면          ,4984
진동면          ,13456
진북면          ,4409
진전면          ,4435
현동            ,11813
가포동          ,1002
월영동          ,30421
문화동          ,12569
반월중앙동      ,17082
완월동          ,10789
자산동          ,12632
교방동          ,9813
노산동          ,7139
오동동          ,21700
합포동          ,8119
산호동          ,13525
마산회원구,210350
내서읍          ,71337
회원1동         ,12309
회원2동         ,11403
석전동          ,15385
회성동          ,7548
양덕1동         ,12747
양덕2동         ,35354
합성1동         ,7561
합성2동         ,9993
구암1동         ,10855
구암2동         ,11104
봉암동          ,4754
진해구,192118
중앙동          ,8856
태평동          ,6632
충무동          ,4268
여좌동          ,10583
태백동          ,6227
경화동          ,11582
병암동          ,8481
석동            ,18820
이동            ,10500
자은동          ,17614
덕산동          ,11676
풍호동          ,27207
웅천동          ,4969
웅동1동         ,8071
웅동2동         ,36632
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",
