행정동,소계
 합  계 ,"1,090,345 "
의창구," 263,452 "
동읍            ," 23,692 "
북면            ," 25,737 "
대산면          ," 7,915 "
의창동          ," 38,548 "
팔룡동          ," 44,457 "
명곡동          ," 53,680 "
봉림동          ," 38,097 "
용지동          ," 31,326 "
성산구," 242,081 "
반송동          ," 48,542 "
중앙동          ," 25,430 "
상남동          ," 32,511 "
사파동          ," 54,952 "
가음정동        ," 39,163 "
성주동          ," 29,939 "
웅남동          ," 11,544 "
마산합포구," 184,155 "
구산면          ," 5,202 "
진동면          ," 12,692 "
진북면          ," 4,634 "
진전면          ," 4,503 "
현동            ," 3,709 "
가포동          ," 1,401 "
월영동          ," 31,581 "
문화동          ," 13,293 "
반월동          ," 9,132 "
중앙동          ," 8,968 "
완월동          ," 11,369 "
자산동          ," 13,509 "
동서동          ," 11,709 "
성호동          ," 4,565 "
교방동          ," 11,341 "
노산동          ," 7,734 "
오동동          ," 6,553 "
합포동          ," 7,799 "
산호동          ," 14,461 "
마산회원구," 215,755 "
내서읍          ," 72,747 "
회원1동         ," 12,508 "
회원2동         ," 14,009 "
석전1동         ," 8,051 "
석전2동         ," 10,083 "
회성동          ," 7,851 "
양덕1동         ," 13,481 "
양덕2동         ," 29,372 "
합성1동         ," 8,821 "
합성2동         ," 10,513 "
구암1동         ," 11,568 "
구암2동         ," 11,606 "
봉암동          ," 5,145 "
진해구," 184,902 "
중앙동          ," 9,450 "
태평동          ," 6,828 "
충무동          ," 4,714 "
여좌동          ," 12,134 "
태백동          ," 6,905 "
경화동          ," 11,126 "
병암동          ," 8,990 "
석동            ," 19,839 "
이동            ," 11,595 "
자은동          ," 12,466 "
덕산동          ," 12,399 "
풍호동          ," 18,163 "
웅천동          ," 5,031 "
웅동1동         ," 9,605 "
웅동2동         ," 35,657 "
