행정동,소계
합  계,1044774
의창구,220624
동읍            ,19919
북면            ,43563
대산면          ,7426
의창동          ,50574
팔룡동          ,26622
명곡동          ,41886
봉림동          ,30634
성산구,254676
반송동          ,41173
용지동          ,29645
중앙동          ,35658
상남동          ,27858
사파동          ,44814
가음정동        ,40538
성주동          ,26505
웅남동          ,8485
마산합포구,183270
구산면          ,4383
진동면          ,12299
진북면          ,3697
진전면          ,3932
현동            ,14186
가포동          ,1659
월영동          ,42767
문화동          ,11162
반월중앙동      ,14477
완월동          ,9026
자산동          ,10307
교방동          ,16177
오동동          ,19484
합포동          ,7366
산호동          ,12348
마산회원구,188384
내서읍          ,63817
회원1동         ,10174
회원2동         ,10101
석전동          ,16829
회성동          ,6046
양덕1동         ,11047
양덕2동         ,31321
합성1동         ,9307
합성2동         ,7695
구암1동         ,8926
구암2동         ,9427
봉암동          ,3694
진해구,197820
충무동          ,17007
여좌동          ,8544
태백동          ,4092
경화동          ,11132
병암동          ,7455
석동            ,17615
이동            ,8657
자은동          ,21300
덕산동          ,10188
풍호동          ,25631
웅천동          ,13245
웅동1동         ,7709
웅동2동         ,45245
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
