행정동,소계
합  계,1072603
의창구,256334
동읍            ,22796
북면            ,34799
대산면          ,7491
의창동          ,37121
팔룡동          ,38322
명곡동          ,50352
봉림동          ,35333
용지동          ,30120
성산구,232570
반송동          ,46115
중앙동          ,25496
상남동          ,30933
사파동          ,51583
가음정동        ,40170
성주동          ,27913
웅남동          ,10360
마산합포구,183635
구산면          ,4967
진동면          ,13445
진북면          ,4380
진전면          ,4401
현동            ,13032
가포동          ,965
월영동          ,30188
문화동          ,12442
반월중앙동      ,17012
완월동          ,10733
자산동          ,12513
교방동          ,9586
노산동          ,6977
오동동          ,21519
합포동          ,8060
산호동          ,13415
마산회원구,208383
내서읍          ,70976
회원1동         ,12271
회원2동         ,10692
석전동          ,15257
회성동          ,7522
양덕1동         ,12664
양덕2동         ,35170
합성1동         ,7470
합성2동         ,9881
구암1동         ,10745
구암2동         ,10975
봉암동          ,4760
진해구,191681
중앙동          ,8785
태평동          ,6518
충무동          ,4214
여좌동          ,10446
태백동          ,6168
경화동          ,11611
병암동          ,8376
석동            ,18639
이동            ,10318
자은동          ,17776
덕산동          ,11513
풍호동          ,27061
웅천동          ,5655
웅동1동         ,7941
웅동2동         ,36660
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",
