행정동,소계
합  계,1075658
의창구,255398
동읍            ,23148
북면            ,31086
대산면          ,7597
의창동          ,37694
팔룡동          ,39071
명곡동          ,51175
봉림동          ,36303
용지동          ,29324
성산구,233410
반송동          ,47092
중앙동          ,25759
상남동          ,31625
사파동          ,52795
가음정동        ,37284
성주동          ,28316
웅남동          ,10539
마산합포구,183803
구산면          ,4997
진동면          ,13450
진북면          ,4396
진전면          ,4438
현동            ,10809
가포동          ,1009
월영동          ,30618
문화동          ,12601
반월중앙동      ,17152
완월동          ,10832
자산동          ,12706
교방동          ,10003
노산동          ,7242
오동동          ,21834
합포동          ,8142
산호동          ,13574
마산회원구,211126
내서읍          ,71614
회원1동         ,12308
회원2동         ,11624
석전동          ,15473
회성동          ,7571
양덕1동         ,12760
양덕2동         ,35404
합성1동         ,7584
합성2동         ,10025
구암1동         ,10874
구암2동         ,11120
봉암동          ,4769
진해구,191921
중앙동          ,8872
태평동          ,6665
충무동          ,4265
여좌동          ,10626
태백동          ,6252
경화동          ,11500
병암동          ,8501
석동            ,18846
이동            ,10566
자은동          ,17498
덕산동          ,11739
풍호동          ,27193
웅천동          ,4624
웅동1동         ,8081
웅동2동         ,36693
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",
