행정동,소계
합  계,1039722
의창구,219408
동읍            ,19742
북면            ,43208
대산면          ,7389
의창동          ,50290
팔룡동          ,26422
명곡동          ,41607
봉림동          ,30750
성산구,253342
반송동          ,40670
용지동          ,28962
중앙동          ,35642
상남동          ,27394
사파동          ,46264
가음정동        ,39966
성주동          ,26162
웅남동          ,8282
마산합포구,182680
구산면          ,4360
진동면          ,12184
진북면          ,3654
진전면          ,3903
현동            ,14080
가포동          ,1877
월영동          ,42811
문화동          ,11244
반월중앙동      ,14282
완월동          ,8995
자산동          ,10141
교방동          ,16222
오동동          ,19412
합포동          ,7249
산호동          ,12266
마산회원구,186951
내서읍          ,63230
회원1동         ,10165
회원2동         ,10078
석전동          ,16786
회성동          ,5933
양덕1동         ,10967
양덕2동         ,30927
합성1동         ,9212
합성2동         ,7715
구암1동         ,8844
구암2동         ,9380
봉암동          ,3714
진해구,197341
충무동          ,16773
여좌동          ,8535
태백동          ,3823
경화동          ,11063
병암동          ,7412
석동            ,17531
이동            ,8622
자은동          ,21139
덕산동          ,10064
풍호동          ,25518
웅천동          ,13202
웅동1동         ,8198
웅동2동         ,45461
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
