행정동,소계
합  계,1088854
의창구,262724
동읍            ,23608
북면            ,28554
대산면          ,7906
의창동          ,38460
팔룡동          ,41394
명곡동          ,53618
봉림동          ,38062
용지동          ,31122
성산구,241964
반송동          ,48497
중앙동          ,25859
상남동          ,32424
사파동          ,54860
가음정동        ,38994
성주동          ,29844
웅남동          ,11486
마산합포구,183700
구산면          ,5177
진동면          ,12833
진북면          ,4645
진전면          ,4499
현동            ,3927
가포동          ,1329
월영동          ,31465
문화동          ,13217
반월동          ,9074
중앙동          ,8926
완월동          ,11402
자산동          ,13433
동서동          ,11619
성호동          ,4495
교방동          ,11279
노산동          ,7663
오동동          ,6676
합포동          ,7679
산호동          ,14362
마산회원구,214734
내서읍          ,72642
회원1동         ,12479
회원2동         ,13831
석전1동         ,7886
석전2동         ,10047
회성동          ,7814
양덕1동         ,13401
양덕2동         ,29373
합성1동         ,8563
합성2동         ,10512
구암1동         ,11475
구암2동         ,11605
봉암동          ,5106
진해구,185732
중앙동          ,9573
태평동          ,6912
충무동          ,4668
여좌동          ,11985
태백동          ,6729
경화동          ,11121
병암동          ,8922
석동            ,19651
이동            ,11334
자은동          ,14184
덕산동          ,12310
풍호동          ,18057
웅천동          ,5056
웅동1동         ,9484
웅동2동         ,35746
