행정동,소계
합  계,1046160
의창구,220929
동읍            ,19966
북면            ,43596
대산면          ,7409
의창동          ,50644
팔룡동          ,26633
명곡동          ,42055
봉림동          ,30626
성산구,255379
반송동          ,41289
용지동          ,29768
중앙동          ,35680
상남동          ,27963
사파동          ,44932
가음정동        ,40659
성주동          ,26601
웅남동          ,8487
마산합포구,183199
구산면          ,4387
진동면          ,12335
진북면          ,3689
진전면          ,3956
현동            ,14211
가포동          ,1346
월영동          ,42798
문화동          ,11212
반월중앙동      ,14545
완월동          ,9030
자산동          ,10362
교방동          ,16129
오동동          ,19476
합포동          ,7340
산호동          ,12383
마산회원구,189040
내서읍          ,64010
회원1동         ,10234
회원2동         ,10067
석전동          ,16978
회성동          ,6082
양덕1동         ,11070
양덕2동         ,31355
합성1동         ,9372
합성2동         ,7679
구암1동         ,8935
구암2동         ,9511
봉암동          ,3747
진해구,197613
충무동          ,17103
여좌동          ,8566
태백동          ,4279
경화동          ,11188
병암동          ,7473
석동            ,17626
이동            ,8670
자은동          ,21352
덕산동          ,10211
풍호동          ,25791
웅천동          ,13184
웅동1동         ,7412
웅동2동         ,44758
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
