행정동,소계
합  계,1061413
의창구,260793
동읍            ,21086
북면            ,42974
대산면          ,7767
의창동          ,40814
팔룡동          ,38819
명곡동          ,45580
봉림동          ,32053
용지동          ,31700
성산구,225900
반송동          ,43617
중앙동          ,24531
상남동          ,29417
사파동          ,47940
가음정동        ,43078
성주동          ,27960
웅남동          ,9357
마산합포구,180992
구산면          ,4720
진동면          ,13036
진북면          ,4120
진전면          ,4229
현동            ,14771
가포동          ,720
월영동          ,33136
문화동          ,12014
반월중앙동      ,15870
완월동          ,9803
자산동          ,11651
교방동          ,8748
노산동          ,6432
오동동          ,20876
합포동          ,7344
산호동          ,13522
마산회원구,196623
내서읍          ,68146
회원1동         ,11379
회원2동         ,7955
석전동          ,14203
회성동          ,6835
양덕1동         ,12020
양덕2동         ,33275
합성1동         ,9878
합성2동         ,8521
구암1동         ,9839
구암2동         ,10276
봉암동          ,4296
진해구,197105
중앙동          ,8135
태평동          ,6189
충무동          ,3764
여좌동          ,9247
태백동          ,5437
경화동          ,11689
병암동          ,7804
석동            ,17761
이동            ,8859
자은동          ,21824
덕산동          ,10474
풍호동          ,26584
웅천동          ,12518
웅동1동         ,7402
웅동2동         ,39418
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
