행정동,소계
합  계,1071742
의창구,257465
동읍            ,22483
북면            ,37670
대산면          ,7295
의창동          ,36325
팔룡동          ,37695
명곡동          ,49180
봉림동          ,34329
용지동          ,32488
성산구,232160
반송동          ,45290
중앙동          ,25345
상남동          ,30217
사파동          ,50313
가음정동        ,43665
성주동          ,27313
웅남동          ,10017
마산합포구,184044
구산면          ,4928
진동면          ,13342
진북면          ,4333
진전면          ,4366
현동            ,13634
가포동          ,914
월영동          ,32018
문화동          ,12384
반월중앙동      ,16605
완월동          ,10500
자산동          ,12196
교방동          ,9278
노산동          ,6760
오동동          ,21315
합포동          ,7908
산호동          ,13563
마산회원구,203939
내서읍          ,70370
회원1동         ,12059
회원2동         ,9103
석전동          ,15002
회성동          ,7341
양덕1동         ,12521
양덕2동         ,34657
합성1동         ,7364
합성2동         ,9344
구암1동         ,10602
구암2동         ,10867
봉암동          ,4709
진해구,194134
중앙동          ,8590
태평동          ,6463
충무동          ,4056
여좌동          ,10122
태백동          ,6028
경화동          ,11447
병암동          ,8214
석동            ,18357
이동            ,9948
자은동          ,19165
덕산동          ,11174
풍호동          ,26885
웅천동          ,7513
웅동1동         ,7791
웅동2동         ,38381
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
