행정동,소계
합  계,1047375
의창구,263175
동읍            ,19993
북면            ,43643
대산면          ,7431
의창동          ,50953
팔룡동          ,38226
명곡동          ,42248
봉림동          ,30682
용지동          ,29999
성산구,215178
반송동          ,41616
중앙동          ,23924
상남동          ,28097
사파동          ,45314
가음정동        ,40966
성주동          ,26720
웅남동          ,8541
마산합포구,182328
구산면          ,4405
진동면          ,12367
진북면          ,3758
진전면          ,4029
현동            ,14200
가포동          ,990
월영동          ,41758
문화동          ,11302
반월중앙동      ,14682
완월동          ,9102
자산동          ,10580
교방동          ,16065
오동동          ,19521
합포동          ,7082
산호동          ,12487
마산회원구,190295
내서읍          ,64359
회원1동         ,10335
회원2동         ,10101
석전동          ,17133
회성동          ,6156
양덕1동         ,11144
양덕2동         ,31525
합성1동         ,9419
합성2동         ,7746
구암1동         ,9003
구암2동         ,9616
봉암동          ,3758
진해구,196399
충무동          ,17090
여좌동          ,8614
태백동          ,4934
경화동          ,11271
병암동          ,7516
석동            ,17544
이동            ,8679
자은동          ,21505
덕산동          ,10207
풍호동          ,25913
웅천동          ,13150
웅동1동         ,7036
웅동2동         ,42940
