행정동,소계
합  계,1085867
의창구,259290
동읍            ,23209
북면            ,29157
대산면          ,7758
의창동          ,38312
팔룡동          ,40114
명곡동          ,52767
봉림동          ,37426
용지동          ,30547
성산구,237911
반송동          ,48021
중앙동          ,25522
상남동          ,32157
사파동          ,53868
가음정동        ,38331
성주동          ,28895
웅남동          ,11117
마산합포구,184476
구산면          ,5047
진동면          ,12899
진북면          ,4553
진전면          ,4521
현동            ,8706
가포동          ,1168
월영동          ,30691
문화동          ,12843
반월동          ,8844
중앙동          ,8584
완월동          ,11090
자산동          ,13023
동서동          ,11391
성호동          ,4348
교방동          ,10915
노산동          ,7437
오동동          ,6532
합포동          ,7986
산호동          ,13898
마산회원구,214406
내서읍          ,72127
회원1동         ,12158
회원2동         ,13409
석전1동         ,7071
석전2동         ,9923
회성동          ,7664
양덕1동         ,13020
양덕2동         ,33397
합성1동         ,7862
합성2동         ,10233
구암1동         ,11195
구암2동         ,11437
봉암동          ,4910
진해구,189784
중앙동          ,9134
태평동          ,6789
충무동          ,4440
여좌동          ,11043
태백동          ,6510
경화동          ,10684
병암동          ,8594
석동            ,19318
이동            ,10880
자은동          ,15704
덕산동          ,11981
풍호동          ,24641
웅천동          ,4979
웅동1동         ,9273
웅동2동         ,35814
