행정동,소계
합  계,1063077
의창구,259085
동읍            ,21212
북면            ,42858
대산면          ,7832
의창동          ,37501
팔룡동          ,39185
명곡동          ,46313
봉림동          ,32252
용지동          ,31932
성산구,227153
반송동          ,43853
중앙동          ,24678
상남동          ,29571
사파동          ,48323
가음정동        ,43283
성주동          ,28012
웅남동          ,9433
마산합포구,181792
구산면          ,4742
진동면          ,13146
진북면          ,4155
진전면          ,4273
현동            ,14764
가포동          ,725
월영동          ,32962
문화동          ,12117
반월중앙동      ,16021
완월동          ,9918
자산동          ,11814
교방동          ,8848
노산동          ,6511
오동동          ,20759
합포동          ,7428
산호동          ,13609
마산회원구,198124
내서읍          ,68585
회원1동         ,11463
회원2동         ,8037
석전동          ,14287
회성동          ,6891
양덕1동         ,12110
양덕2동         ,33477
합성1동         ,9940
합성2동         ,8645
구암1동         ,9966
구암2동         ,10385
봉암동          ,4338
진해구,196923
중앙동          ,8152
태평동          ,6249
충무동          ,3789
여좌동          ,9362
태백동          ,5519
경화동          ,11735
병암동          ,7901
석동            ,17836
이동            ,9050
자은동          ,21865
덕산동          ,10563
풍호동          ,26680
웅천동          ,11291
웅동1동         ,7530
웅동2동         ,39401
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
