행정동,소계
합  계,1022490
의창구,213816
동읍            ,18585
북면            ,43262
대산면          ,7187
의창동          ,48965
팔룡동          ,25867
명곡동          ,39572
봉림동          ,30378
성산구,250052
반송동          ,39339
용지동          ,26769
중앙동,39676
상남동          ,26664
사파동          ,45038
가음정동        ,37968
성주동          ,26650
웅남동          ,7948
마산합포구,181556
구산면          ,4130
진동면          ,11860
진북면          ,3583
진전면          ,3791
현동            ,13715
가포동          ,4949
월영동          ,41808
문화동          ,11017
반월중앙동      ,13303
완월동          ,8464
자산동          ,9073
교방동          ,19053
오동동,18432
합포동          ,6718
산호동          ,11660
마산회원구,182268
내서읍          ,60241
회원1동         ,9644
회원2동         ,9607
석전동          ,16058
회성동          ,5284
양덕1동         ,10541
양덕2동         ,32665
합성1동         ,8719
합성2동         ,8397
구암1동         ,8266
구암2동         ,9079
봉암동          ,3767
진해구,194798
충무동          ,15833
여좌동          ,7953
태백동          ,3510
경화동          ,10603
병암동          ,6991
석동            ,17363
이동            ,8416
자은동          ,20375
덕산동          ,9324
풍호동          ,24952
웅천동          ,14362
웅동1동         ,8424
웅동2동         ,46692
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
