행정동,소계
합  계,1089009
의창구,261724
동읍            ,23377
북면            ,28870
대산면          ,7850
의창동          ,38430
팔룡동          ,40922
명곡동          ,53378
봉림동          ,37849
용지동          ,31048
성산구,243286
반송동          ,48393
중앙동          ,25850
상남동          ,32412
사파동          ,54618
가음정동        ,38908
성주동          ,29612
웅남동          ,11462
마산합포구,183647
구산면          ,5175
진동면          ,12850
진북면          ,4659
진전면          ,4522
현동            ,3954
가포동          ,1311
월영동          ,31433
문화동          ,13284
반월동          ,9058
중앙동          ,8922
완월동          ,11374
자산동          ,13417
동서동          ,11646
성호동          ,4498
교방동          ,11252
노산동          ,7650
오동동          ,6653
합포동          ,7646
산호동          ,14343
마산회원구,214044
내서읍          ,72666
회원1동         ,12409
회원2동         ,13749
석전1동         ,7796
석전2동         ,10021
회성동          ,7825
양덕1동         ,13370
양덕2동         ,29287
합성1동         ,8368
합성2동         ,10447
구암1동         ,11492
구암2동         ,11544
봉암동          ,5070
진해구,186308
중앙동          ,9471
태평동          ,7008
충무동          ,4675
여좌동          ,11791
태백동          ,6695
경화동          ,11045
병암동          ,8854
석동            ,19652
이동            ,11198
자은동          ,15254
덕산동          ,12345
풍호동          ,18021
웅천동          ,5062
웅동1동         ,9450
웅동2동         ,35787
