행정동,소계
합  계,1052512
의창구,266834
동읍            ,20442
북면            ,43240
대산면          ,7588
의창동          ,51220
팔룡동          ,38926
명곡동          ,43705
봉림동          ,31114
용지동          ,30599
성산구,219549
반송동          ,42525
중앙동          ,24038
상남동          ,28652
사파동          ,46351
가음정동        ,41841
성주동          ,27198
웅남동          ,8944
마산합포구,176827
구산면          ,4580
진동면          ,12653
진북면          ,3970
진전면          ,4123
현동            ,14592
가포동          ,678
월영동          ,33376
문화동          ,11598
반월중앙동      ,15232
완월동          ,9533
자산동          ,11203
교방동          ,14829
오동동          ,20226
합포동          ,7141
산호동          ,13093
마산회원구,193529
내서읍          ,66099
회원1동         ,10917
회원2동         ,7556
석전동          ,17539
회성동          ,6477
양덕1동         ,11531
양덕2동         ,32372
합성1동         ,9615
합성2동         ,8109
구암1동         ,9362
구암2동         ,9955
봉암동          ,3997
진해구,195773
충무동          ,17638
여좌동          ,9012
태백동          ,5215
경화동          ,11507
병암동          ,7599
석동            ,17559
이동            ,8725
자은동          ,21691
덕산동          ,10255
풍호동          ,26322
웅천동          ,12835
웅동1동         ,7189
웅동2동         ,40226
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",
