행정동,소계
합  계,1072657
의창구,257272
동읍            ,22577
북면            ,36630
대산면          ,7439
의창동          ,36591
팔룡동          ,38046
명곡동          ,49727
봉림동          ,34762
용지동          ,31500
성산구,232023
반송동          ,45631
중앙동          ,25433
상남동          ,30566
사파동          ,50970
가음정동        ,41565
성주동          ,27650
웅남동          ,10208
마산합포구,184097
구산면          ,4935
진동면          ,13407
진북면          ,4354
진전면          ,4393
현동            ,13520
가포동          ,924
월영동          ,31643
문화동          ,12228
반월중앙동      ,16831
완월동          ,10602
자산동          ,12304
교방동          ,9420
노산동          ,6825
오동동          ,21314
합포동          ,7998
산호동          ,13399
마산회원구,206144
내서읍          ,70710
회원1동         ,12185
회원2동         ,9744
석전동          ,15141
회성동          ,7455
양덕1동         ,12573
양덕2동         ,34964
합성1동         ,7403
합성2동         ,9701
구암1동         ,10647
구암2동         ,10873
봉암동          ,4748
진해구,193121
중앙동          ,8734
태평동          ,6460
충무동          ,4139
여좌동          ,10333
태백동          ,6079
경화동          ,11543
병암동          ,8321
석동            ,18482
이동            ,10114
자은동          ,18649
덕산동          ,11351
풍호동          ,26951
웅천동          ,6287
웅동1동         ,7825
웅동2동         ,37853
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",
