행정동,소계
합  계,1041746
의창구,220119
동읍            ,19791
북면            ,43401
대산면          ,7409
의창동          ,50381
팔룡동          ,26590
명곡동          ,41732
봉림동          ,30815
성산구,253437
반송동          ,40884
용지동          ,29520
중앙동          ,35646
상남동          ,27657
사파동          ,44749
가음정동        ,40262
성주동          ,26303
웅남동          ,8416
마산합포구,183156
구산면          ,4379
진동면          ,12252
진북면          ,3654
진전면          ,3918
현동            ,14104
가포동          ,1854
월영동          ,42807
문화동          ,11256
반월중앙동      ,14395
완월동          ,9027
자산동          ,10234
교방동          ,16187
오동동          ,19415
합포동          ,7342
산호동          ,12332
마산회원구,187396
내서읍          ,63434
회원1동         ,10127
회원2동         ,10106
석전동          ,16779
회성동          ,6004
양덕1동         ,10993
양덕2동         ,31062
합성1동         ,9243
합성2동         ,7673
구암1동         ,8872
구암2동         ,9389
봉암동          ,3714
진해구,197638
충무동          ,16916
여좌동          ,8555
태백동          ,3987
경화동          ,11089
병암동          ,7434
석동            ,17573
이동            ,8665
자은동          ,21155
덕산동          ,10119
풍호동          ,25528
웅천동          ,13225
웅동1동         ,7935
웅동2동         ,45457
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
