행정동,소계
합  계,1022841
의창구,214187
동읍            ,18588
북면            ,43293
대산면          ,7205
의창동          ,49054
팔룡동          ,25933
명곡동          ,39654
봉림동          ,30460
성산구,250209
반송동          ,39395
용지동          ,26813
중앙동,39606
상남동          ,26682
사파동          ,45081
가음정동        ,38040
성주동          ,26593
웅남동          ,7999
마산합포구,181597
구산면          ,4138
진동면          ,11846
진북면          ,3600
진전면          ,3790
현동            ,13715
가포동          ,4884
월영동          ,41686
문화동          ,11027
반월중앙동      ,13353
완월동          ,8472
자산동          ,9116
교방동          ,19105
오동동,18458
합포동          ,6735
산호동          ,11672
마산회원구,181967
내서읍          ,60268
회원1동         ,9689
회원2동         ,9623
석전동          ,16106
회성동          ,5307
양덕1동         ,10552
양덕2동         ,32655
합성1동         ,8747
합성2동         ,7824
구암1동         ,8321
구암2동         ,9101
봉암동          ,3774
진해구,194881
충무동          ,15861
여좌동          ,7971
태백동          ,3529
경화동          ,10617
병암동          ,6987
석동            ,17375
이동            ,8455
자은동          ,20352
덕산동          ,9320
풍호동          ,24982
웅천동          ,14280
웅동1동         ,8413
웅동2동         ,46739
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
