행정동,소계
합  계,1046674
의창구,221026
동읍            ,19917
북면            ,43564
대산면          ,7426
의창동          ,50718
팔룡동          ,26639
명곡동          ,42095
봉림동          ,30667
성산구,255806
반송동          ,41346
용지동          ,29825
중앙동          ,35735
상남동          ,27996
사파동          ,45015
가음정동        ,40732
성주동          ,26650
웅남동          ,8507
마산합포구,183148
구산면          ,4397
진동면          ,12366
진북면          ,3718
진전면          ,3966
현동            ,14206
가포동          ,1237
월영동          ,42733
문화동          ,11283
반월중앙동      ,14517
완월동          ,9039
자산동          ,10385
교방동          ,16103
오동동          ,19506
합포동          ,7316
산호동          ,12376
마산회원구,189338
내서읍          ,64073
회원1동         ,10271
회원2동         ,10074
석전동          ,17016
회성동          ,6109
양덕1동         ,11089
양덕2동         ,31405
합성1동         ,9371
합성2동         ,7680
구암1동         ,8958
구암2동         ,9538
봉암동          ,3754
진해구,197356
충무동          ,17048
여좌동          ,8532
태백동          ,4486
경화동          ,11225
병암동          ,7484
석동            ,17632
이동            ,8673
자은동          ,21388
덕산동          ,10191
풍호동          ,25844
웅천동          ,13209
웅동1동         ,7255
웅동2동         ,44389
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
