행정동,소계
합  계,1079041
의창구,256105
동읍            ,23194
북면            ,29700
대산면          ,7644
의창동          ,38066
팔룡동          ,39418
명곡동          ,51702
봉림동          ,36700
용지동          ,29681
성산구,235564
반송동          ,47515
중앙동          ,25614
상남동          ,31918
사파동          ,53376
가음정동        ,37655
성주동          ,28686
웅남동          ,10800
마산합포구,183898
구산면          ,4989
진동면          ,13375
진북면          ,4468
진전면          ,4454
현동            ,9772
가포동          ,1014
월영동          ,30817
문화동          ,12616
반월중앙동      ,17297
완월동          ,10940
자산동          ,12786
교방동          ,10204
노산동          ,7343
오동동          ,21993
합포동          ,8207
산호동          ,13623
마산회원구,212776
내서읍          ,71935
회원1동         ,12364
회원2동         ,12107
석전동          ,15742
회성동          ,7607
양덕1동         ,12903
양덕2동         ,35487
합성1동         ,7571
합성2동         ,10043
구암1동         ,10999
구암2동         ,11232
봉암동          ,4786
진해구,190698
중앙동          ,9062
태평동          ,6706
충무동          ,4314
여좌동          ,10813
태백동          ,6327
경화동          ,10568
병암동          ,8673
석동            ,19135
이동            ,10704
자은동          ,15869
덕산동          ,11840
풍호동          ,27234
웅천동          ,4566
웅동1동         ,8319
웅동2동         ,36568
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",
