행정동,소계
합  계,1084557
의창구,258009
동읍            ,23178
북면            ,29280
대산면          ,7714
의창동          ,38176
팔룡동          ,39851
명곡동          ,52453
봉림동          ,37116
용지동          ,30241
성산구,237085
반송동          ,47789
중앙동          ,25501
상남동          ,32027
사파동          ,53744
가음정동        ,38089
성주동          ,28873
웅남동          ,11062
마산합포구,184753
구산면          ,5029
진동면          ,13251
진북면          ,4492
진전면          ,4495
현동            ,9313
가포동          ,1085
월영동          ,30561
문화동          ,12707
반월동          ,8805
중앙동          ,8589
완월동          ,11037
자산동          ,12969
동서동          ,11358
성호동          ,4300
교방동          ,10798
노산동          ,7449
오동동          ,6555
합포동          ,8190
산호동          ,13770
마산회원구,214102
내서읍          ,72101
회원1동         ,12327
회원2동         ,12655
석전1동         ,6166
석전2동         ,9877
회성동          ,7681
양덕1동         ,13014
양덕2동         ,35022
합성1동         ,7759
합성2동         ,10164
구암1동         ,11116
구암2동         ,11366
봉암동          ,4854
진해구,190608
중앙동          ,9118
태평동          ,6777
충무동          ,4376
여좌동          ,10990
태백동          ,6475
경화동          ,10618
병암동          ,8709
석동            ,19150
이동            ,10793
자은동          ,15794
덕산동          ,11992
풍호동          ,25988
웅천동          ,4892
웅동1동         ,9077
웅동2동         ,35859
