행정동,소계
합  계,1045601
의창구,220828
동읍            ,19934
북면            ,43626
대산면          ,7425
의창동          ,50583
팔룡동          ,26648
명곡동          ,41969
봉림동          ,30643
성산구,254954
반송동          ,41246
용지동          ,29729
중앙동          ,35635
상남동          ,27884
사파동          ,44863
가음정동        ,40571
성주동          ,26559
웅남동          ,8467
마산합포구,183268
구산면          ,4387
진동면          ,12312
진북면          ,3689
진전면          ,3936
현동            ,14221
가포동          ,1577
월영동          ,42776
문화동          ,11177
반월중앙동      ,14519
완월동          ,9038
자산동          ,10315
교방동          ,16162
오동동          ,19443
합포동          ,7363
산호동          ,12353
마산회원구,188647
내서읍          ,63854
회원1동         ,10207
회원2동         ,10103
석전동          ,16879
회성동          ,6065
양덕1동         ,11053
양덕2동         ,31318
합성1동         ,9347
합성2동         ,7693
구암1동         ,8941
구암2동         ,9452
봉암동          ,3735
진해구,197904
충무동          ,17073
여좌동          ,8560
태백동          ,4146
경화동          ,11156
병암동          ,7467
석동            ,17661
이동            ,8659
자은동          ,21333
덕산동          ,10196
풍호동          ,25770
웅천동          ,13192
웅동1동         ,7558
웅동2동         ,45133
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
