행정동,소계
합  계,1080133
의창구,256352
동읍            ,23152
북면            ,29629
대산면          ,7680
의창동          ,38055
팔룡동          ,39395
명곡동          ,51814
봉림동          ,36844
용지동          ,29783
성산구,235849
반송동          ,47566
중앙동          ,25553
상남동          ,31939
사파동          ,53488
가음정동        ,37711
성주동          ,28749
웅남동          ,10843
마산합포구,183989
구산면          ,4993
진동면          ,13387
진북면          ,4491
진전면          ,4477
현동            ,9692
가포동          ,1029
월영동          ,30749
문화동          ,12622
반월동          ,8762
중앙동          ,8572
완월동          ,10913
자산동          ,12794
동서동          ,11383
성호동          ,4089
교방동          ,10271
노산동          ,7375
오동동          ,6563
합포동          ,8185
산호동          ,13642
마산회원구,213163
내서읍          ,72037
회원1동         ,12357
회원2동         ,12217
석전1동         ,6017
석전2동         ,9776
회성동          ,7601
양덕1동         ,12906
양덕2동         ,35432
합성1동         ,7589
합성2동         ,10099
구암1동         ,11002
구암2동         ,11305
봉암동          ,4825
진해구,190780
중앙동          ,9024
태평동          ,6703
충무동          ,4314
여좌동          ,10806
태백동          ,6334
경화동          ,10622
병암동          ,8692
석동            ,19090
이동            ,10709
자은동          ,15883
덕산동          ,11818
풍호동          ,27227
웅천동          ,4622
웅동1동         ,8434
웅동2동         ,36502
