행정동,소계
합  계,1061953
의창구,260383
동읍            ,21102
북면            ,42964
대산면          ,7804
의창동          ,39825
팔룡동          ,38871
명곡동          ,45860
봉림동          ,32177
용지동          ,31780
성산구,226210
반송동          ,43673
중앙동          ,24559
상남동          ,29472
사파동          ,48073
가음정동        ,43091
성주동          ,27975
웅남동          ,9367
마산합포구,181312
구산면          ,4710
진동면          ,13099
진북면          ,4127
진전면          ,4234
현동            ,14748
가포동          ,723
월영동          ,33109
문화동          ,12068
반월중앙동      ,15927
완월동          ,9850
자산동          ,11722
교방동          ,8781
노산동          ,6465
오동동          ,20816
합포동          ,7370
산호동          ,13563
마산회원구,197060
내서읍          ,68284
회원1동         ,11416
회원2동         ,7979
석전동          ,14218
회성동          ,6859
양덕1동         ,12023
양덕2동         ,33313
합성1동         ,9898
합성2동         ,8553
구암1동         ,9897
구암2동         ,10320
봉암동          ,4300
진해구,196988
중앙동          ,8114
태평동          ,6161
충무동          ,3764
여좌동          ,9283
태백동          ,5454
경화동          ,11683
병암동          ,7819
석동            ,17705
이동            ,8917
자은동          ,21798
덕산동          ,10492
풍호동          ,26630
웅천동          ,12382
웅동1동         ,7437
웅동2동         ,39349
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
