행정동,소계
합  계,1025841
의창구,216344
동읍            ,18952
북면            ,43383
대산면          ,7253
의창동          ,49482
팔룡동          ,26264
명곡동          ,40278
봉림동          ,30732
성산구,248830
반송동          ,39983
용지동          ,27146
중앙동,36387
상남동          ,26942
사파동          ,45793
가음정동        ,38345
성주동          ,26073
웅남동          ,8161
마산합포구,181950
구산면          ,4180
진동면          ,11962
진북면          ,3640
진전면          ,3826
현동            ,13801
가포동          ,3437
월영동          ,42084
문화동          ,11159
반월중앙동      ,13493
완월동          ,8622
자산동          ,9314
교방동          ,19131
오동동,18674
합포동          ,6801
산호동          ,11826
마산회원구,183218
내서읍          ,60929
회원1동         ,9759
회원2동         ,9740
석전동          ,16298
회성동          ,5443
양덕1동         ,10680
양덕2동         ,32514
합성1동         ,8892
합성2동         ,7423
구암1동         ,8520
구암2동         ,9184
봉암동          ,3836
진해구,195499
충무동          ,16161
여좌동          ,8103
태백동          ,3574
경화동          ,10685
병암동          ,7109
석동            ,17441
이동            ,8539
자은동          ,20554
덕산동          ,9535
풍호동          ,25156
웅천동          ,13532
웅동1동         ,8516
웅동2동         ,46594
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
