행정동,소계
합  계,1050765
의창구,266068
동읍            ,20296
북면            ,43530
대산면          ,7534
의창동          ,51227
팔룡동          ,39011
명곡동          ,43185
봉림동          ,30881
용지동          ,30404
성산구,218353
반송동          ,42294
중앙동          ,23930
상남동          ,28526
사파동          ,46047
가음정동        ,41613
성주동          ,27122
웅남동          ,8821
마산합포구,176996
구산면          ,4526
진동면          ,12558
진북면          ,3903
진전면          ,4124
현동            ,14472
가포동          ,689
월영동          ,34687
문화동          ,11499
반월중앙동      ,15065
완월동          ,9364
자산동          ,10983
교방동          ,15329
오동동          ,19893
합포동          ,7018
산호동          ,12886
마산회원구,193583
내서읍          ,65530
회원1동         ,10590
회원2동         ,9803
석전동          ,17332
회성동          ,6380
양덕1동         ,11386
양덕2동         ,32049
합성1동         ,9561
합성2동         ,7970
구암1동         ,9198
구암2동         ,9842
봉암동          ,3942
진해구,195765
충무동          ,17442
여좌동          ,8887
태백동          ,5119
경화동          ,11482
병암동          ,7568
석동            ,17601
이동            ,8663
자은동          ,21624
덕산동          ,10227
풍호동          ,26224
웅천동          ,12969
웅동1동         ,7155
웅동2동         ,40804
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",
