행정동,소계
합  계,1087617
의창구,262013
동읍            ,23506
북면            ,28756
대산면          ,7857
의창동          ,38393
팔룡동          ,41057
명곡동          ,53460
봉림동          ,37964
용지동          ,31020
성산구,241580
반송동          ,48459
중앙동          ,25834
상남동          ,32405
사파동          ,54677
가음정동        ,38956
성주동          ,29779
웅남동          ,11470
마산합포구,183696
구산면          ,5188
진동면          ,12878
진북면          ,4647
진전면          ,4521
현동            ,3934
가포동          ,1330
월영동          ,31421
문화동          ,13243
반월동          ,9058
중앙동          ,8935
완월동          ,11380
자산동          ,13417
동서동          ,11606
성호동          ,4495
교방동          ,11269
노산동          ,7664
오동동          ,6677
합포동          ,7681
산호동          ,14352
마산회원구,214241
내서읍          ,72598
회원1동         ,12410
회원2동         ,13780
석전1동         ,7859
석전2동         ,10017
회성동          ,7822
양덕1동         ,13391
양덕2동         ,29323
합성1동         ,8454
합성2동         ,10488
구암1동         ,11472
구암2동         ,11555
봉암동          ,5072
진해구,186087
중앙동          ,9560
태평동          ,6962
충무동          ,4654
여좌동          ,11893
태백동          ,6709
경화동          ,11061
병암동          ,8908
석동            ,19641
이동            ,11278
자은동          ,14948
덕산동          ,12297
풍호동          ,17968
웅천동          ,5075
웅동1동         ,9439
웅동2동         ,35694
