행정동,소계
합  계,1051481
의창구,266516
동읍            ,20341
북면            ,43447
대산면          ,7538
의창동          ,51291
팔룡동          ,39100
명곡동          ,43354
봉림동          ,30963
용지동          ,30482
성산구,218782
반송동          ,42407
중앙동          ,23973
상남동          ,28551
사파동          ,46214
가음정동        ,41662
성주동          ,27125
웅남동          ,8850
마산합포구,176911
구산면          ,4539
진동면          ,12585
진북면          ,3927
진전면          ,4125
현동            ,14496
가포동          ,668
월영동          ,34275
문화동          ,11533
반월중앙동      ,15126
완월동          ,9416
자산동          ,11034
교방동          ,15176
오동동          ,20010
합포동          ,7049
산호동          ,12952
마산회원구,193576
내서읍          ,65696
회원1동         ,10648
회원2동         ,9197
석전동          ,17384
회성동          ,6406
양덕1동         ,11425
양덕2동         ,32137
합성1동         ,9586
합성2동         ,8022
구암1동         ,9252
구암2동         ,9867
봉암동          ,3956
진해구,195696
충무동          ,17525
여좌동          ,8917
태백동          ,5143
경화동          ,11501
병암동          ,7565
석동            ,17584
이동            ,8677
자은동          ,21653
덕산동          ,10233
풍호동          ,26264
웅천동          ,12913
웅동1동         ,7151
웅동2동         ,40570
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",
