행정동,소계
합  계,1047210
의창구,256111
동읍,20946
북면,42663
대산면,7462
의창동,38642
팔룡동,37937
명곡동,45379
봉림동,31576
용지동,31506
성산구,222774
반송동,43477
중앙동,23560
상남동,29326
사파동,47826
가음정동,42826
성주동,27400
웅남동,8359
마산합포구,179232
구산면,4492
진동면,12909
진북면,3737
진전면,4128
현동,14649
가포동,681
월영동,32516
문화동,11980
반월중앙동,15885
완월동,9842
자산동,11724
교방동,8789
노산동,6437
오동동,20654
합포동,7354
산호동,13455
마산회원구,195417
내서읍,67943
회원1동,11349
회원2동,7983
석전동,14110
회성동,6837
양덕1동,11973
양덕2동,33246
합성1동,9890
합성2동,8388
구암1동,9826
구암2동,10199
봉암동,3673
진해구,193676
중앙동,8084
태평동,6154
충무동,3735
여좌동,9221
태백동,5478
경화동,11635
병암동,7831
석동,17617
이동,8841
자은동,21670
덕산동,10454
풍호동,26514
웅천동,11858
웅동1동,6705
웅동2동,37879
