행정동,소계
합  계,1055150
의창구,266279
동읍            ,20606
북면            ,42964
대산면          ,7673
의창동          ,50962
팔룡동          ,37859
명곡동          ,44034
봉림동          ,31327
용지동          ,30854
성산구,220919
반송동          ,42742
중앙동          ,24158
상남동          ,28775
사파동          ,46691
가음정동        ,42137
성주동          ,27386
웅남동          ,9030
마산합포구,177267
구산면          ,4605
진동면          ,12699
진북면          ,4049
진전면          ,4123
현동            ,14634
가포동          ,693
월영동          ,32950
문화동          ,11734
반월중앙동      ,15431
완월동          ,9613
자산동          ,11266
교방동          ,14713
오동동          ,20436
합포동          ,7151
산호동          ,13170
마산회원구,194727
내서읍          ,66512
회원1동         ,11043
회원2동         ,7687
석전동          ,17300
회성동          ,6577
양덕1동         ,11640
양덕2동         ,32456
합성1동         ,9730
합성2동         ,8200
구암1동         ,9484
구암2동         ,10030
봉암동          ,4068
진해구,195958
충무동          ,17707
여좌동          ,9102
태백동          ,5260
경화동          ,11563
병암동          ,7670
석동            ,17559
이동            ,8692
자은동          ,21759
덕산동          ,10335
풍호동          ,26400
웅천동          ,12752
웅동1동         ,7281
웅동2동         ,39878
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",
