행정동,소계
합  계,1047028
의창구,263483
동읍            ,20040
북면            ,43662
대산면          ,7433
의창동          ,50987
팔룡동          ,38353
명곡동          ,42274
봉림동          ,30675
용지동          ,30059
성산구,215420
반송동          ,41652
중앙동          ,23946
상남동          ,28101
사파동          ,45392
가음정동        ,41015
성주동          ,26755
웅남동          ,8559
마산합포구,181634
구산면          ,4420
진동면          ,12385
진북면          ,3773
진전면          ,4034
현동            ,14270
가포동          ,995
월영동          ,41067
문화동          ,11307
반월중앙동      ,14709
완월동          ,9125
자산동          ,10601
교방동          ,16014
오동동          ,19570
합포동          ,6849
산호동          ,12515
마산회원구,190555
내서읍          ,64429
회원1동         ,10358
회원2동         ,10095
석전동          ,17102
회성동          ,6179
양덕1동         ,11163
양덕2동         ,31540
합성1동         ,9430
합성2동         ,7777
구암1동         ,9047
구암2동         ,9647
봉암동          ,3788
진해구,195936
충무동          ,17092
여좌동          ,8650
태백동          ,4956
경화동          ,11295
병암동          ,7507
석동            ,17490
이동            ,8688
자은동          ,21532
덕산동          ,10221
풍호동          ,25907
웅천동          ,13147
웅동1동         ,7052
웅동2동         ,42399
