행정동,소계
합  계,1041048
의창구,219765
동읍            ,19777
북면            ,43315
대산면          ,7401
의창동          ,50330
팔룡동          ,26547
명곡동          ,41640
봉림동          ,30755
성산구,253529
반송동          ,40734
용지동          ,29276
중앙동          ,35645
상남동          ,27477
사파동          ,45660
가음정동        ,40117
성주동          ,26237
웅남동          ,8383
마산합포구,183005
구산면          ,4374
진동면          ,12224
진북면          ,3653
진전면          ,3905
현동            ,14088
가포동          ,1866
월영동          ,42792
문화동          ,11266
반월중앙동      ,14356
완월동          ,9040
자산동          ,10203
교방동          ,16179
오동동          ,19421
합포동          ,7311
산호동          ,12327
마산회원구,187315
내서읍          ,63385
회원1동         ,10143
회원2동         ,10096
석전동          ,16734
회성동          ,5992
양덕1동         ,10975
양덕2동         ,31047
합성1동         ,9235
합성2동         ,7737
구암1동         ,8866
구암2동         ,9413
봉암동          ,3692
진해구,197434
충무동          ,16868
여좌동          ,8540
태백동          ,3939
경화동          ,11084
병암동          ,7418
석동            ,17522
이동            ,8660
자은동          ,21136
덕산동          ,10086
풍호동          ,25495
웅천동          ,13216
웅동1동         ,8040
웅동2동         ,45430
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
