행정동,소계
합  계,1027978
의창구,217825
동읍            ,19194
북면            ,43528
대산면          ,7285
의창동          ,49929
팔룡동          ,26488
명곡동          ,40675
봉림동          ,30726
성산구,250034
반송동          ,40208
용지동          ,27305
중앙동,35950
상남동          ,27088
사파동          ,46167
가음정동        ,38950
성주동          ,26110
웅남동          ,8256
마산합포구,180182
구산면          ,4239
진동면          ,12101
진북면          ,3685
진전면          ,3837
현동            ,13949
가포동          ,2318
월영동          ,42495
문화동          ,11270
반월중앙동      ,13869
완월동          ,8803
자산동          ,9632
교방동          ,16048
오동동,18928
합포동          ,6978
산호동          ,12030
마산회원구,183902
내서읍          ,62012
회원1동         ,9962
회원2동         ,9934
석전동          ,16610
회성동          ,5572
양덕1동         ,10823
양덕2동         ,30693
합성1동         ,9012
합성2동         ,7598
구암1동         ,8660
구암2동         ,9254
봉암동          ,3772
진해구,196035
충무동          ,16403
여좌동          ,8240
태백동          ,3621
경화동          ,10856
병암동          ,7239
석동            ,17508
이동            ,8543
자은동          ,20830
덕산동          ,9828
풍호동          ,25287
웅천동          ,13286
웅동1동         ,8603
웅동2동         ,45791
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
