행정동,소계
합  계,1083916
의창구,257670
동읍            ,23194
북면            ,29328
대산면          ,7699
의창동          ,38160
팔룡동          ,39689
명곡동          ,52339
봉림동          ,37074
용지동          ,30187
성산구,236864
반송동          ,47769
중앙동          ,25476
상남동          ,31989
사파동          ,53703
가음정동        ,38064
성주동          ,28818
웅남동          ,11045
마산합포구,184725
구산면          ,5024
진동면          ,13268
진북면          ,4508
진전면          ,4490
현동            ,9384
가포동          ,1074
월영동          ,30527
문화동          ,12701
반월동          ,8792
중앙동          ,8596
완월동          ,11018
자산동          ,12944
동서동          ,11350
성호동          ,4286
교방동          ,10824
노산동          ,7431
오동동          ,6550
합포동          ,8178
산호동          ,13780
마산회원구,213966
내서읍          ,72056
회원1동         ,12341
회원2동         ,12542
석전1동         ,6152
석전2동         ,9851
회성동          ,7637
양덕1동         ,13016
양덕2동         ,35172
합성1동         ,7753
합성2동         ,10135
구암1동         ,11088
구암2동         ,11361
봉암동          ,4862
진해구,190691
중앙동          ,9080
태평동          ,6728
충무동          ,4371
여좌동          ,10982
태백동          ,6444
경화동          ,10599
병암동          ,8684
석동            ,19143
이동            ,10766
자은동          ,15828
덕산동          ,11944
풍호동          ,26426
웅천동          ,4777
웅동1동         ,9057
웅동2동         ,35862
