행정동,소계
합  계,1081516
의창구,256820
동읍            ,23153
북면            ,29564
대산면          ,7668
의창동          ,38125
팔룡동          ,39490
명곡동          ,52020
봉림동          ,36917
용지동          ,29883
성산구,236229
반송동          ,47590
중앙동          ,25580
상남동          ,32048
사파동          ,53486
가음정동        ,37821
성주동          ,28804
웅남동          ,10900
마산합포구,184190
구산면          ,5004
진동면          ,13340
진북면          ,4515
진전면          ,4475
현동            ,9608
가포동          ,1037
월영동          ,30608
문화동          ,12652
반월동          ,8778
중앙동          ,8582
완월동          ,10937
자산동          ,12814
동서동          ,11384
성호동          ,4142
교방동          ,10494
노산동          ,7394
오동동          ,6535
합포동          ,8191
산호동          ,13700
마산회원구,213433
내서읍          ,72089
회원1동         ,12373
회원2동         ,12207
석전1동         ,6050
석전2동         ,9797
회성동          ,7636
양덕1동         ,12946
양덕2동         ,35466
합성1동         ,7595
합성2동         ,10106
구암1동         ,11025
구암2동         ,11301
봉암동          ,4842
진해구,190844
중앙동          ,9027
태평동          ,6694
충무동          ,4327
여좌동          ,10852
태백동          ,6355
경화동          ,10643
병암동          ,8673
석동            ,19120
이동            ,10725
자은동          ,15814
덕산동          ,11826
풍호동          ,27201
웅천동          ,4620
웅동1동         ,8774
웅동2동         ,36193
