행정동,소계
합  계,1070375
의창구,257385
동읍            ,22148
북면            ,40463
대산면          ,7245
의창동          ,35726
팔룡동          ,37107
명곡동          ,48269
봉림동          ,33521
용지동          ,32906
성산구,231823
반송동          ,45025
중앙동          ,25253
상남동          ,30146
사파동          ,49753
가음정동        ,44032
성주동          ,27728
웅남동          ,9886
마산합포구,183508
구산면          ,4885
진동면          ,13281
진북면          ,4332
진전면          ,4301
현동            ,13786
가포동          ,854
월영동          ,32320
문화동          ,12355
반월중앙동      ,16452
완월동          ,10332
자산동          ,12063
교방동          ,9122
노산동          ,6683
오동동          ,21110
합포동          ,7772
산호동          ,13860
마산회원구,201997
내서읍          ,69839
회원1동         ,11840
회원2동         ,8618
석전동          ,14725
회성동          ,7187
양덕1동         ,12404
양덕2동         ,34091
합성1동         ,8506
합성2동         ,9056
구암1동         ,10351
구암2동         ,10743
봉암동          ,4637
진해구,195662
중앙동          ,8390
태평동          ,6409
충무동          ,3978
여좌동          ,9901
태백동          ,5856
경화동          ,11281
병암동          ,8087
석동            ,18164
이동            ,9641
자은동          ,20239
덕산동          ,10926
풍호동          ,26810
웅천동          ,9633
웅동1동         ,7593
웅동2동         ,38754
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
