행정동,소계
합  계,1049532
의창구,265101
동읍            ,20176
북면            ,43669
대산면          ,7514
의창동          ,51210
팔룡동          ,38733
명곡동          ,42829
봉림동          ,30787
용지동          ,30183
성산구,217221
반송동          ,42051
중앙동          ,23920
상남동          ,28282
사파동          ,45860
가음정동        ,41425
성주동          ,26950
웅남동          ,8733
마산합포구,178663
구산면          ,4495
진동면          ,12470
진북면          ,3869
진전면          ,4107
현동            ,14321
가포동          ,1008
월영동          ,36765
문화동          ,11401
반월중앙동      ,14879
완월동          ,9279
자산동          ,10861
교방동          ,15772
오동동          ,19784
합포동          ,6934
산호동          ,12718
마산회원구,192559
내서읍          ,65029
회원1동         ,10510
회원2동         ,10094
석전동          ,17234
회성동          ,6303
양덕1동         ,11308
양덕2동         ,31835
합성1동         ,9492
합성2동         ,7915
구암1동         ,9157
구암2동         ,9784
봉암동          ,3898
진해구,195988
충무동          ,17394
여좌동          ,8802
태백동          ,5044
경화동          ,11418
병암동          ,7560
석동            ,17580
이동            ,8682
자은동          ,21555
덕산동          ,10289
풍호동          ,26085
웅천동          ,13074
웅동1동         ,7088
웅동2동         ,41417
