행정동,소계
합  계,1070691
의창구,257813
동읍            ,22239
북면            ,40216
대산면          ,7223
의창동          ,35921
팔룡동          ,37235
명곡동          ,48453
봉림동          ,33667
용지동          ,32859
성산구,231812
반송동          ,45149
중앙동          ,25280
상남동          ,30172
사파동          ,49811
가음정동        ,44046
성주동          ,27464
웅남동          ,9890
마산합포구,183759
구산면          ,4878
진동면          ,13324
진북면          ,4339
진전면          ,4319
현동            ,13757
가포동          ,865
월영동          ,32301
문화동          ,12364
반월중앙동      ,16542
완월동          ,10370
자산동          ,12083
교방동          ,9153
노산동          ,6708
오동동          ,21095
합포동          ,7802
산호동          ,13859
마산회원구,201846
내서읍          ,69986
회원1동         ,11884
회원2동         ,8696
석전동          ,14823
회성동          ,7220
양덕1동         ,12462
양덕2동         ,34375
합성1동         ,7316
합성2동         ,9140
구암1동         ,10441
구암2동         ,10851
봉암동          ,4652
진해구,195461
중앙동          ,8449
태평동          ,6415
충무동          ,4008
여좌동          ,9934
태백동          ,5890
경화동          ,11301
병암동          ,8116
석동            ,18210
이동            ,9661
자은동          ,20208
덕산동          ,10983
풍호동          ,26810
웅천동          ,9168
웅동1동         ,7602
웅동2동         ,38706
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
