행정동,소계
합  계,1037234
의창구,219087
동읍            ,19691
북면            ,43210
대산면          ,7349
의창동          ,50260
팔룡동          ,26468
명곡동          ,41388
봉림동          ,30721
성산구,252500
반송동          ,40494
용지동          ,28428
중앙동,35700
상남동          ,27327
사파동          ,46282
가음정동        ,39888
성주동          ,26194
웅남동          ,8187
마산합포구,182204
구산면          ,4338
진동면          ,12161
진북면          ,3661
진전면          ,3894
현동            ,14025
가포동          ,2177
월영동          ,42778
문화동          ,11271
반월중앙동      ,14157
완월동          ,8908
자산동          ,10097
교방동          ,16115
오동동,19284
합포동          ,7143
산호동          ,12195
마산회원구,186220
내서읍          ,63012
회원1동         ,10115
회원2동         ,10006
석전동          ,16719
회성동          ,5862
양덕1동         ,10955
양덕2동         ,30818
합성1동         ,9151
합성2동         ,7695
구암1동         ,8781
구암2동         ,9389
봉암동          ,3717
진해구,197223
충무동          ,16696
여좌동          ,8506
태백동          ,3798
경화동          ,10997
병암동          ,7364
석동            ,17495
이동            ,8559
자은동          ,21081
덕산동          ,10027
풍호동          ,25472
웅천동          ,13188
웅동1동         ,8394
웅동2동         ,45646
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
