행정동,소계
합  계,1087405
의창구,261818
동읍            ,23402
북면            ,28938
대산면          ,7837
의창동          ,38467
팔룡동          ,40895
명곡동          ,53335
봉림동          ,37899
용지동          ,31045
성산구,241159
반송동          ,48415
중앙동          ,25879
상남동          ,32432
사파동          ,54620
가음정동        ,38873
성주동          ,29543
웅남동          ,11397
마산합포구,183725
구산면          ,5182
진동면          ,12901
진북면          ,4659
진전면          ,4516
현동            ,3948
가포동          ,1304
월영동          ,31441
문화동          ,13288
반월동          ,9079
중앙동          ,8912
완월동          ,11385
자산동          ,13388
동서동          ,11664
성호동          ,4499
교방동          ,11277
노산동          ,7616
오동동          ,6671
합포동          ,7647
산호동          ,14348
마산회원구,213954
내서읍          ,72644
회원1동         ,12405
회원2동         ,13732
석전1동         ,7805
석전2동         ,10033
회성동          ,7828
양덕1동         ,13363
양덕2동         ,29319
합성1동         ,8316
합성2동         ,10448
구암1동         ,11468
구암2동         ,11532
봉암동          ,5061
진해구,186749
중앙동          ,9434
태평동          ,6870
충무동          ,4551
여좌동          ,11383
태백동          ,6687
경화동          ,10972
병암동          ,8847
석동            ,19644
이동            ,11173
자은동          ,15417
덕산동          ,12265
풍호동          ,19142
웅천동          ,5039
웅동1동         ,9429
웅동2동         ,35896
