행정동,소계
합  계,1068639
의창구,257642
동읍            ,21748
북면            ,41841
대산면          ,7492
의창동          ,35227
팔룡동          ,38265
명곡동          ,47374
봉림동          ,33027
용지동          ,32668
성산구,230501
반송동          ,44610
중앙동          ,24996
상남동          ,29968
사파동          ,49285
가음정동        ,43966
성주동          ,27973
웅남동          ,9703
마산합포구,182573
구산면          ,4849
진동면          ,13220
진북면          ,4235
진전면          ,4278
현동            ,14162
가포동          ,738
월영동          ,32552
문화동          ,12224
반월중앙동      ,16233
완월동          ,10162
자산동          ,11961
교방동          ,9019
노산동          ,6579
오동동          ,21022
합포동          ,7604
산호동          ,13735
마산회원구,201038
내서읍          ,69360
회원1동         ,11705
회원2동         ,8331
석전동          ,14524
회성동          ,7076
양덕1동         ,12306
양덕2동         ,33827
합성1동         ,9805
합성2동         ,8809
구암1동         ,10179
구암2동         ,10598
봉암동          ,4518
진해구,196885
중앙동          ,8410
태평동          ,6310
충무동          ,3902
여좌동          ,9587
태백동          ,5712
경화동          ,11571
병암동          ,8016
석동            ,17948
이동            ,9296
자은동          ,21397
덕산동          ,10685
풍호동          ,26707
웅천동          ,10802
웅동1동         ,7586
웅동2동         ,38956
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
