행정동,소계
합  계,1023442
의창구,214504
동읍            ,18651
북면            ,43316
대산면          ,7202
의창동          ,49136
팔룡동          ,25997
명곡동          ,39727
봉림동          ,30475
성산구,250283
반송동          ,39419
용지동          ,26870
중앙동,39478
상남동          ,26708
사파동          ,45118
가음정동        ,38054
성주동          ,26589
웅남동          ,8047
마산합포구,181864
구산면          ,4144
진동면          ,11880
진북면          ,3616
진전면          ,3805
현동            ,13697
가포동          ,4807
월영동          ,41800
문화동          ,11033
반월중앙동      ,13387
완월동          ,8489
자산동          ,9166
교방동          ,19139
오동동,18468
합포동          ,6758
산호동          ,11675
마산회원구,181808
내서읍          ,60365
회원1동         ,9722
회원2동         ,9636
석전동          ,16124
회성동          ,5309
양덕1동         ,10584
양덕2동         ,32686
합성1동         ,8795
합성2동         ,7327
구암1동         ,8357
구암2동         ,9131
봉암동          ,3772
진해구,194983
충무동          ,15918
여좌동          ,7989
태백동          ,3535
경화동          ,10638
병암동          ,6996
석동            ,17373
이동            ,8458
자은동          ,20357
덕산동          ,9350
풍호동          ,24980
웅천동          ,14216
웅동1동         ,8426
웅동2동         ,46747
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
