행정동,소계
합  계,1072882
의창구,256154
동읍            ,22683
북면            ,35370
대산면          ,7466
의창동          ,36941
팔룡동          ,38219
명곡동          ,50085
봉림동          ,35092
용지동          ,30298
성산구,232852
반송동          ,46025
중앙동          ,25460
상남동          ,30771
사파동          ,51242
가음정동        ,41287
성주동          ,27766
웅남동          ,10301
마산합포구,183982
구산면          ,4951
진동면          ,13447
진북면          ,4332
진전면          ,4396
현동            ,13294
가포동          ,944
월영동          ,31091
문화동          ,12320
반월중앙동      ,16901
완월동          ,10646
자산동          ,12389
교방동          ,9479
노산동          ,6884
오동동          ,21418
합포동          ,8046
산호동          ,13444
마산회원구,207420
내서읍          ,70822
회원1동         ,12194
회원2동         ,10299
석전동          ,15207
회성동          ,7504
양덕1동         ,12605
양덕2동         ,35087
합성1동         ,7432
합성2동         ,9863
구암1동         ,10721
구암2동         ,10943
봉암동          ,4743
진해구,192474
중앙동          ,8745
태평동          ,6520
충무동          ,4183
여좌동          ,10378
태백동          ,6144
경화동          ,11595
병암동          ,8374
석동            ,18643
이동            ,10258
자은동          ,17835
덕산동          ,11473
풍호동          ,27070
웅천동          ,5976
웅동1동         ,7893
웅동2동         ,37387
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",
